Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,4.719184E+03,0.000000E+00,1.601254E-01,0.000000E+00,6.455193E+03,0.000000E+00,2.219497E-01,0.000000E+00
00:20:00,4.697761E+03,0.000000E+00,1.593913E-01,0.000000E+00,6.477161E+03,0.000000E+00,2.227145E-01,0.000000E+00
00:30:00,4.685837E+03,0.000000E+00,1.589790E-01,0.000000E+00,6.499654E+03,0.000000E+00,2.234995E-01,0.000000E+00
00:40:00,4.674000E+03,0.000000E+00,1.585711E-01,0.000000E+00,6.522459E+03,0.000000E+00,2.242970E-01,0.000000E+00
00:50:00,4.672073E+03,0.000000E+00,1.584996E-01,0.000000E+00,6.545564E+03,0.000000E+00,2.251060E-01,0.000000E+00
01:00:00,4.670454E+03,0.000000E+00,1.584409E-01,0.000000E+00,6.568915E+03,0.000000E+00,2.259244E-01,0.000000E+00
01:10:00,4.669215E+03,0.000000E+00,1.583956E-01,0.000000E+00,6.570968E+03,0.000000E+00,2.260114E-01,0.000000E+00
01:20:00,4.668195E+03,0.000000E+00,1.583586E-01,0.000000E+00,6.572563E+03,0.000000E+00,2.260734E-01,0.000000E+00
01:30:00,4.667354E+03,0.000000E+00,1.583280E-01,0.000000E+00,6.573798E+03,0.000000E+00,2.261214E-01,0.000000E+00
01:40:00,4.666619E+03,0.000000E+00,1.583015E-01,0.000000E+00,6.574859E+03,0.000000E+00,2.261623E-01,0.000000E+00
01:50:00,4.665986E+03,0.000000E+00,1.582785E-01,0.000000E+00,6.575753E+03,0.000000E+00,2.261968E-01,0.000000E+00
02:00:00,4.665434E+03,0.000000E+00,1.582586E-01,0.000000E+00,6.576514E+03,0.000000E+00,2.262261E-01,0.000000E+00
02:10:00,4.664951E+03,0.000000E+00,1.582411E-01,0.000000E+00,6.577165E+03,0.000000E+00,2.262512E-01,0.000000E+00
02:20:00,4.664523E+03,0.000000E+00,1.582256E-01,0.000000E+00,6.577726E+03,0.000000E+00,2.262729E-01,0.000000E+00
02:30:00,4.664142E+03,0.000000E+00,1.582118E-01,0.000000E+00,6.578214E+03,0.000000E+00,2.262916E-01,0.000000E+00
02:40:00,4.663798E+03,0.000000E+00,1.581994E-01,0.000000E+00,6.578640E+03,0.000000E+00,2.263081E-01,0.000000E+00
02:50:00,4.663485E+03,0.000000E+00,1.581881E-01,0.000000E+00,6.579016E+03,0.000000E+00,2.263225E-01,0.000000E+00
03:00:00,4.663199E+03,0.000000E+00,1.581778E-01,0.000000E+00,6.579349E+03,0.000000E+00,2.263353E-01,0.000000E+00
03:10:00,4.662935E+03,0.000000E+00,1.581683E-01,0.000000E+00,6.579647E+03,0.000000E+00,2.263468E-01,0.000000E+00
