Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,4.691623E+03,0.000000E+00,1.591627E-01,0.000000E+00,6.553017E+03,0.000000E+00,2.254081E-01,0.000000E+00
00:20:00,4.710302E+03,0.000000E+00,1.597969E-01,0.000000E+00,6.532130E+03,0.000000E+00,2.246850E-01,0.000000E+00
00:30:00,4.729714E+03,0.000000E+00,1.604578E-01,0.000000E+00,6.510575E+03,0.000000E+00,2.239359E-01,0.000000E+00
00:40:00,4.749719E+03,0.000000E+00,1.611402E-01,0.000000E+00,6.488490E+03,0.000000E+00,2.231664E-01,0.000000E+00
00:50:00,4.770208E+03,0.000000E+00,1.618403E-01,0.000000E+00,6.465979E+03,0.000000E+00,2.223803E-01,0.000000E+00
01:00:00,4.791091E+03,0.000000E+00,1.625547E-01,0.000000E+00,6.443121E+03,0.000000E+00,2.215809E-01,0.000000E+00
01:10:00,4.782974E+03,0.000000E+00,1.622861E-01,0.000000E+00,6.452135E+03,0.000000E+00,2.218764E-01,0.000000E+00
01:20:00,4.774289E+03,0.000000E+00,1.619927E-01,0.000000E+00,6.461783E+03,0.000000E+00,2.222074E-01,0.000000E+00
01:30:00,4.765043E+03,0.000000E+00,1.616791E-01,0.000000E+00,6.471981E+03,0.000000E+00,2.225592E-01,0.000000E+00
01:40:00,4.755397E+03,0.000000E+00,1.613509E-01,0.000000E+00,6.482561E+03,0.000000E+00,2.229260E-01,0.000000E+00
01:50:00,4.745422E+03,0.000000E+00,1.610107E-01,0.000000E+00,6.493439E+03,0.000000E+00,2.233043E-01,0.000000E+00
02:00:00,4.725394E+03,0.000000E+00,1.603287E-01,0.000000E+00,6.515278E+03,0.000000E+00,2.240607E-01,0.000000E+00
02:10:00,4.714636E+03,0.000000E+00,1.599587E-01,0.000000E+00,6.526907E+03,0.000000E+00,2.244718E-01,0.000000E+00
02:20:00,4.703732E+03,0.000000E+00,1.595848E-01,0.000000E+00,6.538633E+03,0.000000E+00,2.248830E-01,0.000000E+00
02:30:00,4.692750E+03,0.000000E+00,1.592080E-01,0.000000E+00,6.550421E+03,0.000000E+00,2.252968E-01,0.000000E+00
02:40:00,4.681682E+03,0.000000E+00,1.588281E-01,0.000000E+00,6.562282E+03,0.000000E+00,2.257133E-01,0.000000E+00
02:50:00,4.670545E+03,0.000000E+00,1.584457E-01,0.000000E+00,6.574210E+03,0.000000E+00,2.261324E-01,0.000000E+00
03:00:00,4.669137E+03,0.000000E+00,1.583932E-01,0.000000E+00,6.575474E+03,0.000000E+00,2.261850E-01,0.000000E+00
