episode_num,cost,gas_cost,electricity_costcumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,251491.15753387727,0.0,251491.15753387727,-7902997.501749282,-150.36144409720856,1279.0690983703125,0.02433540902531036,-285.8153735262529,-0.005437887624167674,-38372.072951109374,-0.7300622707593107,-357976.9603594382,-6.810824968786876,15.985540334855402,0.005437887624167674,0.015801857136486165,35797696.03594381,681.0824968786875,785.7957710516724,285.8153735262529,52560,31536000
