Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,3.247794E+03,0.000000E+00,1.094407E-01,0.000000E+00,4.433255E+03,0.000000E+00,1.514583E-01,0.000000E+00
00:20:00,3.247016E+03,0.000000E+00,1.094132E-01,0.000000E+00,4.444785E+03,0.000000E+00,1.518569E-01,0.000000E+00
00:30:00,3.246352E+03,0.000000E+00,1.093897E-01,0.000000E+00,4.456455E+03,0.000000E+00,1.522608E-01,0.000000E+00
00:40:00,3.245782E+03,0.000000E+00,1.093696E-01,0.000000E+00,4.468243E+03,0.000000E+00,1.526690E-01,0.000000E+00
00:50:00,3.245312E+03,0.000000E+00,1.093530E-01,0.000000E+00,4.469344E+03,0.000000E+00,1.527124E-01,0.000000E+00
01:00:00,3.244891E+03,0.000000E+00,1.093381E-01,0.000000E+00,4.470261E+03,0.000000E+00,1.527464E-01,0.000000E+00
01:10:00,3.244517E+03,0.000000E+00,1.093249E-01,0.000000E+00,4.471002E+03,0.000000E+00,1.527740E-01,0.000000E+00
01:20:00,3.244181E+03,0.000000E+00,1.093131E-01,0.000000E+00,4.471622E+03,0.000000E+00,1.527971E-01,0.000000E+00
01:30:00,3.243877E+03,0.000000E+00,1.093024E-01,0.000000E+00,4.472148E+03,0.000000E+00,1.528166E-01,0.000000E+00
01:40:00,3.243599E+03,0.000000E+00,1.092926E-01,0.000000E+00,4.472600E+03,0.000000E+00,1.528334E-01,0.000000E+00
01:50:00,3.243343E+03,0.000000E+00,1.092836E-01,0.000000E+00,4.472992E+03,0.000000E+00,1.528479E-01,0.000000E+00
02:00:00,3.243105E+03,0.000000E+00,1.092752E-01,0.000000E+00,4.473335E+03,0.000000E+00,1.528606E-01,0.000000E+00
