country|country_code|sector|subsector|btype|bage|topic|feature|type|detail|estimated|value|unit|source
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|13.68|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|138.9633456708539|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|4.667762092234895|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|22.581576000000002|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|2.527896945299135|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.007587470388660952|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|3.197427760772979|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.001149501763882134|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Area|Constructed area [Mm²]||1|10.259999999999998|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Area|Heated area [Mm²]||0|10.328591999999997|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Area|Cooled area [Mm²]||0|0.14452199999999998|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.15802726146220566|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Area|Number of buildings [Mil.]||0|0.08|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.12468350929368027|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.02623252540272614|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.007111226765799255|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Occupancy|Occupied [Mil.]||0|0.1328022525903043|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Occupancy|Vacant [Mil.]||0|0.015960753407682774|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.009264255464218604|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Construction features (U-values)|Walls ||0|0.25|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Construction features (U-values)|Windows ||0|1.2|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Construction features (U-values)|Roof ||0|0.2|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|BUILDING|Construction features (U-values)|Floor ||0|0.3|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|WALLS|construction material|brick||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|WALLS|construction methodology|honeycomb bricks / hollow blocks wall||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|WALLS|construction methodology||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|WINDOWS|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|WINDOWS|construction methodology|double glazing||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|WINDOWS|construction methodology||low-e|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ROOF|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ROOF|construction material|flat roof||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ROOF|construction material||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|FLOOR|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|FLOOR|construction methodology||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|110.52735947149789|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|21.537233898824535|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||1|13.68|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|133.00862438800056|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|3.262890935671917|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|22.581576000000002|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|1.2606488008184369|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.003112604117525919|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|1.075478783544907|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Post 2010|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0004715595238051767|TWh/year|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses||BUILDING|Area|Number of dwellings/units [Mil.]||0|0.78804453194671|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses||BUILDING|Area|Number of buildings [Mil.]||0|0.255|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses||BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.6217671357059542|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses||BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.13081539230315387|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses||BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.035462003937601946|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses||BUILDING|Occupancy|Occupied [Mil.]||0|1.394486692015209|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Area|Constructed area [Mm²]||0|0.5700000000000016|Mm²|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Area|Heated area [Mm²]||0|2.1482940000000013|Mm²|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Area|Cooled area [Mm²]||0|0.005301000000000002|Mm²|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.011528677248677281|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Area|Number of buildings [Mil.]||0|0.003|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.009096126349206375|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.0019137604232804287|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.0005187904761904777|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Occupancy|Occupied [Mil.]||0|0.00990562014965284|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Occupancy|Vacant [Mil.]||0|0.0011643964021164055|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.0004586606969080348|1e6 dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Construction features (U-values)|Walls ||0|1.3439999999999999|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Construction features (U-values)|Windows ||0|2.7|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Construction features (U-values)|Roof ||0|0.9099999999999999|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|BUILDING|Construction features (U-values)|Floor ||0|0.8400000000000001|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|WALLS|construction material|brick||0|1|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|WALLS|construction methodology|solid wall||0|1|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|WINDOWS|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|ROOF|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|ROOF|construction material|tilted roof||0|1|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|FLOOR|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|FLOOR|construction methodology|concrete slab||0|0.5|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|FLOOR|construction methodology|other||0|0.5|dimensionless|
Czech Republic|cz|Residential sector|Multifamily houses|Multifamily houses|Before 1945|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|123.82165162700112|kWh/m²/year|
