timestep,year,month,day,hour,Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Diffuse Solar Radiation Rate per Area(Environment),Site Direct Solar Radiation Rate per Area(Environment),Site Rain Status(Environment),Environmental Impact Total CO2 Emissions Carbon Equivalent Mass(Site),Facility Net Purchased Electricity Rate(Whole Building),Zone Operative Temperature(Living),Zone Air Temperature(Living),Zone Operative Temperature(Bedroom),Zone Air Temperature(Bedroom),Zone Air Relative Humidity(Living),Zone Air Relative Humidity(Bedroom),Zone Air CO2 Concentration(Living),Zone Air CO2 Concentration(Bedroom),Zone People Occupant Count(Living),Zone People Occupant Count(Bedroom),Schedule Value(Living-Thermostat Dual SP Control-HEATING-EXT),Schedule Value(Bedroom-Thermostat Dual SP Control-HEATING-EXT),Zone Ventilation Air Change Rate(Living),Zone Ventilation Air Change Rate(Bedroom),Schedule Value(Living-Ventilation-EXT),Schedule Value(Bedroom-Ventilation-EXT),Schedule Value(1 Hour Temperature Forecast Schedule),Living-Ventilation-EXT,Bedroom-Ventilation-EXT,Living-Thermostat Dual SP Control-HEATING-EXT,Bedroom-Thermostat Dual SP Control-HEATING-EXT,time (seconds),reward,emissions,reward_emissions,abs_comfort,reward_comfort,abs_air_quality,reward_air_quality,done
0,2022.0,1.0,1.0,0.0,12.39,90.0,5.93,0.0,0.0,0.0,0.0,0.0,20.035376,20.344063,20.018188,20.216679,54.98376,54.54019,482.02533,558.87665,0.0,2.0,20.0,20.0,0.0,0.0,0.0,0.0,12.53,,,,,0,,,,,False
1,2022.0,1.0,1.0,0.0,12.348333,90.166664,5.8,0.0,0.0,0.0,0.0,0.0,19.636791,19.575953,19.694637,19.591854,57.990253,56.751656,496.0105,540.55835,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.66,0.0,0.0,12.0,12.0,600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
2,2022.0,1.0,1.0,0.0,12.306666,90.333336,5.67,0.0,0.0,0.0,0.0,0.0,19.38029,19.208519,19.6332,19.556967,59.51364,56.911194,503.65332,533.30615,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,12.68,0.0,0.0,12.0,12.0,1200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
3,2022.0,1.0,1.0,0.0,12.265,90.5,5.54,0.0,0.0,0.0,0.0,0.0,19.273842,19.102509,19.58612,19.510523,59.941063,57.096027,504.72424,534.4214,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,12.71,0.0,0.0,12.0,12.0,1800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
4,2022.0,1.0,1.0,0.0,12.223333,90.666664,5.41,0.0,0.0,0.0,0.0,0.0,19.1914,19.021904,19.541115,19.466146,60.26011,57.260864,505.7373,535.49097,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,12.0,12.0,2400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
5,2022.0,1.0,1.0,0.0,12.181666,90.833336,5.28,0.0,0.0,0.0,0.0,0.0,19.119862,18.952257,19.50057,19.426151,60.527046,57.399887,506.69354,536.52496,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,12.75,0.0,0.0,12.0,12.0,3000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
6,2022.0,1.0,1.0,1.0,12.14,91.0,5.15,0.0,0.0,0.0,0.0,0.0,19.055763,18.890005,19.463083,19.389187,60.757187,57.519814,507.6002,537.53015,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,12.78,0.0,0.0,12.0,12.0,3600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
7,2022.0,1.0,1.0,1.0,12.226666,91.0,5.2066665,0.0,0.0,0.0,0.0,0.0,18.966042,18.774786,19.450592,19.397379,60.94898,57.49262,492.31113,560.98865,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,12.0,12.0,4200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8,2022.0,1.0,1.0,1.0,12.3133335,91.0,5.2633333,0.0,0.0,0.0,0.0,0.0,18.905416,18.718187,19.425648,19.373737,61.020588,57.640133,479.73477,580.0801,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,12.0,12.0,4800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
9,2022.0,1.0,1.0,1.0,12.4,91.0,5.32,0.0,0.0,0.0,0.0,0.0,18.85398,18.67134,19.400383,19.34974,61.140213,57.839054,469.36453,595.6389,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,12.0,12.0,5400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
10,2022.0,1.0,1.0,1.0,12.486667,91.0,5.3766665,0.0,0.0,0.0,0.0,0.0,18.807467,18.629383,19.376696,19.327297,61.312176,58.073746,460.80762,608.322,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,12.0,12.0,6000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
11,2022.0,1.0,1.0,1.0,12.573334,91.0,5.4333334,0.0,0.0,0.0,0.0,0.0,18.76488,18.591265,19.354486,19.306316,61.528713,58.33736,453.7435,618.6622,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,12.0,12.0,6600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
12,2022.0,1.0,1.0,2.0,12.66,91.0,5.49,0.0,0.0,0.0,0.0,0.0,18.725586,18.556355,19.3337,19.286749,61.782505,58.624184,447.90942,627.0926,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.78,0.0,0.0,12.0,12.0,7200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
13,2022.0,1.0,1.0,2.0,12.683333,91.166664,5.5916667,0.0,0.0,0.0,0.0,0.0,18.684622,18.516998,19.310863,19.263897,62.071007,58.922142,443.06924,633.7819,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.78,0.0,0.0,12.0,12.0,7800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
14,2022.0,1.0,1.0,2.0,12.706667,91.333336,5.693333,0.0,0.0,0.0,0.0,0.0,18.6449,18.478743,19.288223,19.241222,62.369762,59.218586,439.05676,639.04675,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,12.0,12.0,8400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
15,2022.0,1.0,1.0,2.0,12.73,91.5,5.795,0.0,0.0,0.0,0.0,0.0,18.606766,18.442026,19.265945,19.218903,62.674904,59.51321,435.7324,643.1443,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.83,0.0,0.0,12.0,12.0,9000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
16,2022.0,1.0,1.0,2.0,12.753333,91.666664,5.8966665,0.0,0.0,0.0,0.0,0.0,18.57014,18.40677,19.243965,19.196869,62.98489,59.806553,432.97974,646.2863,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.85,0.0,0.0,12.0,12.0,9600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
17,2022.0,1.0,1.0,2.0,12.776667,91.833336,5.9983335,0.0,0.0,0.0,0.0,0.0,18.534903,18.372864,19.222227,19.175072,63.298634,60.099037,430.70184,648.64734,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.87,0.0,0.0,12.0,12.0,10200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
18,2022.0,1.0,1.0,3.0,12.8,92.0,6.1,0.0,0.0,0.0,0.0,0.0,18.50093,18.340185,19.200697,19.153477,63.615303,60.39098,428.81796,650.3708,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,12.0,12.0,10800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
19,2022.0,1.0,1.0,3.0,12.796667,92.166664,6.088333,0.0,0.0,0.0,0.0,0.0,18.468895,18.309467,19.180962,19.133928,63.90837,60.652496,427.2679,651.8205,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,12.0,12.0,11400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
20,2022.0,1.0,1.0,3.0,12.793333,92.333336,6.076667,0.0,0.0,0.0,0.0,0.0,18.437977,18.279821,19.16176,19.114906,64.18593,60.895256,425.99213,653.0465,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,12.0,12.0,12000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
21,2022.0,1.0,1.0,3.0,12.79,92.5,6.065,0.0,0.0,0.0,0.0,0.0,18.408062,18.251131,19.14303,19.096354,64.450485,61.12272,424.94174,654.0912,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,12.0,12.0,12600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
22,2022.0,1.0,1.0,3.0,12.786667,92.666664,6.0533333,0.0,0.0,0.0,0.0,0.0,18.379055,18.223305,19.124752,19.07825,64.70408,61.337543,424.0766,654.9888,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,12.0,12.0,13200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
23,2022.0,1.0,1.0,3.0,12.783334,92.833336,6.0416665,0.0,0.0,0.0,0.0,0.0,18.350876,18.196262,19.106901,19.06058,64.94842,61.541927,423.36386,655.7669,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,12.0,12.0,13800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
24,2022.0,1.0,1.0,4.0,12.78,93.0,6.03,0.0,0.0,0.0,0.0,0.0,18.323444,18.16993,19.08945,19.043308,65.18492,61.73769,422.7765,656.44794,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,12.0,12.0,14400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
25,2022.0,1.0,1.0,4.0,12.803333,92.666664,6.105,0.0,0.0,0.0,0.0,0.0,18.297611,18.145369,19.07321,19.027334,65.3677,61.879433,422.29068,656.8634,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,12.0,12.0,15000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
26,2022.0,1.0,1.0,4.0,12.826667,92.333336,6.18,0.0,0.0,0.0,0.0,0.0,18.27264,18.121672,19.057674,19.012087,65.50917,61.9791,421.889,657.06177,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.91,0.0,0.0,12.0,12.0,15600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
27,2022.0,1.0,1.0,4.0,12.85,92.0,6.255,0.0,0.0,0.0,0.0,0.0,18.248407,18.098688,19.04272,18.997429,65.6162,62.044285,421.55707,657.08325,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,12.0,12.0,16200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
28,2022.0,1.0,1.0,4.0,12.873333,91.666664,6.33,0.0,0.0,0.0,0.0,0.0,18.224827,18.07633,19.028305,18.983316,65.69439,62.08095,421.28287,656.96094,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.89,0.0,0.0,12.0,12.0,16800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
29,2022.0,1.0,1.0,4.0,12.896667,91.333336,6.405,0.0,0.0,0.0,0.0,0.0,18.20184,18.054539,18.911472,18.76384,65.74829,62.853508,421.0565,594.8439,0.0,2.0,12.0,12.0,0.0,2.0412502,0.0,1.0,12.89,0.0,1.0,12.0,12.0,17400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
30,2022.0,1.0,1.0,5.0,12.92,91.0,6.48,0.0,0.0,0.0,0.0,0.0,18.179237,18.033133,18.87083,18.724594,65.78228,62.902447,420.86963,559.16907,0.0,2.0,12.0,12.0,0.0,2.0408218,0.0,1.0,12.88,0.0,1.0,12.0,12.0,18000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
31,2022.0,1.0,1.0,5.0,12.92,90.833336,6.5266666,0.0,0.0,0.0,0.0,0.0,18.156187,18.010647,18.842613,18.697012,65.808235,62.900787,420.71558,538.5954,0.0,2.0,12.0,12.0,0.0,2.040631,0.0,1.0,12.87,0.0,1.0,12.0,12.0,18600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
32,2022.0,1.0,1.0,5.0,12.92,90.666664,6.5733333,0.0,0.0,0.0,0.0,0.0,18.133043,17.988066,18.816034,18.671062,65.82503,62.89043,420.58865,526.7196,0.0,2.0,12.0,12.0,0.0,2.0404508,0.0,1.0,12.83,0.0,1.0,12.0,12.0,19200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
33,2022.0,1.0,1.0,5.0,12.92,90.5,6.62,0.0,0.0,0.0,0.0,0.0,18.110035,17.965612,18.791086,18.646704,65.83336,62.872414,420.48407,519.85565,0.0,2.0,12.0,12.0,0.0,2.040281,0.0,1.0,12.79,0.0,1.0,12.0,12.0,19800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
34,2022.0,1.0,1.0,5.0,12.92,90.333336,6.6666665,0.0,0.0,0.0,0.0,0.0,18.087217,17.943336,18.767178,18.623362,65.83436,62.849503,420.39792,515.8785,0.0,2.0,12.0,12.0,0.0,2.0401182,0.0,1.0,12.75,0.0,1.0,12.0,12.0,20400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
35,2022.0,1.0,1.0,5.0,12.92,90.166664,6.713333,0.0,0.0,0.0,0.0,0.0,18.064604,17.921255,18.744192,18.600924,65.82908,62.82245,420.32703,513.5634,0.0,2.0,12.0,12.0,0.0,2.0399616,0.0,1.0,12.71,0.0,1.0,12.0,12.0,21000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
36,2022.0,1.0,1.0,6.0,12.92,90.0,6.76,0.0,0.0,0.0,0.0,0.0,18.0422,17.89937,18.721977,18.579235,65.818436,62.792027,420.26865,512.2049,0.0,2.0,12.0,12.0,0.0,2.03981,0.0,1.0,12.67,0.0,1.0,12.0,12.0,21600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
37,2022.0,1.0,1.0,6.0,12.911667,90.0,6.77,0.0,0.0,0.0,0.21756628,0.0,20.259,21.706785,20.224033,21.17865,51.942314,53.39887,420.2389,510.98697,0.0,2.0,20.0,20.0,0.0,2.0457792,0.0,1.0,12.63,0.0,1.0,20.0,20.0,22200,-6.526988263034358,0.2175662754344786,-6.526988263034358,0.0,-0.0,0.0,-0.0,False
