timestamp,time,region_short,region_full,price
2023-01-01 00:00:00+00:00,00:00,A,Eastern_England,2.99
2023-01-01 00:10:00+00:00,00:10,A,Eastern_England,4.3533333333333335
2023-01-01 00:20:00+00:00,00:20,A,Eastern_England,5.716666666666667
2023-01-01 00:30:00+00:00,00:30,A,Eastern_England,7.08
2023-01-01 00:40:00+00:00,00:40,A,Eastern_England,7.3
2023-01-01 00:50:00+00:00,00:50,A,Eastern_England,7.5200000000000005
2023-01-01 01:00:00+00:00,01:00,A,Eastern_England,7.74
2023-01-01 01:10:00+00:00,01:10,A,Eastern_England,5.68
2023-01-01 01:20:00+00:00,01:20,A,Eastern_England,3.62
2023-01-01 01:30:00+00:00,01:30,A,Eastern_England,1.56
2023-01-01 01:40:00+00:00,01:40,A,Eastern_England,2.3666666666666667
2023-01-01 01:50:00+00:00,01:50,A,Eastern_England,3.1733333333333333
2023-01-01 02:00:00+00:00,02:00,A,Eastern_England,3.98
2023-01-01 02:10:00+00:00,02:10,A,Eastern_England,3.21
2023-01-01 02:20:00+00:00,02:20,A,Eastern_England,2.44
2023-01-01 02:30:00+00:00,02:30,A,Eastern_England,1.67
2023-01-01 02:40:00+00:00,02:40,A,Eastern_England,1.7766666666666666
2023-01-01 02:50:00+00:00,02:50,A,Eastern_England,1.8833333333333333
2023-01-01 03:00:00+00:00,03:00,A,Eastern_England,1.99
2023-01-01 03:10:00+00:00,03:10,A,Eastern_England,1.3266666666666667
2023-01-01 03:20:00+00:00,03:20,A,Eastern_England,0.6633333333333333
2023-01-01 03:30:00+00:00,03:30,A,Eastern_England,0.0
2023-01-01 03:40:00+00:00,03:40,A,Eastern_England,0.52
2023-01-01 03:50:00+00:00,03:50,A,Eastern_England,1.04
2023-01-01 04:00:00+00:00,04:00,A,Eastern_England,1.56
2023-01-01 04:10:00+00:00,04:10,A,Eastern_England,1.04
2023-01-01 04:20:00+00:00,04:20,A,Eastern_England,0.52
2023-01-01 04:30:00+00:00,04:30,A,Eastern_England,0.0
2023-01-01 04:40:00+00:00,04:40,A,Eastern_England,0.22
2023-01-01 04:50:00+00:00,04:50,A,Eastern_England,0.44
2023-01-01 05:00:00+00:00,05:00,A,Eastern_England,0.66
2023-01-01 05:10:00+00:00,05:10,A,Eastern_England,0.6966666666666667
2023-01-01 05:20:00+00:00,05:20,A,Eastern_England,0.7333333333333334
2023-01-01 05:30:00+00:00,05:30,A,Eastern_England,0.77
2023-01-01 05:40:00+00:00,05:40,A,Eastern_England,0.75
2023-01-01 05:50:00+00:00,05:50,A,Eastern_England,0.73
2023-01-01 06:00:00+00:00,06:00,A,Eastern_England,0.71
2023-01-01 06:10:00+00:00,06:10,A,Eastern_England,0.9933333333333334
2023-01-01 06:20:00+00:00,06:20,A,Eastern_England,1.2766666666666668
2023-01-01 06:30:00+00:00,06:30,A,Eastern_England,1.56
2023-01-01 06:40:00+00:00,06:40,A,Eastern_England,1.4866666666666668
2023-01-01 06:50:00+00:00,06:50,A,Eastern_England,1.4133333333333333
2023-01-01 07:00:00+00:00,07:00,A,Eastern_England,1.34
2023-01-01 07:10:00+00:00,07:10,A,Eastern_England,2.5233333333333334
