timestep,year,month,day,hour,Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Diffuse Solar Radiation Rate per Area(Environment),Site Direct Solar Radiation Rate per Area(Environment),Site Rain Status(Environment),Environmental Impact Total CO2 Emissions Carbon Equivalent Mass(Site),Facility Net Purchased Electricity Rate(Whole Building),Zone Operative Temperature(Living),Zone Air Temperature(Living),Zone Operative Temperature(Bedroom),Zone Air Temperature(Bedroom),Zone Air Relative Humidity(Living),Zone Air Relative Humidity(Bedroom),Zone Air CO2 Concentration(Living),Zone Air CO2 Concentration(Bedroom),Zone People Occupant Count(Living),Zone People Occupant Count(Bedroom),Schedule Value(Living-Thermostat Dual SP Control-HEATING-EXT),Schedule Value(Bedroom-Thermostat Dual SP Control-HEATING-EXT),Zone Ventilation Air Change Rate(Living),Zone Ventilation Air Change Rate(Bedroom),Schedule Value(Living-Ventilation-EXT),Schedule Value(Bedroom-Ventilation-EXT),Schedule Value(1 Hour Temperature Forecast Schedule),Living-Ventilation-EXT,Bedroom-Ventilation-EXT,Living-Thermostat Dual SP Control-HEATING-EXT,Bedroom-Thermostat Dual SP Control-HEATING-EXT,time (seconds),reward,emissions,reward_emissions,abs_comfort,reward_comfort,abs_air_quality,reward_air_quality,done
0,2022.0,1.0,1.0,0.0,12.39,90.0,5.93,0.0,0.0,0.0,0.0,0.0,20.021086,20.236416,20.012543,20.178934,57.287975,54.708168,601.7781,649.46533,1.0,2.0,20.0,20.0,0.0,0.0,0.0,0.0,12.53,,,,,0,,,,,False
1,2022.0,1.0,1.0,0.0,12.348333,90.166664,5.8,0.0,0.0,0.0,0.0,0.0,19.720806,19.662374,19.817873,19.801985,59.23265,56.08928,589.8791,665.6781,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.66,0.0,0.0,12.0,12.0,600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
2,2022.0,1.0,1.0,0.0,12.306666,90.333336,5.67,0.0,0.0,0.0,0.0,0.0,19.550682,19.425632,19.767529,19.75416,59.812416,56.32104,568.5133,695.42615,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.68,0.0,0.0,12.0,12.0,1200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
3,2022.0,1.0,1.0,0.0,12.265,90.5,5.54,0.0,0.0,0.0,0.0,0.0,19.47462,19.348856,19.734953,19.721855,59.90991,56.470215,554.4764,715.3115,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.71,0.0,0.0,12.0,12.0,1800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
4,2022.0,1.0,1.0,0.0,12.223333,90.666664,5.41,0.0,0.0,0.0,0.0,0.0,19.414965,19.289738,19.7052,19.692387,59.955704,56.598175,541.8606,733.4203,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,12.0,12.0,2400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
5,2022.0,1.0,1.0,0.0,12.181666,90.833336,5.28,0.0,0.0,0.0,0.0,0.0,19.363243,19.238712,19.678358,19.665794,59.98377,56.706165,530.50775,749.9524,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.75,0.0,0.0,12.0,12.0,3000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
6,2022.0,1.0,1.0,1.0,12.14,91.0,5.15,0.0,0.0,0.0,0.0,0.0,19.316572,19.19276,19.653555,19.641233,60.004036,56.798454,520.282,765.08417,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.78,0.0,0.0,12.0,12.0,3600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
7,2022.0,1.0,1.0,1.0,12.226666,91.0,5.2066665,0.0,0.0,0.0,0.0,0.0,19.27573,19.154003,19.630703,19.618984,59.985317,56.860664,511.01703,778.74164,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,12.0,12.0,4200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8,2022.0,1.0,1.0,1.0,12.3133335,91.0,5.2633333,0.0,0.0,0.0,0.0,0.0,19.238749,19.119143,19.609447,19.598322,59.99785,56.95084,502.61932,791.0676,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,12.0,12.0,4800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
9,2022.0,1.0,1.0,1.0,12.4,91.0,5.32,0.0,0.0,0.0,0.0,0.0,19.20478,19.087282,19.58962,19.579084,60.04104,57.066525,495.0056,802.1914,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,12.0,12.0,5400,-0.021914157896206918,0.0,-0.0,0.0,-0.0,2.1914157896206916,-0.021914157896206918,False
