,case,zones_controlled,name,retrofit_name,installation_cost,mean_emissions,std_emissions,mean_cost,std_cost,mean_comfort,std_comfort,bill_saving,payback,relative_emissions,relative_emissions_std,relative_cost,relative_cost_std
0,0,0,Baseline Manual Control,Baseline,0.0,4.142170772924999,0.7097335960064906,1969.8619672167192,327.3632021117952,15.280251141552512,10.494895803790888,-0.0,,-0.0,17.134339333511143,0.0,16.618585848141283
1,0,1,Baseline One Zone Controlled,Baseline,60.0,3.940203795021092,0.6542927841222537,1875.4696969811619,301.19743932691887,16.66603247082699,10.880495223533684,94.39227023555736,0.6356452689427755,-4.8758727965551145,15.795891091670855,-4.791821549249322,15.290281468426455
2,0,4,Baseline Partial Control,Baseline,240.0,3.5126675686347193,0.400147075514102,1680.2853362934613,183.23593928546612,18.00059191611703,9.487671614924745,289.5766309232579,0.8287961609153591,-15.197422771774205,9.660322991259427,-14.700351382102673,9.301968479769474
3,0,9,Baseline Full Control,Baseline,520.0,2.951908865402867,0.0,1424.324178669931,0.0,11.23097412480974,0.0,545.5377885467883,0.9531878651068036,-28.73522055879958,0.0,-27.694213991937517,0.0
4,1,0,Fabric - Low cost Manual Control,Fabric - Low cost,3800.0,3.965101570256394,0.6786438779051633,1883.209266405954,312.72164355592594,15.432648401826484,10.584444908785834,86.65270081076528,43.853220551065704,-4.274792430722673,16.38377351173134,-4.398922475426014,15.875307445921214
5,1,4,Fabric - Low cost Partial Control,Fabric - Low cost,4040.0,3.3599871731576445,0.3846936009983681,1604.6275479267517,175.91829149688814,19.562616269237274,9.325172910784124,365.2344192899675,11.061389032977631,-18.883422307936726,9.287246279484423,-18.54111736600605,8.930488248648645
6,1,9,Fabric - Low cost Full Control,Fabric - Low cost,4320.0,2.8185103733356867,0.0,1357.4447830778977,0.0,14.866818873668187,0.0,612.4171841388215,7.054014994818877,-31.955717717901035,0.0,-31.089345057213592,0.0
7,2,0,Fabric - Shallow Manual Control,Fabric - Shallow,16000.0,3.273609692209986,0.5562694417135249,1557.3689858084363,256.2177740297114,15.284246575342468,10.609472881160315,412.49298140828296,38.788538765859144,-20.968741472280662,13.429418346282102,-20.940197245957666,13.006889736123473
8,2,4,Fabric - Shallow Partial Control,Fabric - Shallow,16240.0,2.7654256023796027,0.3177171614202816,1321.2811614922452,145.25848361031882,21.834305766954166,8.753522555203052,648.580805724474,25.039285554958244,-33.23728658278389,7.6703057125750815,-32.92519052189603,7.374043766912215
9,2,9,Fabric - Shallow Full Control,Fabric - Shallow,16520.0,2.313644126761618,0.0,1113.747554307853,0.0,20.842846270928465,0.0,856.1144129088661,19.296486253360815,-44.144163686234606,0.0,-43.46062958505146,0.0
