,year,case,rep,zones_controlled,onoffseed,tempseed,cost,cumulative_emissions,comfort_violation (%),mean_comfort_violation,std_comfort_violation,building_cost,sensing_cost,control_names,retrofit_name,installation_cost,name
29,2023,2,0,0,10,42,783.4802723636448,2.691895584980932,29.948630136986303,1.1459064707946818,3.002399938058429,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
30,2023,2,0,9,10,30,673.6820412490923,2.31278983823294,22.054794520547947,0.2048794898351153,0.7443444637835733,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
31,2023,10,0,0,15,15,1598.5737524849656,1.0500567643545302,17.210806697108065,0.7569373720283952,2.6015817914290618,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
32,2023,3,0,4,15,15,392.1543514941923,0.9544138740244567,15.89992389649924,0.436740449882508,1.6242320903636858,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
33,2022,5,0,9,5,15,2502.477687616278,1.2611248380994653,11.459284627092844,0.0361612661110965,0.2379094952872463,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
34,2023,5,0,9,10,42,1778.0796200830491,1.1325225844710416,13.131659056316591,0.0318824727693292,0.2059401250908944,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
35,2022,3,0,0,15,30,655.250654797708,0.9698494163466624,12.692161339421611,0.2499001539759205,1.276540562948368,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
36,2022,4,0,0,15,30,554.107018941704,0.7667988571607799,16.948249619482496,0.4496376903022263,1.8686696282464412,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
37,2022,5,0,0,15,30,2664.6152332978077,1.3820215522366033,25.33485540334856,1.3721733478051543,3.573882451485156,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
38,2022,5,0,9,10,42,2502.477687616278,1.2611248380994653,11.459284627092844,0.0361612661110965,0.2379094952872463,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
39,2023,0,0,4,10,42,907.5690937174265,3.1099167334672804,28.563546423135467,0.9729040150394586,2.561398091710694,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
40,2023,4,0,9,10,15,274.6278362487608,0.5369408926290927,33.525494672754945,1.399489318023038,3.258316557993148,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
41,2022,3,0,0,15,15,778.9462373127141,1.271734099878066,4.550989345509893,0.1333676268641939,1.0707756801288049,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
42,2023,5,0,4,15,42,1764.984486536304,1.1558420468499508,32.231735159817354,1.185771892636552,2.851506194654698,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
43,2022,3,0,0,10,42,608.5647994035504,0.8514735181432177,38.78805175038052,0.529024139707775,1.399683820191203,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
44,2022,10,0,9,5,30,1645.1212636691998,0.815310919877461,12.201293759512938,0.0404786324133178,0.2422128096481471,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
45,2022,2,0,0,10,30,1450.4216329977387,3.0458478422496507,19.375951293759517,0.8257916595529049,2.466900847254858,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
46,2022,1,0,0,15,30,1674.6069710779702,3.5245351026609573,23.559741248097414,1.2920564373114307,3.4079937530185918,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
47,2023,10,0,9,15,42,1219.14854652609,0.7757310963240305,13.276255707762555,0.0297820387902886,0.1804454061982691,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
48,2023,0,0,4,15,42,891.6147712320147,3.05533294577312,31.95395738203957,1.2401007726302864,2.957880692461412,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
49,2022,1,0,4,15,30,1488.974689516497,3.1104774597769245,26.74086757990868,0.993398658345152,2.5790633826883567,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
50,2022,3,0,4,10,42,565.6352691440745,0.7699081590796722,34.0810502283105,0.662576963113938,1.8083883992819652,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
51,2023,1,0,0,10,30,1066.6320170159938,3.70089503344988,20.14840182648402,1.040594256310417,2.9396770929220755,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
52,2022,10,0,0,10,15,2619.1807884127097,1.3435688494656184,15.393835616438356,0.629479177930131,2.2351641890725764,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
53,2023,14,0,9,15,30,90.78400535650216,0.0591682811242529,33.90981735159818,1.3568531109226594,3.139687987881909,,520,Full Control,,,
54,2022,10,0,9,15,42,1645.1212636691998,0.815310919877461,12.201293759512938,0.0404786324133178,0.2422128096481471,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
55,2022,14,0,4,15,42,177.1746896731035,0.08824995151498759,33.33713850837138,1.0825015661097304,2.675078387523547,,240,Partial Control,,,
56,2022,14,0,4,15,30,184.82911865052648,0.0925465581473528,26.04642313546423,0.9180507849281148,2.5127578839233613,,240,Partial Control,,,
57,2022,5,0,0,15,42,2435.3260084853127,1.263775634141494,33.101217656012174,1.7619373122995954,4.11253500915688,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
58,2023,1,0,9,15,15,824.7464781527486,2.827183471637016,16.040715372907155,0.0774157366420219,0.3650598152729165,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
59,2023,1,0,4,10,42,866.4961399153598,2.9712025506762987,30.506088280060883,0.9708877459968795,2.5258322289961224,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
60,2022,10,0,0,15,30,1903.5950100082005,0.9766192267773625,24.663242009132414,1.335312149389353,3.490031661375144,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
61,2022,0,0,0,10,42,1626.3061822443958,3.391202092922364,27.045281582952818,1.3702427668882438,3.5625114868362404,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
62,2022,1,0,0,10,15,2161.688191639732,4.580835163780176,14.568112633181126,0.5725040760041152,2.062936229168904,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
63,2022,0,0,1,10,42,1566.6474396658846,3.2620728684693527,27.61605783866058,1.3255296123044855,3.441168486226048,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
64,2023,5,0,0,5,30,2356.871959084281,1.5223389067177364,0.4452054794520548,0.0032172005004598,0.0701929047920073,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
65,2022,3,0,9,10,30,542.5037938108381,0.7261856664248787,25.09512937595129,0.7592987898313243,2.1364461455195296,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
66,2022,0,0,1,5,42,1792.6878924427253,3.751795549499783,10.471841704718416,0.0055587968749629,0.0431844483219048,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
67,2023,0,0,9,15,42,864.6438924055233,2.9611804267023922,12.3382800608828,0.0371417608054066,0.2189081993906933,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
68,2022,1,0,0,5,42,1792.1528404571714,3.7545218318782823,10.688736681887368,0.004025834449767,0.0296484904944245,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
69,2023,3,0,4,15,42,335.88189300252816,0.7387490449676838,35.0513698630137,0.7279901690414551,1.9452031651984607,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
70,2023,0,0,1,5,30,1225.601133732353,4.252577751753185,1.0083713850837135,0.0012159916853072,0.0259722691143407,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
71,2023,10,0,9,10,42,1219.14854652609,0.7757310963240305,13.276255707762555,0.0297820387902886,0.1804454061982691,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
72,2022,1,0,9,10,42,1357.4447830778977,2.8185103733356867,14.866818873668189,0.0866912260086798,0.4130503253035807,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
73,2023,1,0,0,10,15,1315.5964471653567,4.634166326333303,14.461567732115675,0.5718684209685557,2.001820751557824,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
74,2022,3,0,4,5,30,643.1374075844512,0.9362726554330653,13.226788432267885,0.2096971510173671,0.8830539216030612,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
75,2023,10,0,4,5,30,1544.6266689018908,0.9822053872381478,5.076103500761035,0.0083424994488317,0.0788687467709728,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
76,2022,4,0,9,5,30,456.35629956947645,0.5527303953637003,31.489726027397257,1.417707260201166,3.259381047119996,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
77,2022,3,0,0,5,15,897.2477287217382,1.5009710967496022,0.1293759512937595,0.0008770651812193,0.0322184775716115,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
78,2023,4,0,0,5,30,384.9482598407528,0.9021412443096558,2.4334094368340944,0.0173593529094412,0.1771919524590641,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
79,2022,14,0,0,5,30,355.3374202978771,0.17111649743014254,2.210806697108067,0.0277588609433834,0.3005567680953406,,0,Manual Control,,,
80,2022,5,0,9,10,15,2502.477687616278,1.2611248380994653,11.459284627092844,0.0361612661110965,0.2379094952872463,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
81,2023,3,0,0,5,42,395.1351887247902,0.9293293023580628,35.00380517503805,0.1686344199420018,0.3705812687368364,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
82,2023,2,0,9,5,42,673.6820412490923,2.31278983823294,22.054794520547947,0.2048794898351153,0.7443444637835733,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
83,2022,10,0,4,10,42,1807.3449761251134,0.9025386219997682,27.70357686453577,0.945040947198594,2.5054573671225566,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
84,2022,0,0,9,5,15,1424.324178669931,2.951908865402867,11.23097412480974,0.0433675718519042,0.2600165670250774,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
85,2022,10,0,0,5,42,2319.73270565795,1.154652466366264,10.9265601217656,0.0062722029186788,0.0589083969488446,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
86,2023,4,0,9,15,15,274.6278362487608,0.5369408926290927,33.525494672754945,1.399489318023038,3.258316557993148,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
87,2022,10,0,0,5,15,3192.380457931413,1.596509612004394,0.0114155251141552,6.578947775903553e-05,0.0071388952985049,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
88,2023,2,0,0,5,30,1009.9654947669768,3.5058958633659887,0.0437595129375951,0.0002940209314205,0.0177649332529184,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
89,2023,14,0,4,15,15,114.25030043286368,0.07441929865641655,24.39117199391172,0.872197560927953,2.5169504364111503,,240,Partial Control,,,
90,2023,4,0,9,5,15,274.6278362487608,0.5369408926290927,33.525494672754945,1.399489318023038,3.258316557993148,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
91,2022,14,0,0,5,15,458.00847425766267,0.22168110712484862,1.0007610350076104,0.0140771940374657,0.2022175227479061,,0,Manual Control,,,
92,2022,1,0,0,5,30,2021.539957986339,4.258936270408561,0.0323439878234398,0.000200806867437,0.0155811832167726,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
93,2023,1,0,4,15,30,907.0881399218465,3.129703235069843,27.36491628614916,0.992604269981474,2.556181443605324,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
94,2022,0,0,9,5,30,1424.324178669931,2.951908865402867,11.23097412480974,0.0433675718519042,0.2600165670250774,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
95,2023,0,0,4,15,30,949.1259852174039,3.272154973846921,26.12633181126332,1.0075815119874394,2.604149322911714,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
96,2022,2,0,0,15,42,1242.13775828482,2.5904882445703317,32.009132420091326,1.4567009988431945,3.5253013231561106,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
97,2022,1,0,0,5,42,1792.1528404571714,3.7545218318782823,10.688736681887368,0.004025834449767,0.0296484904944245,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
98,2022,0,0,1,10,15,2105.350782516686,4.447159953271211,15.983637747336378,0.6358951475561709,2.188316971269101,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
99,2022,4,0,0,5,42,572.91186241668,0.7748267647290786,31.149162861491632,0.1977904033110493,0.6314063480999973,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
100,2022,4,0,9,10,15,456.35629956947645,0.5527303953637003,31.489726027397257,1.417707260201166,3.259381047119996,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
101,2022,4,0,9,10,30,456.35629956947645,0.5527303953637003,31.489726027397257,1.417707260201166,3.259381047119996,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
102,2023,0,0,0,10,42,993.2157252213751,3.411617071269099,29.51293759512937,1.3770295034085611,3.5425746150361888,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
103,2022,1,0,9,5,15,1357.4447830778977,2.8185103733356867,14.866818873668189,0.0866912260086798,0.4130503253035807,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
104,2023,0,0,1,10,42,955.174252358924,3.2787731625883123,30.01522070015221,1.3320371381109453,3.4268909544126176,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
105,2022,5,0,0,15,15,3121.0330762914964,1.6110443542119468,17.92427701674277,0.8728451632622215,2.926089520793629,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
106,2023,14,0,4,5,15,189.16605832735607,0.1186359399729565,15.31773211567732,0.3196427691035913,1.204638469492238,,240,Partial Control,,,
107,2022,10,0,0,5,30,2595.382137279345,1.2916348574292074,0.1940639269406392,0.0009312887551358,0.0273807418193356,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
108,2023,3,0,4,5,15,451.4356621484704,1.1502513546604285,9.157153729071538,0.1345847843104078,0.655751594104518,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
109,2023,1,0,4,15,42,851.5257898646452,2.919969212208927,33.56164383561644,1.2295148489755017,2.9140300575679383,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
110,2023,2,0,0,5,42,893.6836859758945,3.0748452052382382,13.875570776255708,0.0059419111013078,0.0385628140737715,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
111,2022,14,0,9,5,42,161.9266145924592,0.07983626945682257,31.974885844748854,1.3666098566281732,3.1313373171230023,,520,Full Control,,,
112,2023,2,0,4,5,42,776.0578657887153,2.6684950588849428,19.51864535768645,0.081165291027905,0.3566762014685232,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
113,2022,10,0,0,10,30,2190.5740075752296,1.1170974834762208,20.95319634703196,1.086394647916829,3.046207549147354,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
114,2022,5,0,4,10,30,2794.3837843330416,1.4182835534681326,22.005327245053277,0.7706436601051141,2.201534957064136,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
115,2022,4,0,0,5,30,633.3717149032858,0.9177512604924012,2.6426940639269407,0.0363167452697214,0.3730180598499927,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
116,2023,14,0,9,10,30,90.78400535650216,0.0591682811242529,33.90981735159818,1.3568531109226594,3.139687987881909,,520,Full Control,,,
117,2022,14,0,4,10,42,186.68025519887158,0.09274406042155675,33.41704718417047,0.9996010265488704,2.472725912535648,,240,Partial Control,,,
118,2023,14,0,9,5,42,90.78400535650216,0.0591682811242529,33.90981735159818,1.3568531109226594,3.139687987881909,,520,Full Control,,,
119,2023,1,0,4,5,30,1028.9591299667873,3.5597177209174204,6.773211567732115,0.0226511841838432,0.1485281462954067,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
120,2022,0,0,9,15,15,1424.324178669931,2.951908865402867,11.23097412480974,0.0433675718519042,0.2600165670250774,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
121,2022,10,0,4,15,30,1808.7743063138205,0.9099536274133089,25.719178082191775,0.9643684846494136,2.528210391597676,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
122,2023,0,0,9,5,15,864.6438924055233,2.9611804267023922,12.3382800608828,0.0371417608054066,0.2189081993906933,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
123,2022,5,0,9,5,42,2502.477687616278,1.2611248380994653,11.459284627092844,0.0361612661110965,0.2379094952872463,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
124,2022,4,0,0,10,30,570.7868724321515,0.7994370928504706,15.34627092846271,0.3574821857564914,1.6023905796082694,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
125,2022,5,0,0,10,42,2639.414963848119,1.3455537156667325,29.151445966514466,1.382179840372472,3.518039865813825,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
126,2022,2,0,9,5,15,1113.747554307853,2.313644126761618,20.842846270928465,0.2165023828333393,0.7844079175542551,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
127,2023,2,0,0,10,15,1092.2690464204443,3.847374219443876,12.203196347031964,0.3573622730739428,1.4892323619233194,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
128,2022,0,0,1,15,30,1674.5998060294235,3.511394523002176,24.39117199391172,1.3365456657768695,3.4812325713930483,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
129,2022,2,0,0,5,15,2075.7658789855964,4.385568473029928,0.0038051750380517,2.8532640128944444e-05,0.0049857903541117,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
130,2023,10,0,0,15,30,1370.97509937942,0.9009767042977443,24.49200913242009,1.3355163107138497,3.4637719134522404,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
131,2023,2,0,4,5,15,973.7370304201552,3.405596553509955,9.19710806697108,0.0513151652901894,0.2759239852325852,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
132,2022,1,0,4,5,42,1560.541754371819,3.261206954621768,13.14117199391172,0.0322935371432817,0.1910581386423582,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
133,2022,5,0,4,5,30,3058.654278790493,1.5434083672593282,4.539573820395739,0.0137374672905636,0.1401330356479418,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
134,2023,3,0,0,5,15,553.5801643484064,1.5002493950875095,0.0171232876712328,5.859665512711054e-05,0.0054350816288592,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
135,2022,10,0,4,15,42,1708.9501166331895,0.8572271775572214,31.00837138508372,1.193272940292831,2.8743483343360223,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
136,2023,10,0,9,15,15,1219.14854652609,0.7757310963240305,13.276255707762555,0.0297820387902886,0.1804454061982691,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
137,2022,0,0,4,5,15,2045.1384442432357,4.303206816385046,4.10958904109589,0.0091251654020364,0.0891635297166381,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
138,2022,1,0,4,10,30,1518.0182937649029,3.171481007324154,23.5882800608828,0.8018654273481526,2.250939066764084,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
139,2022,14,0,9,15,15,161.9266145924592,0.07983626945682257,31.974885844748854,1.3666098566281732,3.1313373171230023,,520,Full Control,,,
140,2023,14,0,4,15,30,109.13176814886276,0.07143942757309749,27.798706240487064,0.9339153901431552,2.5667913058325174,,240,Partial Control,,,
141,2023,14,0,9,10,15,90.78400535650216,0.0591682811242529,33.90981735159818,1.3568531109226594,3.139687987881909,,520,Full Control,,,
142,2022,4,0,9,15,15,456.35629956947645,0.5527303953637003,31.489726027397257,1.417707260201166,3.259381047119996,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
143,2023,1,0,4,10,15,1050.2087045303736,3.665570076621109,19.887747336377476,0.5264349609385603,1.714207234289824,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
144,2023,4,0,0,10,15,406.0685305868124,1.0114819321891075,9.43683409436834,0.2386336514629635,1.1257703745255858,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
145,2023,14,0,9,5,15,90.78400535650216,0.0591682811242529,33.90981735159818,1.3568531109226594,3.139687987881909,,520,Full Control,,,
146,2022,3,0,4,10,15,657.1921015007466,1.000482266177339,15.353881278538816,0.3631551524328392,1.4896398050840445,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
147,2023,0,0,9,5,42,864.6438924055233,2.9611804267023922,12.3382800608828,0.0371417608054066,0.2189081993906933,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
148,2022,1,0,9,5,30,1357.4447830778977,2.8185103733356867,14.866818873668189,0.0866912260086798,0.4130503253035807,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
149,2023,0,0,0,10,30,1113.3567807974,3.8610137889900753,20.2130898021309,1.0760923733269532,3.0259644830531007,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
150,2022,14,0,9,10,42,161.9266145924592,0.07983626945682257,31.974885844748854,1.3666098566281732,3.1313373171230023,,520,Full Control,,,
151,2022,2,0,9,10,30,1113.747554307853,2.313644126761618,20.842846270928465,0.2165023828333393,0.7844079175542551,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
152,2023,10,0,0,5,42,1573.3876870931622,1.0048836865305677,12.65220700152207,0.0060085947425779,0.0428448183474321,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
153,2022,1,0,9,15,15,1357.4447830778977,2.8185103733356867,14.866818873668189,0.0866912260086798,0.4130503253035807,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
154,2022,5,0,9,15,15,2502.477687616278,1.2611248380994653,11.459284627092844,0.0361612661110965,0.2379094952872463,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
155,2022,3,0,4,15,30,589.4180716450588,0.8312184523773739,20.9265601217656,0.525749948496179,1.8190936211425397,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
156,2022,0,0,0,15,15,2161.1932945117833,4.578440474160182,16.270928462709286,0.7024911886060979,2.400962010046647,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
157,2023,14,0,4,10,15,128.40588691876354,0.08218043978398293,23.76522070015221,0.773602734386017,2.27411875060695,,240,Partial Control,,,
158,2023,4,0,9,10,30,274.6278362487608,0.5369408926290927,33.525494672754945,1.399489318023038,3.258316557993148,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
159,2022,10,0,9,5,15,1645.1212636691998,0.815310919877461,12.201293759512938,0.0404786324133178,0.2422128096481471,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
