,year,case,rep,zones_controlled,onoffseed,tempseed,cost,cumulative_emissions,comfort_violation (%),mean_comfort_violation,std_comfort_violation,building_cost,sensing_cost,control_names,retrofit_name,installation_cost,name
13,2023,10,0,4,10,15,1611.9552126960893,1.0185596307496965,18.837519025875192,0.5101057388205389,1.6887297204941072,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
14,2022,2,0,4,5,15,1608.726381403318,3.38596413125798,8.624429223744293,0.0544988510308747,0.2995252042006876,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
15,2023,0,0,1,15,15,1230.361704309118,4.3262302417653125,17.840563165905632,0.7576330775170738,2.4591489268307045,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
16,2022,1,0,9,15,30,1357.4447830778977,2.8185103733356867,14.866818873668189,0.0866912260086798,0.4130503253035807,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
17,2023,14,0,0,5,15,340.23215252144183,0.2146988877448871,0.3881278538812785,0.0019173651150468,0.0496853795556262,,0,Manual Control,,,
18,2022,1,0,0,5,15,2526.788135298737,5.349290235643997,0.0057077625570776,4.377167702837994e-05,0.0071104685610019,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
19,2022,3,0,0,15,42,595.8846685641623,0.8275788136408813,38.59589041095891,0.6031168784744845,1.6624993491694056,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
20,2022,4,0,4,5,30,548.4654797790455,0.7463619305676796,19.24467275494673,0.4386707195944312,1.536958519331367,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
21,2023,4,0,4,5,42,310.3570003629579,0.6520171545313673,32.30593607305936,0.6137703348458862,1.6828922761348843,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
22,2023,1,0,4,5,15,1189.1321361614303,4.159165756833499,6.27283105022831,0.0172913943742879,0.1240781129004911,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
23,2023,3,0,9,15,30,325.10305664309874,0.7053262986897975,26.162480974124808,0.7683647787210143,2.1663479660135327,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
24,2022,3,0,0,10,30,671.8189839823456,1.001291816706713,11.61910197869102,0.2023553156967706,1.0294929284993268,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
25,2023,0,0,1,10,15,1279.8881249679093,4.497246853188011,15.783866057838662,0.6364265414042698,2.136552766054189,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
26,2022,5,0,0,5,30,3421.033838574675,1.7196105337528627,0.5041856925418569,0.0055858648909288,0.1174418141685527,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
27,2023,0,0,4,5,42,999.1431044023603,3.4336433047999995,12.659817351598171,0.0139049369417511,0.0924101916761501,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
28,2022,2,0,0,15,30,1393.1910877222306,2.92896662173936,22.59322678843227,1.0039837750484997,2.8044145947877084,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
