episode_num,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,-498595.66436969815,-9.486218880702019,3772.695401442346,0.07177883183870522,-425.2778040125414,-0.008091282420329936,-113180.8620432704,-2.1533649551611567,-384989.52452241525,-7.3247626431205335,14.05441400304414,0.008091282420329936,0.07193456386361309,38498952.45224153,732.4762643120536,805.034645125556,425.2778040125414,52560,31536000
