Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,4.239113E+03,0.000000E+00,1.438015E-01,0.000000E+00,5.688617E+03,0.000000E+00,1.957075E-01,0.000000E+00
00:20:00,4.238339E+03,0.000000E+00,1.437736E-01,0.000000E+00,5.688717E+03,0.000000E+00,1.957114E-01,0.000000E+00
00:30:00,4.237673E+03,0.000000E+00,1.437496E-01,0.000000E+00,5.688807E+03,0.000000E+00,1.957148E-01,0.000000E+00
00:40:00,4.237098E+03,0.000000E+00,1.437289E-01,0.000000E+00,5.688890E+03,0.000000E+00,1.957180E-01,0.000000E+00
00:50:00,4.236595E+03,0.000000E+00,1.437107E-01,0.000000E+00,5.688967E+03,0.000000E+00,1.957209E-01,0.000000E+00
01:00:00,4.236152E+03,0.000000E+00,1.436948E-01,0.000000E+00,5.689038E+03,0.000000E+00,1.957236E-01,0.000000E+00
01:10:00,4.235758E+03,0.000000E+00,1.436806E-01,0.000000E+00,5.689105E+03,0.000000E+00,1.957261E-01,0.000000E+00
01:20:00,4.235405E+03,0.000000E+00,1.436679E-01,0.000000E+00,5.689168E+03,0.000000E+00,1.957285E-01,0.000000E+00
01:30:00,4.235086E+03,0.000000E+00,1.436564E-01,0.000000E+00,5.689227E+03,0.000000E+00,1.957308E-01,0.000000E+00
01:40:00,4.234796E+03,0.000000E+00,1.436460E-01,0.000000E+00,5.689284E+03,0.000000E+00,1.957329E-01,0.000000E+00
01:50:00,4.234529E+03,0.000000E+00,1.436364E-01,0.000000E+00,5.689339E+03,0.000000E+00,1.957350E-01,0.000000E+00
02:00:00,4.234281E+03,0.000000E+00,1.436275E-01,0.000000E+00,5.689391E+03,0.000000E+00,1.957369E-01,0.000000E+00
02:10:00,4.234051E+03,0.000000E+00,1.436192E-01,0.000000E+00,5.689441E+03,0.000000E+00,1.957388E-01,0.000000E+00
02:20:00,4.233835E+03,0.000000E+00,1.436115E-01,0.000000E+00,5.689489E+03,0.000000E+00,1.957407E-01,0.000000E+00
02:30:00,4.233632E+03,0.000000E+00,1.436042E-01,0.000000E+00,5.689536E+03,0.000000E+00,1.957424E-01,0.000000E+00
02:40:00,4.233439E+03,0.000000E+00,1.435973E-01,0.000000E+00,5.689581E+03,0.000000E+00,1.957441E-01,0.000000E+00
02:50:00,4.233255E+03,0.000000E+00,1.435907E-01,0.000000E+00,5.689625E+03,0.000000E+00,1.957458E-01,0.000000E+00
03:00:00,4.233080E+03,0.000000E+00,1.435844E-01,0.000000E+00,5.689668E+03,0.000000E+00,1.957474E-01,0.000000E+00
03:10:00,4.232912E+03,0.000000E+00,1.435784E-01,0.000000E+00,5.689709E+03,0.000000E+00,1.957489E-01,0.000000E+00
03:20:00,4.232750E+03,0.000000E+00,1.435726E-01,0.000000E+00,5.689749E+03,0.000000E+00,1.957504E-01,0.000000E+00
03:30:00,4.232594E+03,0.000000E+00,1.435670E-01,0.000000E+00,5.689788E+03,0.000000E+00,1.957519E-01,0.000000E+00
03:40:00,4.232443E+03,0.000000E+00,1.435616E-01,0.000000E+00,5.689826E+03,0.000000E+00,1.957533E-01,0.000000E+00
03:50:00,4.232297E+03,0.000000E+00,1.435563E-01,0.000000E+00,5.689863E+03,0.000000E+00,1.957547E-01,0.000000E+00
04:00:00,4.232155E+03,0.000000E+00,1.435513E-01,0.000000E+00,5.689899E+03,0.000000E+00,1.957561E-01,0.000000E+00
04:10:00,4.232017E+03,0.000000E+00,1.435463E-01,0.000000E+00,5.689934E+03,0.000000E+00,1.957574E-01,0.000000E+00
04:20:00,4.231883E+03,0.000000E+00,1.435415E-01,0.000000E+00,5.689968E+03,0.000000E+00,1.957587E-01,0.000000E+00
04:30:00,4.231752E+03,0.000000E+00,1.435368E-01,0.000000E+00,5.690002E+03,0.000000E+00,1.957600E-01,0.000000E+00
04:40:00,4.231625E+03,0.000000E+00,1.435323E-01,0.000000E+00,5.690034E+03,0.000000E+00,1.957612E-01,0.000000E+00
04:50:00,4.231500E+03,0.000000E+00,1.435278E-01,0.000000E+00,5.690066E+03,0.000000E+00,1.957624E-01,0.000000E+00
05:00:00,4.231379E+03,0.000000E+00,1.435235E-01,0.000000E+00,5.690097E+03,0.000000E+00,1.957636E-01,0.000000E+00
05:10:00,4.231260E+03,0.000000E+00,1.435192E-01,0.000000E+00,5.690128E+03,0.000000E+00,1.957647E-01,0.000000E+00
05:20:00,4.231144E+03,0.000000E+00,1.435150E-01,0.000000E+00,5.690158E+03,0.000000E+00,1.957658E-01,0.000000E+00
05:30:00,4.231030E+03,0.000000E+00,1.435110E-01,0.000000E+00,5.690187E+03,0.000000E+00,1.957669E-01,0.000000E+00
05:40:00,4.230919E+03,0.000000E+00,1.435070E-01,0.000000E+00,5.690215E+03,0.000000E+00,1.957680E-01,0.000000E+00
05:50:00,4.230811E+03,0.000000E+00,1.435031E-01,0.000000E+00,5.690243E+03,0.000000E+00,1.957690E-01,0.000000E+00
06:00:00,4.230704E+03,0.000000E+00,1.434993E-01,0.000000E+00,5.690270E+03,0.000000E+00,1.957701E-01,0.000000E+00
