episode_num,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,-52307.09042997335,-0.995188174086251,1671.6965569114438,0.031805490047782416,-2155.16222747869,-0.041003847554769594,-50150.89670734332,-0.9541647014334727,-1.0314951513463644,-1.962509800887299e-05,3.824200913242009,0.041003847554769594,0.3195409360281873,103.14951513463643,0.001962509800887299,0.1278833207324903,2155.16222747869,52560,31536000
