timestep,year,month,day,hour,Site Outdoor Air Drybulb Temperature(Environment),Environmental Impact Total CO2 Emissions Carbon Equivalent Mass(Site),Facility Net Purchased Electricity Rate(Whole Building),Zone Operative Temperature(Living),Zone Air Temperature(Living),Zone Operative Temperature(Bedroom),Zone Air Temperature(Bedroom),Schedule Value(Main Hot Water Loop Temp Manager-EXT),Zone Air CO2 Concentration(Living),Zone Air CO2 Concentration(Bedroom),Zone People Occupant Count(Living),Zone People Occupant Count(Bedroom),Schedule Value(Living-Thermostat Dual SP Control-HEATING-EXT),Schedule Value(Bedroom-Thermostat Dual SP Control-HEATING-EXT),Zone Ventilation Air Change Rate(Living),Zone Ventilation Air Change Rate(Bedroom),Schedule Value(Living-Ventilation-EXT),Schedule Value(Bedroom-Ventilation-EXT),Schedule Value(1 Hour Temperature Forecast Schedule),Schedule Value(0 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(0 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(1 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(1 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(2 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(2 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(3 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(3 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(4 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(4 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(5 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(5 Hour Bedroom Comfort Temperature Forecast Schedule),Living-Ventilation-EXT,Bedroom-Ventilation-EXT,Main Hot Water Loop Temp Manager-EXT,Living-Thermostat Dual SP Control-HEATING-EXT,Bedroom-Thermostat Dual SP Control-HEATING-EXT,time (seconds),reward,emissions,reward_emissions,abs_comfort,reward_comfort,abs_air_quality,reward_air_quality,done
0,2022.0,1.0,1.0,0.0,12.39,0.0,0.0,20.030003,20.349339,20.016914,20.220743,80.0,536.1163,612.689,1.0,2.0,20.0,20.0,0.0,0.0,0.0,0.0,12.6,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,,,,,,0,,,,,False
1,2022.0,1.0,1.0,0.0,12.348333,0.0,0.0,19.628721,19.583128,19.758314,19.719889,85.0,525.624,623.87866,0.0,2.0,19.054012,19.001528,0.0,0.0,0.0,0.0,12.23,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,19.05401200056076,19.00152713060379,600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
2,2022.0,1.0,1.0,0.0,12.306666,0.0,0.0,19.37884,19.2306,19.688457,19.65151,85.0,505.84583,645.6328,0.0,2.0,18.147118,18.00392,0.0,0.0,0.0,0.0,12.31,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,18.14711833000183,18.00391948223114,1200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
3,2022.0,1.0,1.0,0.0,12.265,0.0,0.0,19.277279,19.12856,19.645338,19.608873,85.0,494.04276,658.96606,0.0,2.0,17.300377,17.008026,0.0,0.0,0.0,0.0,12.4,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,17.30037659406662,17.008026361465454,1800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
4,2022.0,1.0,1.0,0.0,12.223333,0.0,0.0,19.196722,19.049042,19.605923,19.569899,85.0,483.9445,670.61816,0.0,2.0,16.621744,16.012959,0.0,0.0,0.0,0.0,12.49,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,16.62174344062805,16.012959420680996,2400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
5,2022.0,1.0,1.0,0.0,12.181666,0.0,0.0,19.126623,18.980145,19.570433,19.534798,85.0,475.28845,680.85425,0.0,2.0,16.119375,15.019671,0.0,0.0,0.0,0.0,12.57,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,16.119374692440033,15.019671142101288,3000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
6,2022.0,1.0,1.0,1.0,12.14,0.0,0.0,19.063707,18.918467,19.537704,19.502441,85.0,467.85794,689.8959,0.0,2.0,15.777381,14.0290985,0.0,0.0,0.0,0.0,12.66,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.777380973100659,14.029098749160768,3600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
7,2022.0,1.0,1.0,1.0,12.226666,0.0,0.0,19.00879,18.866993,19.50784,19.473558,85.0,461.4391,697.6671,0.0,2.0,15.551816,13.044658,0.0,0.0,0.0,0.0,12.68,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.551815554499624,13.044658124446872,4200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8,2022.0,1.0,1.0,1.0,12.3133335,0.0,0.0,18.959175,18.820875,19.48022,19.446903,85.0,455.8906,704.3462,0.0,2.0,15.384791,12.068892,0.0,0.0,0.0,0.0,12.71,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.384791299700732,12.068891346454622,4800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
9,2022.0,1.0,1.0,1.0,12.4,0.0,0.0,18.913685,18.77885,19.454582,19.42222,85.0,451.09235,710.0869,0.0,2.0,15.25477,12.0,0.0,0.0,0.0,0.0,12.73,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.254770293831818,12.0,5400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
10,2022.0,1.0,1.0,1.0,12.486667,0.0,0.0,18.871708,18.7403,19.430733,19.399313,85.0,446.94138,715.02106,0.0,2.0,15.1031065,12.0,0.0,0.0,0.0,0.0,12.75,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.103106588125224,12.0,6000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
11,2022.0,1.0,1.0,1.0,12.573334,0.0,0.0,18.832802,18.704767,19.408503,19.378017,85.0,443.34915,719.2617,0.0,2.0,14.961201,12.0,0.0,0.0,0.0,0.0,12.78,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.96120110154151,12.0,6600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
12,2022.0,1.0,1.0,2.0,12.66,0.0,0.0,18.796583,18.671867,19.387741,19.358185,85.0,440.23953,722.90576,0.0,2.0,14.844844,12.0,0.0,0.0,0.0,0.0,12.8,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.84484399110078,12.0,7200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
13,2022.0,1.0,1.0,2.0,12.683333,0.0,0.0,18.758883,18.635344,19.365194,19.335575,85.0,437.53546,725.8317,0.0,2.0,14.763887,12.0,0.0,0.0,0.0,0.0,12.8,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.763887502253047,12.0,7800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
14,2022.0,1.0,1.0,2.0,12.706667,0.0,0.0,18.72219,18.599705,19.342916,19.313215,85.0,435.18546,728.14233,0.0,2.0,14.72182,12.0,0.0,0.0,0.0,0.0,12.79,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.721820138394827,12.0,8400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
15,2022.0,1.0,1.0,2.0,12.73,0.0,0.0,18.686844,18.565369,19.321043,19.291248,85.0,433.14407,729.9229,0.0,2.0,14.7120075,12.0,0.0,0.0,0.0,0.0,12.79,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.712007362395523,12.0,9000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
16,2022.0,1.0,1.0,2.0,12.753333,0.0,0.0,18.652788,18.532295,19.299492,19.269596,85.0,431.37158,731.2473,0.0,2.0,14.689629,12.0,0.0,0.0,0.0,0.0,12.79,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.68962887860834,12.0,9600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
17,2022.0,1.0,1.0,2.0,12.776667,0.0,0.0,18.619928,18.500387,19.278212,19.248205,85.0,429.83328,732.1797,0.0,2.0,14.670194,12.0,0.0,0.0,0.0,0.0,12.78,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.67019366472959,12.0,10200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
18,2022.0,1.0,1.0,3.0,12.8,0.0,0.0,18.588161,18.469545,19.257154,19.227034,85.0,428.49884,732.77563,0.0,2.0,14.652406,12.0,0.0,0.0,0.0,0.0,12.78,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.65240559726953,12.0,10800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
19,2022.0,1.0,1.0,3.0,12.796667,0.0,0.0,18.558184,18.440538,19.23789,19.207888,85.0,427.3471,733.3395,0.0,2.0,14.66465,12.0,0.0,0.0,0.0,0.0,12.8,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.664650374092156,12.0,11400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
20,2022.0,1.0,1.0,3.0,12.793333,0.0,0.0,18.5292,18.412497,19.219173,19.189285,85.0,426.35284,733.87354,0.0,2.0,14.700331,12.0,0.0,0.0,0.0,0.0,12.83,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.70033109281212,12.0,12000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
21,2022.0,1.0,1.0,3.0,12.79,0.0,0.0,18.501106,18.38531,19.200935,19.171162,85.0,425.49426,734.3817,0.0,2.0,14.754864,12.0,0.0,0.0,0.0,0.0,12.85,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.754863564856349,12.0,12600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
22,2022.0,1.0,1.0,3.0,12.786667,0.0,0.0,18.473997,18.359056,19.18322,19.15356,85.0,424.7527,734.8673,0.0,2.0,14.784387,12.0,0.0,0.0,0.0,0.0,12.87,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.784386620856822,12.0,13200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
23,2022.0,1.0,1.0,3.0,12.783334,0.0,0.0,18.447538,18.333435,19.165916,19.136372,85.0,424.11203,735.33307,0.0,2.0,14.80778,12.0,0.0,0.0,0.0,0.0,12.9,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.807780603878198,12.0,13800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
24,2022.0,1.0,1.0,4.0,12.78,0.0,0.0,18.421728,18.308434,19.149014,19.119589,85.0,423.55844,735.7815,0.0,2.0,14.825702,12.0,0.0,0.0,0.0,0.0,12.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.82570179644972,12.0,14400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
25,2022.0,1.0,1.0,4.0,12.803333,0.0,0.0,18.397196,18.284857,19.133263,19.104044,85.0,423.0783,736.02313,0.0,2.0,14.859831,12.0,0.0,0.0,0.0,0.0,12.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.859830570407212,12.0,15000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
26,2022.0,1.0,1.0,4.0,12.826667,0.0,0.0,18.373516,18.262129,19.118244,19.089252,85.0,422.66208,736.0865,0.0,2.0,14.910812,12.0,0.0,0.0,0.0,0.0,12.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.910812762565909,12.0,15600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
27,2022.0,1.0,1.0,4.0,12.85,0.0,0.0,18.35052,18.240065,19.103811,19.075058,85.0,422.30133,735.9969,0.0,2.0,14.9766,12.0,0.0,0.0,0.0,0.0,12.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.976599466986954,12.0,16200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
28,2022.0,1.0,1.0,4.0,12.873333,0.0,0.0,18.328117,18.218576,19.08995,19.061443,85.0,421.98877,735.7762,0.0,2.0,15.016486,12.0,0.0,0.0,0.0,0.0,12.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.016486012376841,12.0,16800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
29,2022.0,1.0,1.0,4.0,12.896667,0.0,0.0,18.306255,18.197609,19.07656,19.048302,85.0,421.71805,735.4433,0.0,2.0,15.045932,12.0,0.0,0.0,0.0,0.0,12.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.045932251028711,12.0,17400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
30,2022.0,1.0,1.0,5.0,12.92,0.0,0.0,18.284891,18.177118,19.06365,19.035652,85.0,421.48364,735.0146,0.0,2.0,15.066829,12.0,0.0,0.0,0.0,0.0,12.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.066828894428902,12.0,18000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
31,2022.0,1.0,1.0,5.0,12.92,0.0,0.0,18.263033,18.155647,19.05031,19.022352,85.0,421.2809,734.5447,0.0,2.0,15.107886,12.0,0.0,0.0,0.0,0.0,12.91,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.107886283658436,12.0,18600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
32,2022.0,1.0,1.0,5.0,12.92,0.0,0.0,18.241222,18.134178,19.037035,19.00911,85.0,421.10562,734.041,0.0,2.0,15.1652565,12.0,0.0,0.0,0.0,0.0,12.9,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.165256480686361,12.0,19200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
33,2022.0,1.0,1.0,5.0,12.92,0.0,0.0,18.219597,18.112877,19.02387,18.995975,85.0,420.95404,733.50885,0.0,2.0,15.228972,12.0,0.0,0.0,0.0,0.0,12.89,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.228972415439777,12.0,19800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
34,2022.0,1.0,1.0,5.0,12.92,0.0,0.0,18.198187,18.091774,19.010807,18.982937,85.0,420.82306,732.9528,0.0,2.0,15.272012,12.0,0.0,0.0,0.0,0.0,12.89,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.27201219182461,12.0,20400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
35,2022.0,1.0,1.0,5.0,12.92,0.0,0.0,18.176994,18.070877,18.997828,18.96998,85.0,420.7099,732.3767,0.0,2.0,15.306426,12.0,0.0,0.0,0.0,0.0,12.88,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.306426505558187,12.0,21000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
36,2022.0,1.0,1.0,6.0,12.92,0.0,0.0,18.156015,18.050182,18.984922,18.957094,85.0,420.61212,731.7839,0.0,2.0,15.332848,12.0,0.0,0.0,0.0,0.0,12.87,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.3328473130241,12.0,21600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
37,2022.0,1.0,1.0,6.0,12.911667,0.12314418,0.0,18.137342,18.034063,20.179653,21.024359,85.0,420.5637,730.08105,0.0,2.0,15.383984,20.0,0.0,0.0,0.0,0.0,12.83,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.383983709849414,20,22200,-3.694325422457145,0.1231441807485715,-3.694325422457145,0.0,-0.0,0.0,-0.0,False
38,2022.0,1.0,1.0,6.0,12.903334,0.05395348,0.0,18.113495,18.008879,19.985687,20.5631,85.0,420.47263,726.48584,0.0,2.0,14.880023,20.0,0.0,0.0,0.0,0.0,12.79,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.880023458041244,20,22800,-1.6329178175725492,0.05395348031477459,-1.618604409443238,0.014313408129311256,-0.014313408129311256,0.0,-0.0,False
39,2022.0,1.0,1.0,6.0,12.895,0.05093134,0.0,18.090528,17.984737,20.040428,20.592915,85.0,420.39246,723.94855,0.0,2.0,14.641087,20.0,0.0,0.0,0.0,0.0,12.75,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.64108630362897,20,23400,-1.5279400934211214,0.05093133644737071,-1.5279400934211214,0.0,-0.0,0.0,-0.0,False
40,2022.0,1.0,1.0,6.0,12.886666,0.0445599,0.0,18.069195,17.963253,20.035059,20.509125,85.0,420.33838,722.1935,0.0,2.0,14.394255,20.0,0.0,0.0,0.0,0.0,12.71,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.394254916347553,20,24000,-1.3367970443536659,0.04455990147845553,-1.3367970443536659,0.0,-0.0,0.0,-0.0,False
41,2022.0,1.0,1.0,6.0,12.878333,0.040705554,0.0,18.048506,17.942411,20.032053,20.465345,85.0,420.29178,720.78827,0.0,2.0,13.902123,20.0,0.0,0.0,0.0,0.0,12.67,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,13.902123265899705,20,24600,-1.2211666779057782,0.04070555593019261,-1.2211666779057782,0.0,-0.0,0.0,-0.0,False
42,2022.0,1.0,1.0,7.0,12.87,0.03793728,0.0,18.028187,17.921959,20.029745,20.431957,85.0,420.25156,719.62616,0.0,2.0,13.620073,20.0,0.0,0.0,0.0,0.0,12.63,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,13.620072954334312,20,25200,-1.138118373739272,0.0379372791246424,-1.138118373739272,0.0,-0.0,0.0,-0.0,False
43,2022.0,1.0,1.0,7.0,12.83,0.0356195,0.0,18.007206,17.8998,20.028048,20.407228,85.0,420.21683,741.5199,0.0,2.0,13.482768,20.0,0.0,0.0,0.0,0.0,12.59,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,13.482768499292424,20,25800,-1.0685849750753031,0.03561949916917677,-1.0685849750753031,0.0,-0.0,0.0,-0.0,False
44,2022.0,1.0,1.0,7.0,12.79,0.034136347,0.0,17.986095,17.87749,20.026829,20.389368,85.0,420.1868,759.81757,0.0,2.0,13.424027,20.0,0.0,0.0,0.0,0.0,12.55,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,12.0,0.0,0.0,85.0,13.42402782011776,20,26400,-1.0240904069838526,0.03413634689946175,-1.0240904069838526,0.0,-0.0,0.0,-0.0,False
45,2022.0,1.0,1.0,7.0,12.75,0.034956425,0.0,17.965046,17.85525,20.027443,20.379807,85.0,420.16086,740.5807,0.0,1.0,13.01025,20.0,0.0,0.0,0.0,0.0,12.51,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,13.01025028992443,20,27000,-1.0486927278350244,0.03495642426116748,-1.0486927278350244,0.0,-0.0,0.0,-0.0,False
46,2022.0,1.0,1.0,7.0,12.71,0.032398373,0.0,17.944067,17.833094,20.025211,20.36482,85.0,420.13846,758.7007,0.0,2.0,12.402228,20.0,0.0,0.0,0.0,0.0,12.47,12.0,20.0,12.0,20.0,12.0,20.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.402228374965476,20,27600,-0.9719511766155527,0.03239837255385176,-0.9719511766155527,0.0,-0.0,0.0,-0.0,False
47,2022.0,1.0,1.0,7.0,12.67,0.031604774,0.0,17.92315,17.811014,20.024693,20.357397,85.0,420.11914,773.7756,0.0,2.0,12.0,20.0,0.0,0.0,0.0,0.0,12.43,12.0,20.0,12.0,20.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,20,28200,-0.9481431991146407,0.03160477330382136,-0.9481431991146407,0.0,-0.0,0.0,-0.0,False
48,2022.0,1.0,1.0,8.0,12.63,0.033037186,0.0,17.902285,17.789,20.02586,20.355108,85.0,420.10248,751.8127,0.0,1.0,12.0,20.0,0.0,0.0,0.0,0.0,12.39,12.0,20.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,20,28800,-0.9911155230513938,0.03303718410171313,-0.9911155230513938,0.0,-0.0,0.0,-0.0,False
49,2022.0,1.0,1.0,8.0,12.59,0.032921247,0.0,17.881008,17.766865,20.025621,20.350636,85.0,420.08813,733.3194,0.0,1.0,12.0,20.0,0.0,0.0,0.0,0.0,12.4,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,20,29400,-0.9876374559749861,0.03292124853249954,-0.9876374559749861,0.0,-0.0,0.0,-0.0,False
50,2022.0,1.0,1.0,8.0,12.55,0.034612864,0.0,17.859692,17.744707,20.027025,20.351599,85.0,420.0758,683.29834,0.0,0.0,12.169369,20.0,0.0,0.0,0.0,0.0,12.4,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.169368654489517,20,30000,-1.0383859181832773,0.03461286393944258,-1.0383859181832773,0.0,-0.0,0.0,-0.0,False
51,2022.0,1.0,1.0,8.0,12.51,0.0,0.0,17.839884,17.725636,19.606638,19.53527,85.0,420.0686,655.0593,0.0,0.0,12.05614,19.025822,0.0,0.0,0.0,0.0,12.41,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.056140288710598,19.025821208953857,30600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
52,2022.0,1.0,1.0,8.0,12.47,0.0,0.0,17.820007,17.70333,19.491827,19.415005,85.0,420.05606,607.2123,0.0,0.0,12.0,18.055552,0.0,0.0,0.0,0.0,12.42,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,18.055551409721378,31200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
53,2022.0,1.0,1.0,8.0,12.43,0.0,0.0,17.801533,17.684082,19.421368,19.34427,85.0,420.04822,578.0263,0.0,0.0,12.0,17.105486,0.0,0.0,0.0,0.0,12.42,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,17.105486810207374,31800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
54,2022.0,1.0,1.0,9.0,12.39,0.0,0.0,17.78302,17.664864,19.357786,19.280378,85.0,420.04147,553.4222,0.0,0.0,12.0,16.19606,0.0,0.0,0.0,0.0,12.43,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,16.19605946540833,32400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
55,2022.0,1.0,1.0,9.0,12.396667,0.0,0.0,17.765696,17.64795,19.30077,19.22339,85.0,420.03564,532.6641,0.0,0.0,12.0,15.381877,0.0,0.0,0.0,0.0,12.49,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,15.38187670707703,33000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
56,2022.0,1.0,1.0,9.0,12.403334,0.0,0.0,17.748749,17.631481,19.248371,19.17103,85.0,420.03067,515.1452,0.0,0.0,12.0,14.652542,0.0,0.0,0.0,0.0,12.56,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,14.652542591094974,33600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
57,2022.0,1.0,1.0,9.0,12.41,0.0,0.0,17.731869,17.615097,19.200035,19.12274,85.0,420.02637,500.35654,0.0,0.0,12.0,14.050413,0.0,0.0,0.0,0.0,12.62,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,14.050412893295288,34200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
58,2022.0,1.0,1.0,9.0,12.416667,0.0,0.0,17.737547,17.617374,19.182808,19.101105,85.0,420.02264,487.86932,0.0,0.0,12.0,13.560701,0.0,0.0,0.0,0.0,12.68,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,13.560701191425325,34800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
59,2022.0,1.0,1.0,9.0,12.423333,0.0,0.0,17.759277,17.634352,19.186954,19.113956,85.0,420.01947,477.31696,0.0,0.0,12.0,13.21645,0.0,0.0,0.0,0.0,12.75,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.0,13.216449856758125,35400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
