timestep,year,month,day,hour,Site Outdoor Air Drybulb Temperature(Environment),Environmental Impact Total CO2 Emissions Carbon Equivalent Mass(Site),Facility Net Purchased Electricity Rate(Whole Building),Zone Operative Temperature(Living),Zone Air Temperature(Living),Zone Operative Temperature(Bedroom),Zone Air Temperature(Bedroom),Schedule Value(Main Hot Water Loop Temp Manager-EXT),Zone Air CO2 Concentration(Living),Zone Air CO2 Concentration(Bedroom),Zone People Occupant Count(Living),Zone People Occupant Count(Bedroom),Schedule Value(Living-Thermostat Dual SP Control-HEATING-EXT),Schedule Value(Bedroom-Thermostat Dual SP Control-HEATING-EXT),Zone Ventilation Air Change Rate(Living),Zone Ventilation Air Change Rate(Bedroom),Schedule Value(Living-Ventilation-EXT),Schedule Value(Bedroom-Ventilation-EXT),Schedule Value(1 Hour Temperature Forecast Schedule),Schedule Value(0 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(0 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(1 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(1 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(2 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(2 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(3 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(3 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(4 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(4 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(5 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(5 Hour Bedroom Comfort Temperature Forecast Schedule),Living-Ventilation-EXT,Bedroom-Ventilation-EXT,Main Hot Water Loop Temp Manager-EXT,Living-Thermostat Dual SP Control-HEATING-EXT,Bedroom-Thermostat Dual SP Control-HEATING-EXT,time (seconds),reward,emissions,reward_emissions,abs_comfort,reward_comfort,abs_air_quality,reward_air_quality,done
8050,2022.0,2.0,25.0,21.0,3.3433332,0.0,0.0,20.075832,20.810738,15.310326,15.189565,68.94721,629.74976,420.0006,2.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,2.56,20.0,12.0,20.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,68.94721373915672,20,12.0,4830000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8051,2022.0,2.0,25.0,21.0,3.1616666,0.0,0.0,20.076223,20.810038,15.274647,15.151736,69.56505,628.3633,420.00052,2.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,2.46,20.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,69.56505101174116,20,12.0,4830600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8052,2022.0,2.0,25.0,22.0,2.98,0.12619777,0.0,20.076698,20.809677,15.239181,15.114108,77.29367,626.9448,420.00046,2.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,2.35,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,77.29367058724165,20,12.0,4831200,-3.785932920219501,0.1261977640073167,-3.785932920219501,0.0,-0.0,0.0,-0.0,False
8053,2022.0,2.0,25.0,22.0,2.875,0.0,0.0,20.08115,20.820147,15.205389,15.079277,67.390724,593.2705,420.0004,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,2.34,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,67.39072065800428,20,12.0,4831800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8054,2022.0,2.0,25.0,22.0,2.77,0.0,0.0,19.020874,19.057278,15.1727915,15.046124,66.65076,577.2356,420.00037,0.0,0.0,19.028387,12.0,0.0,0.0,0.0,0.0,2.33,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,66.65075566619635,19.028387188911438,12.0,4832400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8055,2022.0,2.0,25.0,22.0,2.665,0.0,0.0,18.434578,18.097456,15.138435,15.01047,74.45481,550.9062,420.0003,0.0,0.0,18.071594,12.0,0.0,0.0,0.0,0.0,2.31,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,74.45481445640326,18.071593403816227,12.0,4833000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8056,2022.0,2.0,25.0,22.0,2.56,0.0,0.0,18.130838,17.729877,15.108843,14.97931,85.0,525.00604,420.00024,0.0,0.0,17.14303,12.0,0.0,0.0,0.0,0.0,2.3,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,0.0,0.0,85.0,17.143029570579536,12.0,4833600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8057,2022.0,2.0,25.0,22.0,2.455,0.0,0.0,17.93994,17.539852,15.078175,14.947385,85.0,509.1365,420.0002,0.0,0.0,16.294725,12.0,0.0,0.0,0.0,0.0,2.29,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,16.29472613334657,12.0,4834200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8058,2022.0,2.0,25.0,23.0,2.35,0.0,0.0,17.774378,17.375324,15.04707,14.915006,85.0,495.6929,420.00018,0.0,0.0,15.3618145,12.0,0.0,0.0,0.0,0.0,2.28,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,15.361814796924602,12.0,4834800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8059,2022.0,2.0,25.0,23.0,2.3383334,0.0,0.0,17.627777,17.232584,15.016941,14.88455,85.0,484.30807,420.00015,0.0,0.0,14.426206,12.0,0.0,0.0,0.0,0.0,2.25,12.0,12.0,12.0,12.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,14.426205992698678,12.0,4835400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8060,2022.0,2.0,25.0,23.0,2.3266666,0.0,0.0,17.49416,17.102673,14.98694,14.854242,85.0,474.6562,420.00012,0.0,0.0,13.488471,12.0,0.0,0.0,0.0,0.0,2.22,12.0,12.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,13.48847109079362,12.0,4836000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8061,2022.0,2.0,25.0,23.0,2.315,0.0,0.0,17.370693,16.982718,14.956784,14.823777,85.0,466.46738,420.00012,0.0,0.0,12.543246,12.0,0.0,0.0,0.0,0.0,2.18,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.543246507644664,12.0,4836600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8062,2022.0,2.0,25.0,23.0,2.3033333,0.0,0.0,17.255795,16.871132,14.970144,14.875729,85.0,459.51566,466.37823,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,2.15,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4837200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8063,2022.0,2.0,25.0,23.0,2.2916667,0.0,0.0,17.148401,16.766842,14.953282,14.858531,85.0,453.61118,506.07822,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,2.12,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4837800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8064,2022.0,2.0,26.0,0.0,2.28,0.0,0.0,17.04739,16.668745,14.931391,14.836344,85.0,448.59402,540.04297,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,2.09,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4838400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8065,2022.0,2.0,26.0,0.0,2.2483332,0.0,0.0,16.951021,16.57434,14.908221,14.812626,85.0,444.3265,569.0661,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,2.06,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4839000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8066,2022.0,2.0,26.0,0.0,2.2166667,0.0,0.0,16.859365,16.484467,14.884389,14.78827,85.0,440.6961,593.83936,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,2.02,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4839600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8067,2022.0,2.0,26.0,0.0,2.185,0.0,0.0,16.771984,16.398706,14.860125,14.763494,85.0,437.60724,614.9593,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.99,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4840200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8068,2022.0,2.0,26.0,0.0,2.1533334,0.0,0.0,16.68841,16.316607,14.835487,14.738358,85.0,434.97888,632.9401,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.96,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4840800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8069,2022.0,2.0,26.0,0.0,2.1216667,0.0,0.0,16.608232,16.237764,14.810545,14.712928,85.0,432.74216,648.225,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.92,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4841400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8070,2022.0,2.0,26.0,1.0,2.09,0.0,0.0,16.531086,16.161825,14.7853365,14.687244,85.0,430.83868,661.19556,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.89,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4842000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8071,2022.0,2.0,26.0,1.0,2.0566666,0.0,0.0,16.456663,16.088491,14.759892,14.661339,85.0,429.21902,672.189,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.83,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4842600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8072,2022.0,2.0,26.0,1.0,2.0233333,0.0,0.0,16.384668,16.017475,14.73424,14.635233,85.0,427.84088,681.4876,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.78,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4843200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8073,2022.0,2.0,26.0,1.0,1.99,0.0,0.0,16.31485,15.948529,14.708399,14.608948,85.0,426.66818,689.33386,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.72,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4843800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8074,2022.0,2.0,26.0,1.0,1.9566667,0.0,0.0,16.24699,15.881442,14.682388,14.5825,85.0,425.67038,695.9362,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.66,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4844400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8075,2022.0,2.0,26.0,1.0,1.9233333,0.0,0.0,16.18089,15.816024,14.656223,14.555906,85.0,424.82138,701.47363,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.61,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4845000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8076,2022.0,2.0,26.0,2.0,1.89,0.0,0.0,16.116373,15.752107,14.629917,14.529177,85.0,424.09906,706.09985,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.55,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4845600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8077,2022.0,2.0,26.0,2.0,1.8333334,0.0,0.0,16.053123,15.689246,14.603396,14.502219,85.0,423.48526,710.0168,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.49,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4846200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8078,2022.0,2.0,26.0,2.0,1.7766666,0.0,0.0,15.991117,15.627553,14.576715,14.475105,85.0,422.9636,713.3291,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.42,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4846800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8079,2022.0,2.0,26.0,2.0,1.72,0.0,0.0,15.930251,15.566933,14.549879,14.447839,85.0,422.5202,716.126,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.36,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4847400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8080,2022.0,2.0,26.0,2.0,1.6633333,0.0,0.0,15.870419,15.507285,14.522889,14.420423,85.0,422.1433,718.4835,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.3,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4848000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8081,2022.0,2.0,26.0,2.0,1.6066667,0.0,0.0,15.811524,15.44852,14.495749,14.3928585,85.0,421.8229,720.4667,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.23,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4848600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8082,2022.0,2.0,26.0,3.0,1.55,0.0,0.0,15.753482,15.390554,14.468465,14.365153,85.0,421.55048,722.13086,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.17,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4849200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8083,2022.0,2.0,26.0,3.0,1.4866667,0.0,0.0,15.695986,15.332856,14.441152,14.337366,85.0,421.3188,723.51404,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.15,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4849800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8084,2022.0,2.0,26.0,3.0,1.4233333,0.0,0.0,15.639127,15.275748,14.413597,14.309324,85.0,421.12177,724.6577,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.12,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4850400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8085,2022.0,2.0,26.0,3.0,1.36,0.0,0.0,15.582876,15.219209,14.386051,14.28131,85.0,420.9542,725.59753,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.1,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4851000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8086,2022.0,2.0,26.0,3.0,1.2966666,0.0,0.0,15.527183,15.163191,14.358287,14.253064,85.0,420.81165,726.3635,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.08,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4851600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8087,2022.0,2.0,26.0,3.0,1.2333333,0.0,0.0,15.472001,15.107651,14.330547,14.224862,85.0,420.69043,726.9816,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.05,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4852200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8088,2022.0,2.0,26.0,4.0,1.17,0.0,0.0,15.417288,15.052549,14.302602,14.19644,85.0,420.5873,727.4737,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.03,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4852800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8089,2022.0,2.0,26.0,4.0,1.1466666,0.0,0.0,15.364537,15.000696,14.274905,14.168679,85.0,420.49963,727.8911,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.03,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4853400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8090,2022.0,2.0,26.0,4.0,1.1233333,0.0,0.0,15.312616,14.949671,14.247211,14.140924,85.0,420.42514,728.24414,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.04,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4854000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8091,2022.0,2.0,26.0,4.0,1.1,0.0,0.0,15.261287,14.899209,14.219481,14.113134,85.0,420.36176,728.5423,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.04,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4854600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8092,2022.0,2.0,26.0,4.0,1.0766667,0.0,0.0,15.210474,14.849236,14.191713,14.085309,85.0,420.3079,728.79376,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.04,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4855200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8093,2022.0,2.0,26.0,4.0,1.0533333,0.0,0.0,15.160127,14.7997,14.163904,14.057445,85.0,420.26205,729.0055,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.05,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4855800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8094,2022.0,2.0,26.0,5.0,1.03,0.0,0.0,15.110205,14.750565,14.136055,14.029542,85.0,420.22308,729.1835,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.05,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4856400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8095,2022.0,2.0,26.0,5.0,1.0333333,0.0,0.0,15.061415,14.702954,14.108815,14.002412,85.0,420.18988,729.28394,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.06,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4857000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8096,2022.0,2.0,26.0,5.0,1.0366666,0.0,0.0,15.01319,14.655898,14.081685,13.975392,85.0,420.16162,729.3173,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.07,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4857600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8097,2022.0,2.0,26.0,5.0,1.04,0.0,0.0,14.965421,14.609275,14.054667,13.94849,85.0,420.13757,729.2935,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.08,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4858200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8098,2022.0,2.0,26.0,5.0,1.0433333,0.0,0.0,14.918064,14.563043,14.027774,13.921719,85.0,420.1171,729.2209,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.1,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4858800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8099,2022.0,2.0,26.0,5.0,1.0466666,0.0,0.0,14.871088,14.517171,14.001009,13.895081,85.0,420.09967,729.10657,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.11,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4859400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8100,2022.0,2.0,26.0,6.0,1.05,0.0,0.0,14.824469,14.471636,13.974372,13.868575,85.0,420.08484,728.95667,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,1.12,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,4860000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
8101,2022.0,2.0,26.0,6.0,1.0616666,0.33667472,0.0,14.784177,14.438214,17.188913,19.293974,85.0,420.07773,725.48303,0.0,2.0,12.0,20.0,0.0,0.0,0.0,0.0,1.12,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,20,4860600,-12.911328130771677,0.3366747290155069,-10.100241870465206,2.811086260306471,-2.811086260306471,0.0,-0.0,False
8102,2022.0,2.0,26.0,6.0,1.0733334,0.20985338,0.0,14.731395,14.3805895,17.696903,19.888361,85.0,420.06146,713.54987,0.0,2.0,12.0,20.0,0.0,0.0,0.0,0.0,1.11,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,20,4861200,-8.598699162572945,0.2098533840543945,-6.295601521631835,2.303097640941111,-2.303097640941111,0.0,-0.0,False
8103,2022.0,2.0,26.0,6.0,1.085,0.20994139,0.0,14.68789,14.339374,18.106888,20.297949,85.0,420.05453,708.5397,0.0,2.0,12.0,20.0,0.0,0.0,0.0,0.0,1.1,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,20.0,20.0,0.0,0.0,85.0,12.0,20,4861800,-8.19135490761019,0.2099413944529507,-6.298241833588521,1.8931130740216702,-1.8931130740216702,0.0,-0.0,False
8104,2022.0,2.0,26.0,6.0,1.0966667,0.20906796,0.0,14.64213,14.291431,18.446033,20.626282,85.0,420.04456,701.0252,0.0,2.0,12.0,20.0,0.0,0.0,0.0,0.0,1.1,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,20.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,20,4862400,-7.826004749723017,0.2090679555826632,-6.272038667479896,1.5539660822431216,-1.5539660822431216,0.0,-0.0,False
8105,2022.0,2.0,26.0,6.0,1.1083333,0.20773439,0.0,14.602211,14.253369,18.791042,20.949697,85.0,420.03955,696.91974,0.0,2.0,12.4411545,20.0,0.0,0.0,0.0,0.0,1.1,12.0,20.0,12.0,20.0,12.0,20.0,20.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.441154450178146,20,4863000,-7.440990229110788,0.2077343911672416,-6.232031735017248,1.2089584940935403,-1.2089584940935403,0.0,-0.0,False
8106,2022.0,2.0,26.0,7.0,1.12,0.20688608,0.0,14.559984,14.208872,19.05729,21.207207,85.0,420.03232,690.80707,0.0,2.0,12.432776,20.0,0.0,0.0,0.0,0.0,1.09,12.0,20.0,12.0,20.0,20.0,20.0,12.0,20.0,12.0,20.0,20.0,20.0,0.0,0.0,85.0,12.4327767174691,20,4863600,-7.149292473357897,0.2068860829646782,-6.206582488940346,0.9427099844175508,-0.9427099844175508,0.0,-0.0,False
8107,2022.0,2.0,26.0,7.0,1.115,0.2061598,0.0,14.520627,14.168746,19.313616,21.45543,85.0,420.02753,709.209,0.0,2.0,12.151089,20.0,0.0,0.0,0.0,0.0,1.23,12.0,20.0,20.0,20.0,12.0,20.0,12.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,85.0,12.151088384911422,20,4864200,-6.871178654608677,0.2061597968924096,-6.184793906772288,0.6863847478363887,-0.6863847478363887,0.0,-0.0,False
8108,2022.0,2.0,26.0,7.0,1.11,0.20534518,0.0,14.482361,14.129644,19.544437,21.674301,85.0,420.02344,723.83856,0.0,2.0,12.780053,20.0,0.0,0.0,0.0,0.0,1.37,20.0,20.0,12.0,20.0,12.0,20.0,20.0,20.0,20.0,20.0,20.0,12.0,0.0,0.0,85.0,12.78005292825401,20,4864800,-6.615917568649715,0.2053451906555075,-6.160355719665224,0.45556184898449104,-0.45556184898449104,0.0,-0.0,False
8109,2022.0,2.0,26.0,7.0,1.105,0.2046141,0.0,14.485423,14.1670265,19.730156,21.82864,85.0,436.3418,701.4706,1.0,1.0,13.586295,20.0,0.0,0.0,0.0,0.0,1.5,12.0,20.0,12.0,20.0,20.0,20.0,20.0,20.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,13.58629539422691,20,4865400,-6.408267071575488,0.2046140996283793,-6.138422988851379,0.2698440827241093,-0.2698440827241093,0.0,-0.0,False
