episode_num,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,-79510.44663097135,-1.5127558339225904,2111.635406456405,0.04017571169057087,-16161.287934254766,-0.30748264715096585,-63349.062193692145,-1.205271350717126,-0.09650302444336148,-1.836054498541885e-06,15.02283105022831,0.30748264715096585,0.9259339188200992,9.650302444336148,0.0001836054498541885,0.03686865652933928,16161.287934254766,52560,31536000
