episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,162003.66810176653,162003.66810176653,0.0,-518942.2955242327,-9.873331345590424,3379.9784675965207,0.06430704847025344,-409.5956055807187,-0.0077929148702572055,-101399.35402789564,-1.9292114541076033,-385997.49904459674,-7.343940240574519,8.919330289193303,0.0077929148702572055,0.07659793262960518,38599749.90445968,734.394024057452,789.3067900531443,409.5956055807187,52560,31536000
