episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,163385.75636641483,163385.75636641483,0.0,-509854.85223659326,-9.700434783801242,3409.7049054686768,0.06487261996706006,-397.19938289622644,-0.007557065884631401,-102291.1471640603,-1.9461785990118017,-375791.7655703331,-7.149767229268134,8.947869101978691,0.007557065884631401,0.07309043096037823,37579176.55703331,714.9767229268133,780.9712725508275,397.19938289622644,52560,31536000
