episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,161443.67609912687,161443.67609912687,0.0,-517617.27749499487,-9.848121717941302,3367.304553269798,0.06406591615810117,-411.2915281971393,-0.00782518128228956,-101019.13659809394,-1.9219774847430355,-385128.9145501021,-7.32741466039007,8.913622526636225,0.00782518128228956,0.07446475300779883,38512891.455010206,732.7414660390069,788.3333656237699,411.2915281971393,52560,31536000
