episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,163331.6207534942,163331.6207534942,0.0,-508910.2193571322,-9.682462316536,3409.5796483440954,0.06487023684064108,-386.0481377532278,-0.00734490368632473,-102287.38945032287,-1.9461071052192327,-374902.57228094543,-7.132849548724228,8.913622526636225,0.00734490368632473,0.07337858433094067,37490257.22809454,713.2849548724228,781.8017127257826,386.0481377532278,52560,31536000
