episode_num,cost,gas_cost,electricity_costcumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,149484.69053643398,149484.69053643398,0.0,-4881467.6391084725,-92.87419404696485,3093.209796168063,0.05885102351917928,-787.0628049058216,-0.014974558693033137,-92796.29388504189,-1.7655307055753784,-396139.86021054746,-7.536907538252425,8.143074581430746,0.014974558693033137,0.12512458829379275,39613986.02105475,753.6907538252426,803.1584160031858,787.0628049058216,52560,31536000
