episode_num,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,-13053.032362117618,-0.2483453645760582,333.1557749965564,0.006338580193998409,-1325.2603566252092,-0.02521423813974903,-9994.67324989669,-0.19015740581995225,-1733.0987555957165,-0.03297372061635686,7.469558599695586,0.02521423813974903,0.11060484697239971,173309.87555957166,3.297372061635686,11.278349094304854,1325.2603566252092,52560,31536000
