,year,case,rep,zones_controlled,onoffseed,tempseed,comforttemp,setbacktemp,cost,cumulative_emissions,comfort_violation (%),mean_comfort_violation,std_comfort_violation,building_cost,sensing_cost,control_names,retrofit_name,installation_cost,name
7076,2022,14,0,0,15,30,21,13,214.0467932489203,0.10865296473928908,34.96765601217656,1.092923706778558,2.90226272568102,,0,Manual Control,,,
7077,2023,0,0,1,15,30,21,17,1006.6894828384706,3.455644937417997,44.38926940639269,2.0713084575761527,4.4229172206463785,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
7078,2023,1,0,0,10,10,19,17,1089.9821301166048,3.7849734872508103,15.580289193302892,0.5183616336994218,1.535276992554726,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7079,2023,2,0,0,15,42,19,15,678.1750384222387,2.321166117318114,21.66856925418569,1.2124455400887426,3.1878626000783115,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
7080,2023,2,0,4,10,30,21,13,668.6585004570805,2.314966507737593,55.8238203957382,1.34190682185195,3.3040008880266862,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
7081,2023,2,0,1,10,10,18,15,822.2638236478515,2.854939629719063,13.436073059360732,0.2967062017979383,1.2168059986458613,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
7082,2022,4,0,0,15,15,18,13,598.592769706946,0.9081567919131309,4.172374429223744,0.1256768279032541,1.0356325352194735,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
7083,2023,1,0,1,10,10,20,15,982.0601906849129,3.41149412449092,23.44748858447489,1.149083606395931,3.229863438184636,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7084,2022,1,0,0,15,42,20,15,1341.3315540220804,2.772058795820874,32.24315068493151,2.099740371823952,4.889928861988933,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7085,2022,10,0,9,5,30,20,13,1239.0392164403934,0.6071793890365873,46.06544901065449,0.0461102654813442,0.1400732892649547,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
7086,2022,3,0,4,15,10,20,15,586.352284404477,0.8331205696616749,21.91019786910198,0.4975786792716442,1.7476149007352386,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
7087,2022,14,0,9,5,42,18,17,178.81246131723478,0.09115751605196576,9.7279299847793,0.0588385205942994,0.3181892544988311,,520,Full Control,,,
7088,2022,2,0,4,5,10,18,15,1301.4270968150063,2.691638308618776,18.15068493150685,0.0044007049269062,0.0202322199394223,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
7089,2022,1,0,1,15,15,18,15,1696.777276008025,3.552208641379102,14.910578386605785,0.4640813738934258,1.7078638525060308,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7090,2023,0,0,4,15,15,21,17,1063.7765075694358,3.6794049734903593,42.08523592085236,1.220300018987905,2.9012758147618345,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
7091,2022,4,0,9,5,10,18,15,397.47629477876103,0.4059252064741994,22.93759512937595,0.4527661148220313,1.308659322533525,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
7092,2022,1,0,4,5,30,19,17,1599.6609798580548,3.3136177488127,14.602359208523591,0.0004002569100158,0.0027902734793361,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
7093,2023,3,0,9,10,10,21,17,350.4605365871099,0.7901837434219428,33.47222222222222,0.7411034385841658,1.7632704362188083,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
7094,2023,3,0,1,5,30,21,15,411.9611041642368,0.9970685252279157,39.8972602739726,0.3914838217961788,0.8295781572234222,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7095,2022,3,0,0,15,42,19,15,567.6016315865269,0.7694147662173588,13.776636225266362,0.28788865944331,1.2359603511221244,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
7096,2023,3,0,1,10,42,19,17,343.3259463194359,0.7563269032299206,14.130517503805176,0.1919592870361413,0.7472878226381725,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7097,2022,5,0,4,15,30,19,15,2326.354704312911,1.1868939231352684,33.65106544901065,0.860366108884387,2.348177530014417,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
7098,2023,14,0,1,5,15,18,13,252.23477102956664,0.1585052777998465,0.4528158295281583,0.0024282741622136,0.0566545082705763,,60,One Zone Controlled,,,
7099,2022,10,0,0,10,30,18,15,2152.388204203417,1.0914623555100635,14.256088280060885,0.5453243431293127,1.8312642917699848,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
7100,2022,0,0,9,15,30,20,13,1123.998529890416,2.309435916030157,45.72298325722984,0.0711762613178607,0.2151837274618383,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
7101,2022,14,0,1,15,15,18,15,207.68094688195163,0.10552209603159655,5.538432267884322,0.1079606085164609,0.7545210626957046,,60,One Zone Controlled,,,
7102,2022,1,0,0,10,10,19,13,1683.9496179686116,3.5507016803853886,15.83523592085236,0.7864551874976837,2.6461587392256423,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7103,2022,2,0,0,10,10,18,15,1450.886285196686,3.049158952614046,9.81925418569254,0.273146232976762,1.203531606645459,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
7104,2022,4,0,9,10,30,21,13,444.4142488955892,0.5503211655863727,35.279680365296805,2.138067122110546,4.67468783222546,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
7105,2022,10,0,0,10,30,19,15,2152.388204203417,1.0914623555100635,17.7130898021309,0.9144409470444648,2.715290024741176,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
7106,2022,4,0,9,10,10,19,17,461.0241292891078,0.5334524815675621,26.504946727549463,0.418191855340687,1.084897577376082,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
7107,2022,10,0,9,15,42,20,17,1710.5312813277696,0.8542717775511719,39.22374429223744,0.0031203056057268,0.0122652291176197,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
7108,2022,3,0,1,15,42,20,17,568.3643848261967,0.7646544693869802,39.12861491628615,0.7846115046791925,1.81847031146573,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7109,2022,10,0,0,10,30,18,13,2058.921955254175,1.0470938642360854,14.265601217656013,0.6305733874038066,2.2416787528132143,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
7110,2023,3,0,9,15,30,20,13,301.0900340825725,0.6256057135407422,28.71194824961949,0.7462740419767313,2.218435353949752,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
7111,2022,1,0,4,5,30,18,15,1444.6829271854292,2.9787506249323683,17.745433789954337,0.002604317637343,0.0121104916277365,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
7112,2023,10,0,1,10,15,18,15,1653.4425453804224,1.0529273825569831,13.26103500761035,0.3449873820471927,1.3361912261868527,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
7113,2022,14,0,1,15,10,20,15,208.71572114537864,0.10543483925546156,18.466514459665145,0.5442016326435082,1.9599211270662067,,60,One Zone Controlled,,,
7114,2022,3,0,1,5,42,20,17,620.1372841358534,0.871952226895342,35.519406392694066,0.288303112927847,0.6682288323220056,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7115,2023,1,0,4,5,42,18,15,812.1067297229962,2.7581924927532,17.682648401826484,0.0025254190468821,0.0117218870929221,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
7116,2022,3,0,0,5,42,21,17,634.8043660918536,0.9018141628962945,47.22602739726028,1.393408674658514,2.089680943503927,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
7117,2022,1,0,1,10,10,18,13,1546.1366946465412,3.245772494219565,15.477549467275496,0.5125462202174758,1.953907096353538,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7118,2022,2,0,9,15,15,18,13,756.4691197128225,1.50519766687629,39.89535768645357,0.0418281945805325,0.149680366107664,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
7119,2022,2,0,4,5,10,20,15,1354.8729348141887,2.825978469889777,27.676940639269404,0.0325592031744944,0.120883838712286,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
7120,2022,0,0,4,10,10,21,17,1706.3619719533442,3.5327055452452165,41.01978691019787,1.0101972796009264,2.571125612848382,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
7121,2023,1,0,1,10,42,20,17,908.4845835650948,3.0980396576114795,39.42922374429224,1.1313535962198904,2.764551955415559,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7122,2022,0,0,4,5,15,19,15,1786.6428143142748,3.720227424959391,20.47374429223744,0.0058953708169342,0.0240744997757459,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
7123,2023,3,0,9,15,30,19,13,279.03635121011206,0.5456633114669555,23.56735159817352,0.4734394993763953,1.6027650613253874,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
7124,2022,1,0,9,5,15,18,13,905.3536218505434,1.7995884351710496,39.362633181126334,0.0261283909158526,0.0847280993405621,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
7125,2023,2,0,1,5,30,18,13,858.1970806302472,2.971004443635196,2.9033485540334856,0.0029694926193343,0.0265975935992502,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
7126,2022,1,0,0,10,15,21,15,1893.3364272597494,3.99332633209368,20.049467275494678,1.3761959168736275,3.8285670288633415,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7127,2023,4,0,1,15,42,20,13,287.9393904530219,0.5820202004817946,31.660958904109588,0.9491262995684988,2.586386472647481,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
7128,2023,1,0,4,10,15,19,15,901.6850844162176,3.116817341395449,32.63508371385084,0.516998866552528,1.6665055907669255,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
7129,2022,0,0,4,5,10,18,15,1631.2899522126481,3.3745999619465574,15.59931506849315,0.0011928813771173,0.0064594935493635,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
7130,2022,3,0,0,5,10,18,17,776.9960035637537,1.2325811700527098,0.0380517503805175,0.0001814849526258,0.0131290793971436,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
7131,2022,0,0,1,10,30,18,17,1672.7089544626378,3.462520406601713,14.89916286149163,0.2474748095229267,0.7505573608042441,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
7132,2022,4,0,1,10,15,21,17,590.2180889261078,0.8690036733643255,23.70053272450533,0.8007715565136537,2.2507386941772167,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
7133,2022,5,0,0,5,15,21,15,4063.6860575298265,2.040420113605295,0.1769406392694064,0.00159599711276,0.0561083106571562,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
7134,2022,0,0,9,5,30,21,13,1231.2515824936554,2.5580499998222317,49.79261796042618,0.1241401238294264,0.3869233203827027,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
7135,2022,14,0,0,5,10,18,15,380.112100223164,0.18386535287845995,0.3272450532724505,0.0031569980804732,0.0804287692672432,,0,Manual Control,,,
7136,2023,10,0,9,10,15,21,13,1001.8342684734439,0.6345954526929157,52.4638508371385,0.0732332875247558,0.2182546936334487,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
7137,2022,0,0,0,15,15,18,17,1972.3428749349591,4.12381853814852,11.855022831050228,0.2142884131860831,0.7497964224124312,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
7138,2023,5,0,4,10,30,21,15,1820.6074138697838,1.1594013813484663,55.59360730593608,1.322944015650937,3.345218617405493,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
7139,2022,14,0,4,15,30,20,15,169.8255740021232,0.0851506250815961,26.571537290715376,0.9316648382254554,2.468444152040527,,240,Partial Control,,,
7140,2022,5,0,9,15,10,20,13,1991.5389314706956,1.002872994412017,45.14079147640791,0.0448809774534073,0.1408485446315966,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
7141,2023,4,0,4,5,10,21,17,353.8679391642088,0.8117899657851171,24.920091324200914,0.5836465246636764,1.6228475487062808,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
7142,2022,3,0,0,10,42,20,17,587.3558312301285,0.8030162185153489,39.92579908675799,0.7159131939617769,1.5833113680450728,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
7143,2022,10,0,0,5,10,19,15,2800.0636499035863,1.3828891009342756,0.0,0.0,0.0,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
7144,2023,14,0,9,15,42,21,17,125.77172523981524,0.08472394243619846,37.5437595129376,1.45898521305294,2.853047075666645,,520,Full Control,,,
7145,2023,0,0,9,15,15,19,15,712.0529807339085,2.3903322160719176,41.289954337899545,0.0132798245345634,0.0422792093001361,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
7146,2022,5,0,9,10,30,18,15,1929.6708456144572,0.971524001322976,32.18607305936073,0.0010820610299129,0.0053572395668644,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
7147,2023,5,0,4,5,10,18,13,1858.3699026116449,1.1941425675058377,18.10882800608828,0.0043209004355039,0.0213716299825467,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
7148,2022,14,0,0,15,15,21,15,250.8230868117488,0.1270060578287084,20.82382039573821,0.7281152631883278,2.442971099648331,,0,Manual Control,,,
7149,2022,1,0,1,10,15,21,13,1733.6634021074592,3.66309958340273,25.30441400304414,1.4327122111844557,3.984839565220621,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7150,2023,10,0,4,15,10,20,15,1208.7338382126236,0.7923005639773539,39.71651445966514,1.1363771075406677,2.9148586601942763,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
7151,2022,4,0,4,5,30,21,15,532.6658115648249,0.7213890784440867,36.90829528158295,1.0059782770701768,2.4410033227931844,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
7152,2022,4,0,9,10,30,18,17,448.9933357146688,0.4988428447858418,11.61910197869102,0.0803938658504846,0.3780230983095071,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
7153,2022,3,0,0,5,15,21,15,859.1154873913079,1.4203409511976244,0.8447488584474886,0.0084078585384121,0.1456557857235835,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
7154,2022,3,0,4,5,10,19,13,634.8011859555403,0.931366387474249,11.202435312024352,0.0998775407733272,0.6345084396456316,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
7155,2023,0,0,0,10,30,21,17,1052.0717452179335,3.61966704308747,31.875951293759517,1.6136076261544074,3.8457590029103255,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
7156,2022,14,0,9,5,15,20,15,151.06246270075272,0.07522497324867047,31.46118721461188,1.223978459888801,2.8106539954748184,,520,Full Control,,,
7157,2023,2,0,9,5,42,21,15,650.3338952323685,2.236596278482775,53.18683409436834,0.1672017282474389,0.4894574641898284,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
7158,2022,4,0,9,15,15,19,15,419.1206394268707,0.45969269163553533,27.58942161339421,0.8054090784059399,2.0614883691657027,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
7159,2022,1,0,1,10,30,19,17,1601.870144313699,3.31980428036568,18.192541856925416,0.5863439673463877,1.6192341211447827,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7160,2023,5,0,1,10,42,20,15,1806.7779035314377,1.1467872718544367,42.792998477929984,1.5156454902631291,3.87294352894811,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
7161,2023,1,0,9,5,10,18,17,766.994517153551,2.575183382707774,34.332191780821915,0.0014199208486211,0.0044726597493175,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
7162,2022,5,0,0,5,15,18,13,4045.6860295752913,2.0281852670991443,0.0,0.0,0.0,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
7163,2022,5,0,1,5,30,20,17,3214.3079162327117,1.6211216321055029,3.276255707762557,0.0004116320772878,0.0068780614724782,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
7164,2023,0,0,9,5,30,21,15,820.8885981405011,2.8112645532719127,52.00532724505327,0.0699301650466732,0.1743024396519897,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
7165,2023,10,0,1,15,10,19,13,1251.7065842953075,0.827518762770268,21.980593607305934,1.064046573367592,3.158098401600204,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
7166,2023,5,0,1,10,30,19,17,2080.569680829504,1.3218754976586096,18.04223744292237,0.5934667242683516,1.637471355686629,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
7167,2023,0,0,1,15,42,20,15,830.0091704919803,2.8289097618382772,43.02130898021309,2.086119326249266,4.772699987453969,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
7168,2022,1,0,9,15,15,20,13,1074.5449777142953,2.2132880623538007,46.58485540334855,0.09680654157865,0.3046019386436109,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
7169,2023,2,0,9,15,42,21,13,607.3150679585353,2.1029844479110125,53.24200913242009,0.2985642591029327,0.9697027119666884,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
