episode_num,all_zones_controlled_rep_0,six_zones_controlled_rep_0,four_zones_controlled_rep_0,2_zones_controlled_rep_0,1_zone_controlled_rep_0,manual_control_rep_0,no_control_rep_0,all_zones_controlled_rep_1,six_zones_controlled_rep_1,four_zones_controlled_rep_1,2_zones_controlled_rep_1,1_zone_controlled_rep_1,manual_control_rep_1,no_control_rep_1,all_zones_controlled_rep_2,six_zones_controlled_rep_2,four_zones_controlled_rep_2,2_zones_controlled_rep_2,1_zone_controlled_rep_2,manual_control_rep_2,no_control_rep_2,all_zones_controlled_rep_3,six_zones_controlled_rep_3,four_zones_controlled_rep_3,2_zones_controlled_rep_3,1_zone_controlled_rep_3,manual_control_rep_3,no_control_rep_3,all_zones_controlled_rep_4,six_zones_controlled_rep_4,four_zones_controlled_rep_4,2_zones_controlled_rep_4,1_zone_controlled_rep_4,manual_control_rep_4,no_control_rep_4
0,3147.09834649671,3387.994153677329,3616.449193259024,3772.695401442346,3969.409788622017,4784.309496057612,4107.829631510052,3145.3938440955862,3387.698885250057,3616.8447377997904,3772.7070243818207,3968.787487109895,4315.474452829194,4108.515745844577,3145.999390073513,3388.35839694506,3617.441285357195,3771.753806243262,3969.5405545126255,4780.917566368733,4109.38850229427,3151.1621621991862,3390.694163980008,3619.094184380135,3772.4204654842097,3968.025226641364,4784.911460791484,4107.8155211801495,3146.946636208276,3386.970946633094,3616.684531551703,3770.5536677901473,3968.063670793781,4787.448110261306,4107.999064247344
