episode_num,cost,gas_cost,electricity_costcumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,22429.935121615606,0.0,22429.935121615606,-752854.0076979976,-14.323706386948205,108.12011572377111,0.0020570798273168017,-37759.50148460616,-0.7184075624925068,-3243.6034717131333,-0.06171239481950406,-42196.4525649233,-0.8028244399719044,33.599695585996955,0.7184075624925068,1.9001928013679965,4219645.25649233,80.28244399719044,119.58525675106262,37759.50148460616,52560,31536000
