Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,4.263262E+03,0.000000E+00,1.446306E-01,0.000000E+00,5.658085E+03,0.000000E+00,1.946246E-01,0.000000E+00
00:20:00,4.281934E+03,0.000000E+00,1.452645E-01,0.000000E+00,5.637236E+03,0.000000E+00,1.939034E-01,0.000000E+00
00:30:00,4.301334E+03,0.000000E+00,1.459248E-01,0.000000E+00,5.615733E+03,0.000000E+00,1.931572E-01,0.000000E+00
00:40:00,4.321321E+03,0.000000E+00,1.466063E-01,0.000000E+00,5.593711E+03,0.000000E+00,1.923912E-01,0.000000E+00
00:50:00,4.341788E+03,0.000000E+00,1.473052E-01,0.000000E+00,5.571273E+03,0.000000E+00,1.916093E-01,0.000000E+00
01:00:00,4.362647E+03,0.000000E+00,1.480182E-01,0.000000E+00,5.548496E+03,0.000000E+00,1.908144E-01,0.000000E+00
01:10:00,4.354518E+03,0.000000E+00,1.477486E-01,0.000000E+00,5.557545E+03,0.000000E+00,1.911132E-01,0.000000E+00
01:20:00,4.345831E+03,0.000000E+00,1.474550E-01,0.000000E+00,5.567191E+03,0.000000E+00,1.914442E-01,0.000000E+00
01:30:00,4.336587E+03,0.000000E+00,1.471415E-01,0.000000E+00,5.577376E+03,0.000000E+00,1.917954E-01,0.000000E+00
01:40:00,4.326946E+03,0.000000E+00,1.468135E-01,0.000000E+00,5.587935E+03,0.000000E+00,1.921611E-01,0.000000E+00
01:50:00,4.316980E+03,0.000000E+00,1.464738E-01,0.000000E+00,5.598784E+03,0.000000E+00,1.925379E-01,0.000000E+00
02:00:00,4.296968E+03,0.000000E+00,1.457926E-01,0.000000E+00,5.620572E+03,0.000000E+00,1.932917E-01,0.000000E+00
02:10:00,4.286227E+03,0.000000E+00,1.454236E-01,0.000000E+00,5.632150E+03,0.000000E+00,1.936995E-01,0.000000E+00
02:20:00,4.275339E+03,0.000000E+00,1.450506E-01,0.000000E+00,5.643829E+03,0.000000E+00,1.941080E-01,0.000000E+00
02:30:00,4.264374E+03,0.000000E+00,1.446747E-01,0.000000E+00,5.655569E+03,0.000000E+00,1.945190E-01,0.000000E+00
02:40:00,4.253324E+03,0.000000E+00,1.442959E-01,0.000000E+00,5.667380E+03,0.000000E+00,1.949327E-01,0.000000E+00
02:50:00,4.242205E+03,0.000000E+00,1.439145E-01,0.000000E+00,5.679257E+03,0.000000E+00,1.953488E-01,0.000000E+00
03:00:00,4.240810E+03,0.000000E+00,1.438629E-01,0.000000E+00,5.680486E+03,0.000000E+00,1.953990E-01,0.000000E+00
03:10:00,4.239628E+03,0.000000E+00,1.438203E-01,0.000000E+00,5.681496E+03,0.000000E+00,1.954375E-01,0.000000E+00
03:20:00,4.238659E+03,0.000000E+00,1.437853E-01,0.000000E+00,5.682310E+03,0.000000E+00,1.954687E-01,0.000000E+00
03:30:00,4.237843E+03,0.000000E+00,1.437558E-01,0.000000E+00,5.682985E+03,0.000000E+00,1.954944E-01,0.000000E+00
03:40:00,4.237151E+03,0.000000E+00,1.437309E-01,0.000000E+00,5.683554E+03,0.000000E+00,1.955161E-01,0.000000E+00
03:50:00,4.236558E+03,0.000000E+00,1.437095E-01,0.000000E+00,5.684039E+03,0.000000E+00,1.955346E-01,0.000000E+00
04:00:00,4.236046E+03,0.000000E+00,1.436910E-01,0.000000E+00,5.684456E+03,0.000000E+00,1.955505E-01,0.000000E+00
04:10:00,4.235598E+03,0.000000E+00,1.436749E-01,0.000000E+00,5.684819E+03,0.000000E+00,1.955643E-01,0.000000E+00
04:20:00,4.235204E+03,0.000000E+00,1.436607E-01,0.000000E+00,5.685136E+03,0.000000E+00,1.955763E-01,0.000000E+00
04:30:00,4.234853E+03,0.000000E+00,1.436481E-01,0.000000E+00,5.685416E+03,0.000000E+00,1.955870E-01,0.000000E+00
04:40:00,4.234538E+03,0.000000E+00,1.436368E-01,0.000000E+00,5.685666E+03,0.000000E+00,1.955964E-01,0.000000E+00
04:50:00,4.234253E+03,0.000000E+00,1.436265E-01,0.000000E+00,5.685889E+03,0.000000E+00,1.956049E-01,0.000000E+00
05:00:00,4.233993E+03,0.000000E+00,1.436172E-01,0.000000E+00,5.686091E+03,0.000000E+00,1.956126E-01,0.000000E+00
05:10:00,4.233753E+03,0.000000E+00,1.436086E-01,0.000000E+00,5.686274E+03,0.000000E+00,1.956195E-01,0.000000E+00
05:20:00,4.233531E+03,0.000000E+00,1.436006E-01,0.000000E+00,5.686442E+03,0.000000E+00,1.956259E-01,0.000000E+00
05:30:00,4.233323E+03,0.000000E+00,1.435932E-01,0.000000E+00,5.686596E+03,0.000000E+00,1.956317E-01,0.000000E+00
05:40:00,4.233128E+03,0.000000E+00,1.435862E-01,0.000000E+00,5.686739E+03,0.000000E+00,1.956371E-01,0.000000E+00
05:50:00,4.232944E+03,0.000000E+00,1.435795E-01,0.000000E+00,5.686873E+03,0.000000E+00,1.956422E-01,0.000000E+00
06:00:00,4.232769E+03,0.000000E+00,1.435733E-01,0.000000E+00,5.686998E+03,0.000000E+00,1.956469E-01,0.000000E+00
