Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,3.331750E+03,0.000000E+00,1.123040E-01,0.000000E+00,4.381455E+03,0.000000E+00,1.496510E-01,0.000000E+00
00:20:00,3.310710E+03,0.000000E+00,1.115907E-01,0.000000E+00,4.404199E+03,0.000000E+00,1.504362E-01,0.000000E+00
00:30:00,3.289355E+03,0.000000E+00,1.108662E-01,0.000000E+00,4.427219E+03,0.000000E+00,1.512319E-01,0.000000E+00
00:40:00,3.267716E+03,0.000000E+00,1.101317E-01,0.000000E+00,4.450496E+03,0.000000E+00,1.520371E-01,0.000000E+00
00:50:00,3.255684E+03,0.000000E+00,1.097206E-01,0.000000E+00,4.463207E+03,0.000000E+00,1.524820E-01,0.000000E+00
01:00:00,3.253611E+03,0.000000E+00,1.096464E-01,0.000000E+00,4.464995E+03,0.000000E+00,1.525511E-01,0.000000E+00
01:10:00,3.251959E+03,0.000000E+00,1.095878E-01,0.000000E+00,4.466370E+03,0.000000E+00,1.526025E-01,0.000000E+00
01:20:00,3.250634E+03,0.000000E+00,1.095409E-01,0.000000E+00,4.467456E+03,0.000000E+00,1.526430E-01,0.000000E+00
01:30:00,3.249499E+03,0.000000E+00,1.095008E-01,0.000000E+00,4.468395E+03,0.000000E+00,1.526778E-01,0.000000E+00
01:40:00,3.248540E+03,0.000000E+00,1.094670E-01,0.000000E+00,4.469192E+03,0.000000E+00,1.527074E-01,0.000000E+00
01:50:00,3.247723E+03,0.000000E+00,1.094381E-01,0.000000E+00,4.469874E+03,0.000000E+00,1.527327E-01,0.000000E+00
02:00:00,3.247023E+03,0.000000E+00,1.094134E-01,0.000000E+00,4.470462E+03,0.000000E+00,1.527545E-01,0.000000E+00
02:10:00,3.246417E+03,0.000000E+00,1.093920E-01,0.000000E+00,4.470973E+03,0.000000E+00,1.527735E-01,0.000000E+00
02:20:00,3.245889E+03,0.000000E+00,1.093734E-01,0.000000E+00,4.471420E+03,0.000000E+00,1.527900E-01,0.000000E+00
02:30:00,3.245424E+03,0.000000E+00,1.093570E-01,0.000000E+00,4.471814E+03,0.000000E+00,1.528046E-01,0.000000E+00
02:40:00,3.245012E+03,0.000000E+00,1.093424E-01,0.000000E+00,4.472164E+03,0.000000E+00,1.528176E-01,0.000000E+00
02:50:00,3.244643E+03,0.000000E+00,1.093294E-01,0.000000E+00,4.472477E+03,0.000000E+00,1.528292E-01,0.000000E+00
03:00:00,3.244310E+03,0.000000E+00,1.093177E-01,0.000000E+00,4.472759E+03,0.000000E+00,1.528396E-01,0.000000E+00
03:10:00,3.244007E+03,0.000000E+00,1.093070E-01,0.000000E+00,4.473015E+03,0.000000E+00,1.528491E-01,0.000000E+00
