Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,4.667426E+03,0.000000E+00,1.583310E-01,0.000000E+00,6.583780E+03,0.000000E+00,2.265042E-01,0.000000E+00
00:20:00,4.666645E+03,0.000000E+00,1.583027E-01,0.000000E+00,6.583882E+03,0.000000E+00,2.265081E-01,0.000000E+00
00:30:00,4.665974E+03,0.000000E+00,1.582784E-01,0.000000E+00,6.583975E+03,0.000000E+00,2.265117E-01,0.000000E+00
00:40:00,4.665394E+03,0.000000E+00,1.582573E-01,0.000000E+00,6.584060E+03,0.000000E+00,2.265150E-01,0.000000E+00
00:50:00,4.664887E+03,0.000000E+00,1.582389E-01,0.000000E+00,6.584138E+03,0.000000E+00,2.265180E-01,0.000000E+00
01:00:00,4.664440E+03,0.000000E+00,1.582228E-01,0.000000E+00,6.584211E+03,0.000000E+00,2.265208E-01,0.000000E+00
01:10:00,4.664043E+03,0.000000E+00,1.582084E-01,0.000000E+00,6.584279E+03,0.000000E+00,2.265234E-01,0.000000E+00
01:20:00,4.663687E+03,0.000000E+00,1.581955E-01,0.000000E+00,6.584343E+03,0.000000E+00,2.265259E-01,0.000000E+00
01:30:00,4.663366E+03,0.000000E+00,1.581839E-01,0.000000E+00,6.584404E+03,0.000000E+00,2.265282E-01,0.000000E+00
01:40:00,4.663073E+03,0.000000E+00,1.581733E-01,0.000000E+00,6.584463E+03,0.000000E+00,2.265304E-01,0.000000E+00
01:50:00,4.662803E+03,0.000000E+00,1.581636E-01,0.000000E+00,6.584518E+03,0.000000E+00,2.265325E-01,0.000000E+00
02:00:00,4.662554E+03,0.000000E+00,1.581546E-01,0.000000E+00,6.584571E+03,0.000000E+00,2.265346E-01,0.000000E+00
02:10:00,4.662322E+03,0.000000E+00,1.581462E-01,0.000000E+00,6.584623E+03,0.000000E+00,2.265365E-01,0.000000E+00
02:20:00,4.662104E+03,0.000000E+00,1.581384E-01,0.000000E+00,6.584672E+03,0.000000E+00,2.265384E-01,0.000000E+00
02:30:00,4.661899E+03,0.000000E+00,1.581310E-01,0.000000E+00,6.584720E+03,0.000000E+00,2.265403E-01,0.000000E+00
02:40:00,4.661705E+03,0.000000E+00,1.581240E-01,0.000000E+00,6.584766E+03,0.000000E+00,2.265420E-01,0.000000E+00
02:50:00,4.661520E+03,0.000000E+00,1.581173E-01,0.000000E+00,6.584811E+03,0.000000E+00,2.265437E-01,0.000000E+00
03:00:00,4.661343E+03,0.000000E+00,1.581109E-01,0.000000E+00,6.584854E+03,0.000000E+00,2.265454E-01,0.000000E+00
03:10:00,4.661173E+03,0.000000E+00,1.581048E-01,0.000000E+00,6.584896E+03,0.000000E+00,2.265470E-01,0.000000E+00
03:20:00,4.661010E+03,0.000000E+00,1.580989E-01,0.000000E+00,6.584937E+03,0.000000E+00,2.265486E-01,0.000000E+00
03:30:00,4.660853E+03,0.000000E+00,1.580933E-01,0.000000E+00,6.584977E+03,0.000000E+00,2.265501E-01,0.000000E+00
03:40:00,4.660701E+03,0.000000E+00,1.580878E-01,0.000000E+00,6.585016E+03,0.000000E+00,2.265515E-01,0.000000E+00
03:50:00,4.660553E+03,0.000000E+00,1.580825E-01,0.000000E+00,6.585054E+03,0.000000E+00,2.265530E-01,0.000000E+00
04:00:00,4.660410E+03,0.000000E+00,1.580773E-01,0.000000E+00,6.585090E+03,0.000000E+00,2.265544E-01,0.000000E+00
04:10:00,4.660271E+03,0.000000E+00,1.580723E-01,0.000000E+00,6.585126E+03,0.000000E+00,2.265558E-01,0.000000E+00
04:20:00,4.660136E+03,0.000000E+00,1.580675E-01,0.000000E+00,6.585161E+03,0.000000E+00,2.265571E-01,0.000000E+00
04:30:00,4.660004E+03,0.000000E+00,1.580627E-01,0.000000E+00,6.585195E+03,0.000000E+00,2.265584E-01,0.000000E+00
04:40:00,4.659876E+03,0.000000E+00,1.580581E-01,0.000000E+00,6.585229E+03,0.000000E+00,2.265597E-01,0.000000E+00
04:50:00,4.659750E+03,0.000000E+00,1.580536E-01,0.000000E+00,6.585261E+03,0.000000E+00,2.265609E-01,0.000000E+00
05:00:00,4.659628E+03,0.000000E+00,1.580492E-01,0.000000E+00,6.585293E+03,0.000000E+00,2.265621E-01,0.000000E+00
05:10:00,4.659508E+03,0.000000E+00,1.580449E-01,0.000000E+00,6.585324E+03,0.000000E+00,2.265633E-01,0.000000E+00
05:20:00,4.659391E+03,0.000000E+00,1.580407E-01,0.000000E+00,6.585354E+03,0.000000E+00,2.265644E-01,0.000000E+00
05:30:00,4.659277E+03,0.000000E+00,1.580365E-01,0.000000E+00,6.585384E+03,0.000000E+00,2.265656E-01,0.000000E+00
05:40:00,4.659165E+03,0.000000E+00,1.580325E-01,0.000000E+00,6.585413E+03,0.000000E+00,2.265667E-01,0.000000E+00
05:50:00,4.659055E+03,0.000000E+00,1.580286E-01,0.000000E+00,6.585441E+03,0.000000E+00,2.265677E-01,0.000000E+00
06:00:00,4.658948E+03,0.000000E+00,1.580247E-01,0.000000E+00,6.585469E+03,0.000000E+00,2.265688E-01,0.000000E+00
06:10:00,4.658843E+03,0.000000E+00,1.580209E-01,0.000000E+00,6.585496E+03,0.000000E+00,2.265698E-01,0.000000E+00
06:20:00,4.658740E+03,0.000000E+00,1.580172E-01,0.000000E+00,6.585523E+03,0.000000E+00,2.265708E-01,0.000000E+00
06:30:00,4.658639E+03,0.000000E+00,1.580136E-01,0.000000E+00,6.585549E+03,0.000000E+00,2.265718E-01,0.000000E+00
06:40:00,4.658540E+03,0.000000E+00,1.580100E-01,0.000000E+00,6.585574E+03,0.000000E+00,2.265728E-01,0.000000E+00
06:50:00,4.658444E+03,0.000000E+00,1.580066E-01,0.000000E+00,6.585599E+03,0.000000E+00,2.265737E-01,0.000000E+00
07:00:00,4.658349E+03,0.000000E+00,1.580031E-01,0.000000E+00,6.585623E+03,0.000000E+00,2.265747E-01,0.000000E+00
07:10:00,4.656582E+03,0.000000E+00,1.579430E-01,0.000000E+00,6.564144E+03,0.000000E+00,2.258358E-01,0.000000E+00
07:20:00,4.654757E+03,0.000000E+00,1.578806E-01,0.000000E+00,6.542012E+03,0.000000E+00,2.250644E-01,0.000000E+00
07:30:00,4.652876E+03,0.000000E+00,1.578161E-01,0.000000E+00,6.519351E+03,0.000000E+00,2.242728E-01,0.000000E+00
07:40:00,4.650960E+03,0.000000E+00,1.577504E-01,0.000000E+00,6.496374E+03,0.000000E+00,2.234685E-01,0.000000E+00
07:50:00,4.649011E+03,0.000000E+00,1.576834E-01,0.000000E+00,6.473102E+03,0.000000E+00,2.226530E-01,0.000000E+00
08:00:00,4.647033E+03,0.000000E+00,1.576154E-01,0.000000E+00,6.449584E+03,0.000000E+00,2.218281E-01,0.000000E+00
08:10:00,4.657315E+03,0.000000E+00,1.579631E-01,0.000000E+00,6.447317E+03,0.000000E+00,2.217334E-01,0.000000E+00
08:20:00,4.678602E+03,0.000000E+00,1.586866E-01,0.000000E+00,6.445522E+03,0.000000E+00,2.216641E-01,0.000000E+00
08:30:00,4.700497E+03,0.000000E+00,1.594338E-01,0.000000E+00,6.444132E+03,0.000000E+00,2.216101E-01,0.000000E+00
08:40:00,4.722919E+03,0.000000E+00,1.602000E-01,0.000000E+00,6.442941E+03,0.000000E+00,2.215644E-01,0.000000E+00
08:50:00,4.745829E+03,0.000000E+00,1.609839E-01,0.000000E+00,6.463437E+03,0.000000E+00,2.222650E-01,0.000000E+00
09:00:00,4.769098E+03,0.000000E+00,1.617810E-01,0.000000E+00,6.484735E+03,0.000000E+00,2.230040E-01,0.000000E+00
09:10:00,4.782059E+03,0.000000E+00,1.622292E-01,0.000000E+00,6.506728E+03,0.000000E+00,2.237695E-01,0.000000E+00
09:20:00,4.784276E+03,0.000000E+00,1.623114E-01,0.000000E+00,6.529155E+03,0.000000E+00,2.245524E-01,0.000000E+00
09:30:00,4.786128E+03,0.000000E+00,1.623788E-01,0.000000E+00,6.551935E+03,0.000000E+00,2.253489E-01,0.000000E+00
09:40:00,4.787651E+03,0.000000E+00,1.624343E-01,0.000000E+00,6.575020E+03,0.000000E+00,2.261571E-01,0.000000E+00
09:50:00,4.788859E+03,0.000000E+00,1.624784E-01,0.000000E+00,6.576867E+03,0.000000E+00,2.262361E-01,0.000000E+00
10:00:00,4.789859E+03,0.000000E+00,1.625149E-01,0.000000E+00,6.578288E+03,0.000000E+00,2.262913E-01,0.000000E+00
10:10:00,4.790690E+03,0.000000E+00,1.625452E-01,0.000000E+00,6.579372E+03,0.000000E+00,2.263335E-01,0.000000E+00
10:20:00,4.791417E+03,0.000000E+00,1.625716E-01,0.000000E+00,6.580294E+03,0.000000E+00,2.263690E-01,0.000000E+00
10:30:00,4.792043E+03,0.000000E+00,1.625943E-01,0.000000E+00,6.581062E+03,0.000000E+00,2.263987E-01,0.000000E+00
10:40:00,4.792586E+03,0.000000E+00,1.626141E-01,0.000000E+00,6.581708E+03,0.000000E+00,2.264236E-01,0.000000E+00
10:50:00,4.793060E+03,0.000000E+00,1.626313E-01,0.000000E+00,6.582253E+03,0.000000E+00,2.264446E-01,0.000000E+00
11:00:00,4.793477E+03,0.000000E+00,1.626465E-01,0.000000E+00,6.582717E+03,0.000000E+00,2.264625E-01,0.000000E+00
11:10:00,4.793847E+03,0.000000E+00,1.626599E-01,0.000000E+00,6.583114E+03,0.000000E+00,2.264778E-01,0.000000E+00
11:20:00,4.794178E+03,0.000000E+00,1.626719E-01,0.000000E+00,6.583455E+03,0.000000E+00,2.264909E-01,0.000000E+00
11:30:00,4.794475E+03,0.000000E+00,1.626827E-01,0.000000E+00,6.583750E+03,0.000000E+00,2.265023E-01,0.000000E+00
11:40:00,4.794746E+03,0.000000E+00,1.626925E-01,0.000000E+00,6.584007E+03,0.000000E+00,2.265121E-01,0.000000E+00
11:50:00,4.794993E+03,0.000000E+00,1.627015E-01,0.000000E+00,6.584232E+03,0.000000E+00,2.265208E-01,0.000000E+00
12:00:00,4.795221E+03,0.000000E+00,1.627097E-01,0.000000E+00,6.584430E+03,0.000000E+00,2.265284E-01,0.000000E+00
12:10:00,4.795438E+03,0.000000E+00,1.627176E-01,0.000000E+00,6.573901E+03,0.000000E+00,2.261669E-01,0.000000E+00
12:20:00,4.795635E+03,0.000000E+00,1.627247E-01,0.000000E+00,6.563053E+03,0.000000E+00,2.257894E-01,0.000000E+00
12:30:00,4.795815E+03,0.000000E+00,1.627313E-01,0.000000E+00,6.551931E+03,0.000000E+00,2.254015E-01,0.000000E+00
