timestep,year,month,day,hour,Zone Operative Temperature(hall_downstairs),Zone Air Temperature(hall_downstairs),Zone Operative Temperature(front_room),Zone Air Temperature(front_room),Zone Operative Temperature(kitchen),Zone Air Temperature(kitchen),Zone Operative Temperature(backroom),Zone Air Temperature(backroom),Zone Operative Temperature(bedroom_3),Zone Air Temperature(bedroom_3),Zone Operative Temperature(bedroom_1),Zone Air Temperature(bedroom_1),Zone Operative Temperature(hall_upstairs),Zone Air Temperature(hall_upstairs),Zone Operative Temperature(bathroom),Zone Air Temperature(bathroom),Zone Operative Temperature(bedroom_2),Zone Air Temperature(bedroom_2),Zone People Occupant Count(front_room),Zone People Occupant Count(kitchen),Zone People Occupant Count(backroom),Zone People Occupant Count(bedroom_3),Zone People Occupant Count(bedroom_1),Zone People Occupant Count(hall_upstairs),Zone People Occupant Count(bathroom),Zone People Occupant Count(bedroom_2)
0,2022.0,1.0,1.0,0.0,20.017294,20.464176,20.02287,20.455938,19.979399,20.306671,19.986927,20.359613,20.197227,20.745789,20.02101,20.382608,20.017958,20.06662,20.017254,20.444483,20.018358,20.440872,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1,2022.0,1.0,1.0,0.0,19.3285,19.12409,19.685146,19.756477,19.354338,19.12599,19.329268,19.108152,19.419294,19.188755,19.65122,19.627974,19.62245,19.331839,19.331484,19.109661,20.06735,20.48246,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
2,2022.0,1.0,1.0,0.0,19.670017,19.91062,19.533482,19.539263,19.650824,19.818182,19.026785,18.681265,19.096937,18.76795,19.494104,19.424063,19.458534,19.12758,20.05811,20.646818,19.359373,19.13868,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0
3,2022.0,1.0,1.0,0.0,19.799936,20.11852,19.054688,18.691828,19.193483,18.935925,19.506598,19.696768,19.57584,19.787663,19.113974,18.767017,19.380163,19.046833,20.243408,20.84559,19.066954,18.76326,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0
4,2022.0,1.0,1.0,0.0,19.807034,20.124819,18.850492,18.452286,18.953022,18.60492,19.079063,18.846903,19.709923,19.963326,18.917608,18.537287,20.06672,20.404049,19.38488,19.187056,19.689985,20.05104,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
5,2022.0,1.0,1.0,0.0,19.182058,18.955317,18.744425,18.347218,18.832228,18.474876,18.825464,18.479156,19.12821,18.86089,19.03862,18.889307,20.25431,20.622025,19.064974,18.76981,19.132236,18.897472,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
6,2022.0,1.0,1.0,1.0,18.90964,18.579742,18.654417,18.259575,19.357418,19.540186,18.714354,18.361773,18.88679,18.55749,19.065578,18.962276,19.595905,19.329035,18.931868,18.635769,18.888624,18.589056,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2022.0,1.0,1.0,1.0,18.786924,18.45573,18.808119,18.648169,18.945993,18.69586,18.635664,18.289099,18.781097,18.45495,19.027555,18.93145,19.385128,19.05165,18.833971,18.544405,18.784903,18.488564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022.0,1.0,1.0,1.0,18.701954,18.379412,18.852844,18.742691,18.738901,18.404854,19.405186,19.825478,18.8973,18.775814,18.985735,18.893763,19.313282,18.985151,18.756512,18.47609,18.887444,18.781166,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
9,2022.0,1.0,1.0,1.0,19.292608,19.560831,19.275904,19.563545,18.6471,18.310888,18.89741,18.710583,18.918325,18.83401,18.94395,18.854458,19.257692,18.935843,18.862541,18.763813,18.896288,18.820047,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2022.0,1.0,1.0,1.0,18.864136,18.665813,19.428799,19.77533,18.775455,18.639105,18.626192,18.308628,18.88612,18.8075,18.904968,18.817839,19.413733,19.30029,18.871187,18.798454,19.656624,20.293648,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
11,2022.0,1.0,1.0,1.0,19.296572,19.575258,18.858568,18.651121,18.813873,18.724625,18.535337,18.215988,18.850702,18.775093,18.868977,18.784246,20.24007,20.864853,18.839674,18.7715,18.960196,18.79388,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
12,2022.0,1.0,1.0,2.0,18.855295,18.672094,18.584124,18.24354,18.795958,18.71472,18.654894,18.52389,18.815893,18.74266,19.154617,19.352112,19.54294,19.357998,18.80502,18.739336,18.686888,18.423384,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
13,2022.0,1.0,1.0,2.0,18.624018,18.336601,18.482582,18.135075,18.76968,18.690516,19.376686,19.892317,18.781973,18.710102,18.962254,18.93126,19.281036,18.978104,19.80747,20.667257,18.597431,18.333805,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
14,2022.0,1.0,1.0,2.0,18.532337,18.240314,18.606165,18.454449,18.741999,18.664146,18.817543,18.676733,19.369415,19.847494,19.154436,19.35171,19.212528,18.907763,18.98207,18.860106,19.473972,20.0721,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0
15,2022.0,1.0,1.0,2.0,18.466219,18.176321,18.659008,18.562674,18.714155,18.636963,18.51627,18.217012,18.977606,18.974129,18.945253,18.90596,19.1606,18.858126,18.66135,18.410288,19.58059,20.056541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
16,2022.0,1.0,1.0,2.0,18.582087,18.465624,18.644094,18.555517,18.68729,18.611313,19.037876,19.270565,19.224028,19.498379,18.825336,18.744394,19.309109,19.200733,18.56978,18.318684,18.878748,18.691563,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
17,2022.0,1.0,1.0,2.0,18.613054,18.534576,18.620445,18.533548,18.660505,18.585445,18.641323,18.442844,18.739002,18.516708,18.77917,18.696106,19.348473,19.265055,18.501076,18.252792,18.640026,18.379248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2022.0,1.0,1.0,3.0,18.596506,18.522898,18.595707,18.510307,18.634624,18.560781,18.437689,18.145006,18.53677,18.258154,19.063744,19.264816,19.33975,19.265059,18.602345,18.514206,19.304499,19.714193,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
19,2022.0,1.0,1.0,3.0,18.572662,18.499924,18.570126,18.485104,18.608498,18.534933,18.355156,18.055355,18.455067,18.1738,18.842855,18.78985,19.326345,19.253,18.617235,18.551172,19.530735,20.004536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,2022.0,1.0,1.0,3.0,18.54745,18.475441,18.545181,18.460573,18.583324,18.510141,18.491121,18.38565,18.583082,18.494684,18.850523,18.83901,19.310213,19.236584,18.595081,18.531126,19.600632,20.072119,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
21,2022.0,1.0,1.0,3.0,18.523691,18.453972,18.52264,18.44023,18.560589,18.489424,18.514393,18.4356,18.59363,18.518995,18.576155,18.326876,19.294744,19.221783,18.57119,18.509481,18.90469,18.721165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2022.0,1.0,1.0,3.0,18.498941,18.430073,18.499151,18.417469,18.53711,18.46655,18.503004,18.43002,19.213724,19.711338,18.405996,18.093386,19.278578,19.20556,18.545797,18.485014,19.416014,19.83245,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
23,2022.0,1.0,1.0,3.0,18.475002,18.406956,18.4761,18.39536,18.5143,18.444466,18.483662,18.412048,18.811401,18.811983,18.849041,19.014856,19.26269,19.189728,18.520947,18.46104,18.843441,18.651423,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
24,2022.0,1.0,1.0,4.0,19.212025,19.81683,18.453545,18.373882,18.492102,18.423101,18.46278,18.392353,18.470316,18.224903,18.719013,18.683088,19.247124,19.174324,18.49642,18.436546,18.612398,18.352205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2022.0,1.0,1.0,4.0,18.592346,18.4688,18.43165,18.352983,18.47037,18.402224,18.441484,18.37219,18.346888,18.077604,18.61533,18.537498,19.231897,19.159267,18.472738,18.41309,18.518948,18.259453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2022.0,1.0,1.0,4.0,18.30301,18.030241,18.4089,18.329868,18.447777,18.379221,18.418749,18.349348,18.467133,18.382313,18.578318,18.497477,19.216393,19.143234,18.448776,18.388325,18.444736,18.186567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2022.0,1.0,1.0,4.0,18.227724,17.959515,18.388958,18.312057,18.427872,18.361195,18.398296,18.331102,18.478876,18.407225,18.54985,18.471636,19.20239,19.130047,19.409988,20.219597,18.544592,18.4501,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
28,2022.0,1.0,1.0,4.0,18.326757,18.217106,18.36817,18.292213,18.407381,18.341393,18.376862,18.31077,18.46195,18.39417,18.522516,18.445225,19.187836,19.115705,18.634144,18.520216,18.55952,18.490532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2022.0,1.0,1.0,4.0,18.360598,18.29329,18.34549,18.268263,18.385483,18.31816,18.353674,18.286612,18.438822,18.37078,18.494297,18.415539,19.172365,19.099445,18.34349,18.106335,18.533665,18.466795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2022.0,1.0,1.0,5.0,18.34321,18.277203,18.32522,18.248835,18.365623,18.298883,18.332712,18.266552,18.416435,18.349285,18.469774,18.391893,19.157986,19.085243,18.270624,18.036846,18.505674,18.440344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2022.0,1.0,1.0,5.0,18.324425,18.260553,18.306732,18.232677,18.347109,18.282324,18.313385,18.249435,19.035372,19.538498,18.44783,18.372307,19.144337,19.072357,18.217253,17.988758,18.478922,18.4162,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
32,2022.0,1.0,1.0,5.0,18.303547,18.240288,18.286646,18.213062,18.327053,18.26269,18.292639,18.229235,18.633356,18.636555,18.424839,18.349716,19.130024,19.058052,18.318571,18.23932,18.45129,18.389427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2022.0,1.0,1.0,5.0,18.282866,18.220137,18.266918,18.193884,18.307192,18.243372,18.27223,18.209452,18.306805,18.074356,18.402697,18.328053,19.115871,19.043991,18.336174,18.2752,19.218857,19.865498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
34,2022.0,1.0,1.0,5.0,18.262114,18.199766,18.247236,18.174604,18.287392,18.223936,18.252043,18.189653,18.19004,17.933435,18.381039,18.306684,19.101694,19.029829,18.32147,18.26287,18.713764,18.73729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2022.0,1.0,1.0,5.0,18.240755,18.178276,18.227102,18.15428,18.267248,18.203543,18.231688,18.16901,18.299091,18.211468,18.703125,18.93294,19.087206,19.015009,18.302517,18.244354,18.354046,18.125544,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
36,2022.0,1.0,1.0,6.0,18.21999,18.157999,18.20781,18.135338,18.247862,18.18445,18.212141,18.149744,18.317112,18.247725,18.47256,18.425468,19.073095,19.000917,18.282242,18.223404,18.245985,18.006714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2022.0,1.0,1.0,6.0,21.181658,23.40897,21.077467,23.203972,21.154009,23.331257,21.152319,23.355986,21.263605,23.325148,21.214592,23.140125,21.160843,22.595072,21.38333,23.549458,21.28875,23.293322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2022.0,1.0,1.0,6.0,20.998564,22.710915,20.997509,22.691538,20.997702,22.68364,20.997644,22.706947,20.997684,22.614859,20.998018,22.551567,21.005838,22.178757,20.992685,22.602503,20.993937,22.549059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2022.0,1.0,1.0,6.0,21.114222,22.7144,21.112968,22.68012,21.111914,22.68234,21.113419,22.705364,21.064753,22.495861,21.105907,22.53716,21.079227,22.17391,21.10846,22.625586,21.105474,22.572239,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
40,2022.0,1.0,1.0,6.0,21.101702,22.526154,21.100145,22.481043,21.0994,22.492826,21.10124,22.514105,21.119434,22.456867,21.093,22.335789,21.070082,22.040125,21.097664,22.444717,21.094248,22.396107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2022.0,1.0,1.0,6.0,21.09518,22.419508,21.092548,22.365088,21.092295,22.384031,21.09404,22.403479,21.108923,22.294794,21.08511,22.2133,21.065613,21.958864,21.08986,22.335335,21.088167,22.293873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2022.0,1.0,1.0,7.0,21.089289,22.336071,21.086771,22.276516,21.087126,22.3013,21.088606,22.319006,21.081806,22.17626,21.07908,22.11953,21.06141,21.894783,21.085192,22.254337,21.083126,22.214376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2022.0,1.0,1.0,7.0,21.085325,22.274475,21.08248,22.209715,21.083185,22.23876,21.084478,22.25523,21.078382,22.121578,21.074495,22.04934,21.059668,21.849255,21.08149,22.192726,21.018835,22.00213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
44,2022.0,1.0,1.0,7.0,21.082119,22.225983,21.079105,22.157505,21.037434,22.079157,21.080944,22.204523,21.075089,22.073761,21.071432,21.996485,21.057379,21.811684,21.078592,22.145212,21.038233,22.010305,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
45,2022.0,1.0,1.0,7.0,21.034557,22.07148,21.07664,22.116035,21.100948,22.194456,21.07811,22.163834,21.073492,22.038504,21.042316,21.885263,21.055416,21.781809,21.076172,22.107342,21.093914,22.112143,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
46,2022.0,1.0,1.0,7.0,21.100624,22.201923,21.074331,22.0813,21.096334,22.118475,21.076813,22.132425,21.071789,22.008806,21.067772,21.937672,21.05422,21.758427,21.07359,22.075584,21.089716,22.046669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2022.0,1.0,1.0,7.0,21.096085,22.131319,21.07238,22.052244,21.072474,22.061983,21.07477,22.103996,21.02124,21.858479,21.065557,21.899036,21.052217,21.737104,21.073612,22.05389,21.088217,22.013079,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
48,2022.0,1.0,1.0,8.0,21.094315,22.097416,21.070963,22.027925,21.071095,22.050291,21.072863,22.0797,21.0915,22.009832,21.037624,21.8071,21.037323,21.66657,21.07221,22.032225,21.028006,21.833508,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0
49,2022.0,1.0,1.0,8.0,21.071697,22.048615,21.06954,22.00624,21.071085,22.036343,21.072205,22.060308,21.087769,21.946976,21.063032,21.825157,21.018261,21.610167,21.070564,22.013174,21.08754,21.993948,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
50,2022.0,1.0,1.0,8.0,21.070963,22.045053,21.068426,21.98734,21.025702,21.907015,21.070913,22.041498,21.03746,21.79478,21.086346,21.85179,21.07082,21.72776,21.070217,21.998835,21.083908,21.946232,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
51,2022.0,1.0,1.0,8.0,21.024258,21.917013,21.067427,21.970392,21.049856,21.94094,21.069725,22.024862,21.086462,21.923866,21.058554,21.743786,21.068563,21.683846,21.010988,21.830952,21.024597,21.780458,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0
52,2022.0,1.0,1.0,8.0,21.092562,22.07137,21.066597,21.955173,21.048866,21.91147,21.068777,22.009848,21.083435,21.880806,21.08359,21.801958,21.066645,21.660435,21.088621,22.022663,21.084549,21.947752,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2022.0,1.0,1.0,8.0,21.089622,22.017912,21.065834,21.941265,21.090279,22.003937,21.06808,21.99646,21.083233,21.865303,21.081593,21.768715,21.013931,21.513947,21.085533,21.965322,21.02379,21.758253,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
54,2022.0,1.0,1.0,9.0,21.088402,21.996029,21.065014,21.928238,21.087154,21.959831,21.06801,21.98511,21.060797,21.830027,21.055065,21.729746,21.01502,21.527628,21.016018,21.771309,21.084263,21.930586,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
55,2022.0,1.0,1.0,9.0,20.205297,20.30251,20.265406,20.384722,19.996567,19.850668,20.202515,20.31209,20.262644,20.30484,20.353243,20.395004,20.83572,21.17974,19.939821,19.761526,20.009644,19.831476,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
56,2022.0,1.0,1.0,9.0,19.773869,19.68796,19.817266,19.719845,20.06648,20.208538,19.760363,19.671309,19.883371,19.780916,19.977283,19.861526,20.0911,19.808807,19.498583,19.182579,19.551994,19.22263,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2022.0,1.0,1.0,9.0,20.321499,20.872244,20.068563,20.330194,20.105495,20.330425,19.577387,19.472902,19.714645,19.60784,19.814093,19.691713,19.807926,19.452105,19.306026,18.992373,19.35594,19.02873,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2022.0,1.0,1.0,9.0,19.576797,19.39939,19.754686,19.764328,20.05884,20.292885,19.445618,19.340971,19.584185,19.48053,19.68769,19.5683,19.677523,19.324596,20.146658,20.715082,19.398348,19.271055,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
59,2022.0,1.0,1.0,9.0,19.826826,20.050493,19.923605,20.190826,19.407583,19.119127,19.334553,19.22977,19.471823,19.370716,19.577316,19.460546,20.31391,20.62713,20.338278,20.932375,20.229643,20.914516,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
60,2022.0,1.0,1.0,10.0,19.276564,19.01587,19.726511,19.7917,19.114262,18.746906,19.239101,19.13521,20.063097,20.575148,19.830292,20.02383,20.473763,20.828413,19.479296,19.286238,19.440182,19.261742,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0
61,2022.0,1.0,1.0,10.0,19.001106,18.66322,19.165417,18.811697,18.979275,18.61654,19.154501,19.051102,19.993996,20.309359,19.568592,19.514515,19.79708,19.53004,19.1406,18.846663,19.084455,18.783674,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
62,2022.0,1.0,1.0,10.0,19.537855,19.784756,18.93606,18.538843,19.474514,19.64865,19.081144,18.980505,19.958366,20.263222,19.391766,19.288729,20.305067,20.637344,19.001093,18.71213,19.815514,20.281544,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0
