episode_num,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,-56424.26317649608,-1.0735209888983273,1622.364889314975,0.03086691189716467,-7753.316497046828,-0.14751363198338713,-48670.94667944925,-0.9260073569149401,0.0,0.0,8.236301369863014,0.14751363198338713,0.5926187081604609,0.0,0.0,0.0,7753.316497046828,52560,31536000
