episode_num,cost,gas_cost,electricity_costcumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,184116.1726216421,184116.1726216421,0.0,-5968950.288552549,-113.56450320685975,3851.788239699171,0.07328364230782289,-280.81229275944816,-0.005342699633931662,-115553.64719097511,-2.198509269234686,-445184.2976105267,-8.470020883000888,16.291856925418568,0.005342699633931662,0.015195829448947897,44518429.76105267,847.0020883000888,932.972259993472,280.81229275944816,52560,31536000
