episode_num,cost,gas_cost,electricity_costcumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,60323.90130314374,36345.14801709395,23978.753286049792,-1857858.3085124507,-35.34738029894312,833.1546240608211,0.015851495891568132,-5666.384709406913,-0.10780792826116654,-24994.63872182463,-0.475544876747044,-42474.88470873143,-0.8081218551889541,25.858066971080667,0.10780792826116654,0.2972989024936915,4247488.470873143,80.8121855188954,120.24351123053019,5666.384709406913,52560,31536000
