episode_num,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,-38168.506565933276,-0.7261892421220182,1183.4451618515563,0.02251607994390328,-2572.053444551801,-0.048935567818717676,-35503.354855546684,-0.6754823983170982,-93.0982658347844,-0.0017712759862021385,4.010654490106545,0.048935567818717676,0.35657605366356876,9309.826583478438,0.17712759862021382,1.6016840088988802,2572.053444551801,52560,31536000
