Time,BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],BEDROOM::Des Sens Cool Load [W],BEDROOM:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],BEDROOM::Des Cool Mass Flow [kg/s],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Load [W],LIVING::Des Sens Cool Load [W],LIVING:CAMBRIDGE.AP ANN HTG 99.6P CONDNS DB:Des Heat Mass Flow [kg/s],LIVING::Des Cool Mass Flow [kg/s]
00:10:00,4.290736E+03,0.000000E+00,1.455878E-01,0.000000E+00,5.560751E+03,0.000000E+00,1.911960E-01,0.000000E+00
00:20:00,4.269342E+03,0.000000E+00,1.448554E-01,0.000000E+00,5.582658E+03,0.000000E+00,1.919574E-01,0.000000E+00
00:30:00,4.257444E+03,0.000000E+00,1.444446E-01,0.000000E+00,5.605079E+03,0.000000E+00,1.927383E-01,0.000000E+00
00:40:00,4.245632E+03,0.000000E+00,1.440382E-01,0.000000E+00,5.627804E+03,0.000000E+00,1.935313E-01,0.000000E+00
00:50:00,4.243722E+03,0.000000E+00,1.439678E-01,0.000000E+00,5.650823E+03,0.000000E+00,1.943353E-01,0.000000E+00
01:00:00,4.242117E+03,0.000000E+00,1.439099E-01,0.000000E+00,5.674084E+03,0.000000E+00,1.951485E-01,0.000000E+00
01:10:00,4.240888E+03,0.000000E+00,1.438653E-01,0.000000E+00,5.676075E+03,0.000000E+00,1.952312E-01,0.000000E+00
01:20:00,4.239876E+03,0.000000E+00,1.438288E-01,0.000000E+00,5.677636E+03,0.000000E+00,1.952910E-01,0.000000E+00
01:30:00,4.239042E+03,0.000000E+00,1.437987E-01,0.000000E+00,5.678844E+03,0.000000E+00,1.953374E-01,0.000000E+00
01:40:00,4.238314E+03,0.000000E+00,1.437724E-01,0.000000E+00,5.679882E+03,0.000000E+00,1.953768E-01,0.000000E+00
01:50:00,4.237685E+03,0.000000E+00,1.437498E-01,0.000000E+00,5.680757E+03,0.000000E+00,1.954102E-01,0.000000E+00
02:00:00,4.237138E+03,0.000000E+00,1.437301E-01,0.000000E+00,5.681501E+03,0.000000E+00,1.954385E-01,0.000000E+00
02:10:00,4.236659E+03,0.000000E+00,1.437129E-01,0.000000E+00,5.682138E+03,0.000000E+00,1.954628E-01,0.000000E+00
02:20:00,4.236235E+03,0.000000E+00,1.436976E-01,0.000000E+00,5.682687E+03,0.000000E+00,1.954837E-01,0.000000E+00
02:30:00,4.235856E+03,0.000000E+00,1.436840E-01,0.000000E+00,5.683165E+03,0.000000E+00,1.955018E-01,0.000000E+00
02:40:00,4.235515E+03,0.000000E+00,1.436717E-01,0.000000E+00,5.683582E+03,0.000000E+00,1.955177E-01,0.000000E+00
02:50:00,4.235205E+03,0.000000E+00,1.436606E-01,0.000000E+00,5.683950E+03,0.000000E+00,1.955316E-01,0.000000E+00
03:00:00,4.234922E+03,0.000000E+00,1.436504E-01,0.000000E+00,5.684276E+03,0.000000E+00,1.955440E-01,0.000000E+00
03:10:00,4.234660E+03,0.000000E+00,1.436410E-01,0.000000E+00,5.684568E+03,0.000000E+00,1.955551E-01,0.000000E+00
03:20:00,4.234416E+03,0.000000E+00,1.436323E-01,0.000000E+00,5.684830E+03,0.000000E+00,1.955650E-01,0.000000E+00
03:30:00,4.234188E+03,0.000000E+00,1.436241E-01,0.000000E+00,5.685068E+03,0.000000E+00,1.955740E-01,0.000000E+00
03:40:00,4.233973E+03,0.000000E+00,1.436164E-01,0.000000E+00,5.685284E+03,0.000000E+00,1.955822E-01,0.000000E+00
03:50:00,4.233770E+03,0.000000E+00,1.436091E-01,0.000000E+00,5.685483E+03,0.000000E+00,1.955898E-01,0.000000E+00
04:00:00,4.233577E+03,0.000000E+00,1.436022E-01,0.000000E+00,5.685666E+03,0.000000E+00,1.955967E-01,0.000000E+00
04:10:00,4.233392E+03,0.000000E+00,1.435956E-01,0.000000E+00,5.685837E+03,0.000000E+00,1.956031E-01,0.000000E+00
04:20:00,4.233216E+03,0.000000E+00,1.435892E-01,0.000000E+00,5.685995E+03,0.000000E+00,1.956091E-01,0.000000E+00
04:30:00,4.233046E+03,0.000000E+00,1.435831E-01,0.000000E+00,5.686144E+03,0.000000E+00,1.956148E-01,0.000000E+00
04:40:00,4.232882E+03,0.000000E+00,1.435773E-01,0.000000E+00,5.686284E+03,0.000000E+00,1.956201E-01,0.000000E+00
04:50:00,4.232723E+03,0.000000E+00,1.435716E-01,0.000000E+00,5.686417E+03,0.000000E+00,1.956251E-01,0.000000E+00
05:00:00,4.232570E+03,0.000000E+00,1.435661E-01,0.000000E+00,5.686542E+03,0.000000E+00,1.956298E-01,0.000000E+00
05:10:00,4.242195E+03,0.000000E+00,1.438923E-01,0.000000E+00,5.686666E+03,0.000000E+00,1.956344E-01,0.000000E+00
05:20:00,4.252102E+03,0.000000E+00,1.442299E-01,0.000000E+00,5.686785E+03,0.000000E+00,1.956389E-01,0.000000E+00
05:30:00,4.262279E+03,0.000000E+00,1.445772E-01,0.000000E+00,5.686904E+03,0.000000E+00,1.956434E-01,0.000000E+00
