episode_num,cost,gas_cost,electricity_costcumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,171477.6512377954,171477.6512377954,0.0,-5536821.129360272,-105.34286775799603,3575.4375957355674,0.06802582944702373,-327.592160004758,-0.006232727549557801,-107263.12787206702,-2.040774883410712,-392164.000066404,-7.461263319376028,12.534246575342467,0.006232727549557801,0.048475951682922326,39216400.006640404,746.1263319376028,804.5252065614269,327.592160004758,52560,31536000
