,episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds),year,case,rep,zones_controlled,onoffseed,tempseed,filename,Unnamed: 0
1130,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_10_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1156,0,99914.31044023603,99914.31044023603,0.0,-377715.555212011,-7.186369010883009,3433.6433047999994,0.0653280689649923,-730.8434856584383,-0.0139049369417511,-103009.29914399998,-1.9598420689497715,-295244.8143551954,-5.617290988493063,12.659817351598171,0.0139049369417511,0.0924101916761501,29524481.43551954,561.7290988493063,631.4319894315672,730.8434856584383,52560,31536000,2023,0,0,4,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_5_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
1175,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_15_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
1178,0,216119.32945117832,216119.32945117832,0.0,-490883.33039512334,-9.339484977076166,4578.440474160182,0.0871088370274007,-36922.93687313651,-0.7024911886060979,-137353.21422480547,-2.613265110822022,-277153.17009797785,-5.2730816228686805,16.270928462709286,0.7024911886060979,2.400962010046647,27715317.00979779,527.3081622868681,610.6567323653851,36922.93687313651,52560,31536000,2022,0,0,0,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_15_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
1179,0,95691.0324706902,95691.0324706902,0.0,-460665.3473220269,-8.764561402626082,3287.374679395539,0.0625451803537964,-92888.60956385106,-1.7672870921585058,-98621.24038186618,-1.8763554106138924,-289491.90409390425,-5.507836835880979,33.25532724505327,1.7672870921585058,4.1393070368516405,28949190.409390427,550.7836835880979,633.6151272230928,92888.60956385106,52560,31536000,2023,0,0,0,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_15_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
1184,0,264424.7155691275,264424.7155691275,0.0,-467872.5227254934,-8.90168422232674,5592.885863842387,0.1064095483988277,-0.8450457086491809,-1.6077734182823076e-05,-167786.57591527162,-3.192286451964833,-251545.8178726815,-4.785879335477198,0.0038051750380517,1.6077734182823076e-05,0.0028615842690886,25154581.787268154,478.58793354771984,585.2743120271307,0.8450457086491809,52560,31536000,2022,0,0,0,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_5_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
1186,0,107088.17393995383,107088.17393995383,0.0,-411110.8247773785,-7.821743241578739,3734.342755068727,0.0710491391755846,-33732.15607544873,-0.641783791389816,-112030.2826520618,-2.131474175267538,-289769.8336016535,-5.513124688007107,20.858066971080667,0.641783791389816,1.9957966345421805,28976983.36016535,551.3124688007106,617.2239773078159,33732.15607544873,52560,31536000,2023,0,0,4,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_15_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1193,0,146748.62074173335,146748.62074173335,0.0,-490534.1468703249,-9.332841454914858,3044.88781945946,0.0579316556213748,-64695.57638192689,-1.230889961604393,-91346.6345837838,-1.7379496686412443,-305783.52385958604,-5.817799160189993,29.925799086757998,1.230889961604393,2.9604142781688743,30578352.3859586,581.7799160189992,647.9211736297141,64695.57638192689,52560,31536000,2022,0,0,4,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_15_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
1245,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
1252,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_5_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1253,0,109831.05932098864,109831.05932098864,0.0,-404263.0065070805,-7.691457505842475,3829.1683426613977,0.0728532789699657,-28069.80534192812,-0.5340526130503828,-114875.05027984192,-2.1855983690989715,-286340.41153465165,-5.4478769317856095,18.64916286149163,0.5340526130503828,1.7491006011723838,28634041.153465163,544.787693178561,606.4537657941961,28069.80534192812,52560,31536000,2023,0,0,4,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
1256,0,149236.3541633577,149236.3541633577,0.0,-476732.748652592,-9.070257774973213,3097.428029824728,0.0589312791062543,-50862.22916832696,-0.9676984240549268,-92922.84089474182,-1.7679383731876297,-303780.2581432222,-5.77968527669753,26.558219178082197,0.9676984240549268,2.565993912364211,30378025.81432221,577.9685276697529,641.4504173872693,50862.22916832696,52560,31536000,2022,0,0,4,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_10_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1288,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_5_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1296,0,182098.84245887585,182098.84245887585,0.0,-487940.6218290776,-9.283497371177274,3825.1037349328017,0.072775946250624,-56728.71331896026,-1.0793134193105072,-114753.11204798406,-2.1832783875187225,-282236.8454945109,-5.369802996470908,19.960045662100452,1.0793134193105072,3.056140158169177,28223684.54945109,536.9802996470908,617.5617387749102,56728.71331896026,52560,31536000,2022,0,0,0,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
1300,0,176213.05511554313,176213.05511554313,0.0,-438339.7057892916,-8.339796533281804,3692.384214715017,0.0702508412236494,-612.0144232389207,-0.0116441100311819,-110771.5264414505,-2.1075252367094843,-293567.7909760268,-5.585384150989856,4.528158295281583,0.0116441100311819,0.1039936766189644,29356779.09760268,558.5384150989855,629.2495694806179,612.0144232389207,52560,31536000,2022,0,0,4,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
1320,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_5_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1333,0,99914.31044023603,99914.31044023603,0.0,-377715.555212011,-7.186369010883009,3433.6433047999994,0.0653280689649923,-730.8434856584383,-0.0139049369417511,-103009.29914399998,-1.9598420689497715,-295244.8143551954,-5.617290988493063,12.659817351598171,0.0139049369417511,0.0924101916761501,29524481.43551954,561.7290988493063,631.4319894315672,730.8434856584383,52560,31536000,2023,0,0,4,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_5_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
1363,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_15_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
1368,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_15_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
1370,0,175010.29138187776,175010.29138187776,0.0,-501609.235893272,-9.543554716386454,3678.232930488497,0.0699816006561738,-70344.21602275604,-1.3383602744055565,-110346.98791465488,-2.099448019685215,-288089.10049100174,-5.48114726961571,23.515981735159816,1.3383602744055565,3.5138943418612474,28808910.04910017,548.114726961571,631.6244916661606,70344.21602275604,52560,31536000,2022,0,0,0,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_15_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
1374,0,211671.32550362265,211671.32550362265,0.0,-440934.51940342784,-8.389165133246344,4454.4608303269615,0.0847500157976971,-5.906619557954652,-0.0001123786065059,-133633.82490980884,-2.542500473930914,-267760.3013893562,-5.094374075139958,0.0247336377473363,0.0001123786065059,0.0094274594782509,26776030.13893562,509.4374075139958,612.4794529715564,5.906619557954652,52560,31536000,2022,0,0,0,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_5_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
1377,0,94912.5985217404,94912.5985217404,0.0,-428594.3207499444,-8.154382053842168,3272.1549738469207,0.0622556121355959,-52958.48427005981,-1.0075815119874394,-98164.6492154076,-1.8676683640678768,-297987.8396292487,-5.669479445000927,26.12633181126332,1.0075815119874394,2.604149322911714,29798783.962924875,566.9479445000927,632.8807455172681,52958.48427005981,52560,31536000,2023,0,0,4,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_15_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1447,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_5_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
1455,0,204513.84442432356,204513.84442432356,0.0,-449855.3423278327,-8.55889159680047,4303.206816385046,0.0818722758064126,-479.61869353103407,-0.0091251654020364,-129096.2044915514,-2.456168274192378,-282062.9475107627,-5.366494435136277,4.10958904109589,0.0091251654020364,0.0891635297166381,28206294.75107627,536.6494435136277,608.268305825904,479.61869353103407,52560,31536000,2022,0,0,4,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
1456,0,225838.2637952052,225838.2637952052,0.0,-486946.24518825376,-9.264578485316852,4778.212966110099,0.0909096835256868,-31863.692777716496,-0.6062346418895833,-143346.38898330295,-2.727290505770604,-270324.26879967994,-5.1431557990806684,14.805936073059362,0.6062346418895833,2.149116649537416,27032426.87996799,514.3155799080668,594.0146298887369,31863.692777716496,52560,31536000,2022,0,0,0,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
1460,0,99321.57252213752,99321.57252213752,0.0,-437888.44692445215,-8.33121093844087,3411.617071269099,0.0649090005949219,-72376.67069915397,-1.3770295034085611,-102348.51213807295,-1.9472700178476592,-284256.7977449375,-5.408234355877806,29.51293759512937,1.3770295034085611,3.5425746150361888,28425679.774493743,540.8234355877805,620.8695796070384,72376.67069915397,52560,31536000,2023,0,0,0,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1493,0,107088.17393995383,107088.17393995383,0.0,-411110.8247773785,-7.821743241578739,3734.342755068727,0.0710491391755846,-33732.15607544873,-0.641783791389816,-112030.2826520618,-2.131474175267538,-289769.8336016535,-5.513124688007107,20.858066971080667,0.641783791389816,1.9957966345421805,28976983.36016535,551.3124688007106,617.2239773078159,33732.15607544873,52560,31536000,2023,0,0,4,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_15_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
1495,0,146748.62074173335,146748.62074173335,0.0,-490534.1468703249,-9.332841454914858,3044.88781945946,0.0579316556213748,-64695.57638192689,-1.230889961604393,-91346.6345837838,-1.7379496686412443,-305783.52385958604,-5.817799160189993,29.925799086757998,1.230889961604393,2.9604142781688743,30578352.3859586,581.7799160189992,647.9211736297141,64695.57638192689,52560,31536000,2022,0,0,4,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_15_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
1501,0,216119.32945117832,216119.32945117832,0.0,-490883.33039512334,-9.339484977076166,4578.440474160182,0.0871088370274007,-36922.93687313651,-0.7024911886060979,-137353.21422480547,-2.613265110822022,-277153.17009797785,-5.2730816228686805,16.270928462709286,0.7024911886060979,2.400962010046647,27715317.00979779,527.3081622868681,610.6567323653851,36922.93687313651,52560,31536000,2022,0,0,0,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_15_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1504,0,264424.7155691275,264424.7155691275,0.0,-467872.5227254934,-8.90168422232674,5592.885863842387,0.1064095483988277,-0.8450457086491809,-1.6077734182823076e-05,-167786.57591527162,-3.192286451964833,-251545.8178726815,-4.785879335477198,0.0038051750380517,1.6077734182823076e-05,0.0028615842690886,25154581.787268154,478.58793354771984,585.2743120271307,0.8450457086491809,52560,31536000,2022,0,0,0,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_5_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1512,0,95691.0324706902,95691.0324706902,0.0,-460665.3473220269,-8.764561402626082,3287.374679395539,0.0625451803537964,-92888.60956385106,-1.7672870921585058,-98621.24038186618,-1.8763554106138924,-289491.90409390425,-5.507836835880979,33.25532724505327,1.7672870921585058,4.1393070368516405,28949190.409390427,550.7836835880979,633.6151272230928,92888.60956385106,52560,31536000,2023,0,0,0,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_15_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
1515,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_15_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1568,0,107038.25913863888,107038.25913863888,0.0,-441916.7083422224,-8.407852137409103,3713.464778265734,0.0706519173947057,-70398.31999918031,-1.3393896499083011,-111403.943347972,-2.119557521841172,-283950.38854172174,-5.402404652620277,23.63584474885845,1.3393896499083011,3.4800884574378084,28395038.854172166,540.2404652620276,623.8176659679839,70398.31999918031,52560,31536000,2023,0,0,0,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_15_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
1613,0,160830.5946251859,160830.5946251859,0.0,-378243.5722660868,-7.196414997452185,5659.175628220391,0.1076707691822753,0.0,0.0,-169775.26884661173,-3.2301230754682595,-246668.06280322227,-4.693075776317015,0.0,0.0,0.0,24666806.280322228,469.3075776317015,577.5085679548447,0.0,52560,31536000,2023,0,0,0,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_5_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
1624,0,158902.1037149956,158902.1037149956,0.0,-471759.8781310477,-8.975644561092992,3314.738562290308,0.0630658021744731,-42353.45102249992,-0.8058114730308203,-99442.15686870924,-1.891974065234194,-299408.6160593099,-5.6965109600325325,22.100456621004565,0.8058114730308203,2.2861222082008563,29940861.605930988,569.6510960032532,632.2830864686758,42353.45102249992,52560,31536000,2022,0,0,4,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_10_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1639,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_5_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1645,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
1653,0,111335.67807974,111335.67807974,0.0,-425884.3686629043,-8.102822843662564,3861.013788990075,0.0734591664571932,-56559.41514206466,-1.0760923733269532,-115830.41366970223,-2.203774993715796,-278241.2352838043,-5.29378301529308,20.2130898021309,1.0760923733269532,3.0259644830531007,27824123.52838044,529.3783015293081,610.2758463457216,56559.41514206466,52560,31536000,2023,0,0,0,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
1687,0,156668.29051340988,156668.29051340988,0.0,-513780.28589049913,-9.775119594568096,3267.6038811853846,0.0621690236146382,-92333.12106991044,-1.7567184374031668,-98028.11643556152,-1.865070708439146,-293276.83635156805,-5.579848484618875,30.8751902587519,1.7567184374031668,4.163632663333254,29327683.635156803,557.9848484618874,641.5507276902183,92333.12106991044,52560,31536000,2022,0,0,0,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_15_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1688,0,131542.98682410253,131542.98682410253,0.0,-417232.6325920755,-7.938215992999915,4633.696253308773,0.0881601265850223,-36723.21403802508,-0.6986912868726233,-139010.88759926317,-2.644803797550669,-272894.10103325214,-5.192049106416517,16.562024353120243,0.6986912868726233,2.3367520947254534,27289410.10332521,519.2049106416517,603.4805009997491,36723.21403802508,52560,31536000,2023,0,0,0,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_15_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
1693,0,187700.1451594912,187700.1451594912,0.0,-429946.89041143184,-8.18011587540776,3927.782477640657,0.0747294991940764,-188.9808791067319,-0.00359552661923,-117833.4743292197,-2.2418849758222925,-276200.4207773453,-5.254954733206722,10.150304414003044,0.00359552661923,0.021952410180066,27620042.077734526,525.4954733206721,625.5775283231607,188.9808791067319,52560,31536000,2022,0,0,0,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_5_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1724,0,129662.0885257179,129662.0885257179,0.0,-369720.7365833612,-7.034260589485564,4500.875171770735,0.0856330892650444,-5.7654865771675325,-0.0001096934280283,-135026.25515312204,-2.568992677951333,-263638.41647389415,-5.015951607189767,0.0323439878234398,0.0001096934280283,0.0081386358125348,26363841.64738942,501.5951607189768,604.5575726986165,5.7654865771675325,52560,31536000,2023,0,0,0,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_5_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1749,0,162630.6182244396,162630.6182244396,0.0,-493145.8280447327,-9.382530974975888,3391.202092922364,0.0645205877648851,-72019.95982764609,-1.3702427668882438,-101736.06278767092,-1.935617632946555,-288077.75944767264,-5.480931496340804,27.045281582952818,1.3702427668882438,3.5625114868362404,28807775.94476726,548.0931496340803,629.0713551678144,72019.95982764609,52560,31536000,2022,0,0,0,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
1750,0,163616.04497414993,163616.04497414993,0.0,-433667.2109609411,-8.250898229850478,3414.2692287250275,0.0649594602116633,-825.5387357671616,-0.01570659695143,-102428.07686175084,-1.9487838063499017,-298987.3858318218,-5.68849668629798,10.736301369863014,0.01570659695143,0.1152699983073836,29898738.583182182,568.8496686297981,639.0011924351888,825.5387357671616,52560,31536000,2022,0,0,4,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
1751,0,137379.97107911893,137379.97107911893,0.0,-410137.33855644776,-7.8032218142398735,4834.965150899617,0.0919894435102666,-31896.38910799835,-0.6068567181887053,-145048.95452698853,-2.759683305308001,-265850.3951086222,-5.058036436617622,14.634703196347033,0.6068567181887053,2.0899082020523907,26585039.51086222,505.8036436617622,586.8153077358239,31896.38910799835,52560,31536000,2023,0,0,0,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1766,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_10_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1773,0,90756.90937174266,90756.90937174266,0.0,-425631.1509528532,-8.098005155115167,3109.91673346728,0.0591688876230456,-51135.83503047394,-0.9729040150394586,-93297.5020040184,-1.77506662869137,-300247.0883653566,-5.712463629477866,28.563546423135467,0.9729040150394586,2.561398091710694,30024708.83653566,571.2463629477865,634.0406011468423,51135.83503047394,52560,31536000,2023,0,0,4,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
1777,0,180795.90325123305,180795.90325123305,0.0,-466000.8660584186,-8.86607431617996,3794.485316524868,0.0721934040434716,-27937.298849511342,-0.5315315610637622,-113834.55949574604,-2.1658021213041483,-290154.4387590735,-5.520442137729709,18.327625570776256,0.5315315610637622,1.7783216621253946,29015443.87590736,552.044213772971,613.5092758658251,27937.298849511342,52560,31536000,2022,0,0,4,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_10_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
3674,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_5_tempseed_15_paper2_final_runs_v1-res4_progress.csv,
3689,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_5_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
