,episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds),year,case,rep,zones_controlled,onoffseed,tempseed,filename,Unnamed: 0
515,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_10_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
545,0,99914.31044023603,99914.31044023603,0.0,-377715.555212011,-7.186369010883009,3433.6433047999994,0.0653280689649923,-730.8434856584383,-0.0139049369417511,-103009.29914399998,-1.9598420689497715,-295244.8143551954,-5.617290988493063,12.659817351598171,0.0139049369417511,0.0924101916761501,29524481.43551954,561.7290988493063,631.4319894315672,730.8434856584383,52560,31536000,2023,0,0,4,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_5_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
554,0,96807.95107054593,96807.95107054593,0.0,-417178.6359374486,-7.937188659388291,3337.2220193457006,0.0634935696222545,-42363.35983463074,-0.8059999968537052,-100116.660580371,-1.9048070886676367,-295616.69133200427,-5.62436627343996,22.821537290715373,0.8059999968537052,2.27387283077346,29561669.133200426,562.4366273439958,624.9334577436582,42363.35983463074,52560,31536000,2023,0,0,4,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
563,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
575,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_10_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
581,0,176213.05511554313,176213.05511554313,0.0,-438339.7057892916,-8.339796533281804,3692.384214715017,0.0702508412236494,-612.0144232389207,-0.0116441100311819,-110771.5264414505,-2.1075252367094843,-293567.7909760268,-5.585384150989856,4.528158295281583,0.0116441100311819,0.1039936766189644,29356779.09760268,558.5384150989855,629.2495694806179,612.0144232389207,52560,31536000,2022,0,0,4,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
582,0,182098.84245887585,182098.84245887585,0.0,-487940.6218290776,-9.283497371177274,3825.1037349328017,0.072775946250624,-56728.71331896026,-1.0793134193105072,-114753.11204798406,-2.1832783875187225,-282236.8454945109,-5.369802996470908,19.960045662100452,1.0793134193105072,3.056140158169177,28223684.54945109,536.9802996470908,617.5617387749102,56728.71331896026,52560,31536000,2022,0,0,0,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
621,0,114952.71415567538,114952.71415567538,0.0,-366268.4844292334,-6.968578470875826,3955.8122026759775,0.0752627892442157,-236.0940837604333,-0.0044918965707845,-118674.36608027936,-2.2578836773264714,-271989.5748947149,-5.174839704998381,12.11187214611872,0.0044918965707845,0.0224017638866187,27198957.4894715,517.4839704998383,617.2655314238737,236.0940837604333,52560,31536000,2023,0,0,0,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_5_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
637,0,94912.5985217404,94912.5985217404,0.0,-428594.3207499444,-8.154382053842168,3272.1549738469207,0.0622556121355959,-52958.48427005981,-1.0075815119874394,-98164.6492154076,-1.8676683640678768,-297987.8396292487,-5.669479445000927,26.12633181126332,1.0075815119874394,2.604149322911714,29798783.962924875,566.9479445000927,632.8807455172681,52958.48427005981,52560,31536000,2023,0,0,4,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_15_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
651,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_15_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
655,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_15_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
678,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_5_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
681,0,225838.2637952052,225838.2637952052,0.0,-486946.24518825376,-9.264578485316852,4778.212966110099,0.0909096835256868,-31863.692777716496,-0.6062346418895833,-143346.38898330295,-2.727290505770604,-270324.26879967994,-5.1431557990806684,14.805936073059362,0.6062346418895833,2.149116649537416,27032426.87996799,514.3155799080668,594.0146298887369,31863.692777716496,52560,31536000,2022,0,0,0,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
682,0,204513.84442432356,204513.84442432356,0.0,-449855.3423278327,-8.55889159680047,4303.206816385046,0.0818722758064126,-479.61869353103407,-0.0091251654020364,-129096.2044915514,-2.456168274192378,-282062.9475107627,-5.366494435136277,4.10958904109589,0.0091251654020364,0.0891635297166381,28206294.75107627,536.6494435136277,608.268305825904,479.61869353103407,52560,31536000,2022,0,0,4,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
687,0,99321.57252213752,99321.57252213752,0.0,-437888.44692445215,-8.33121093844087,3411.617071269099,0.0649090005949219,-72376.67069915397,-1.3770295034085611,-102348.51213807295,-1.9472700178476592,-284256.7977449375,-5.408234355877806,29.51293759512937,1.3770295034085611,3.5425746150361888,28425679.774493743,540.8234355877805,620.8695796070384,72376.67069915397,52560,31536000,2023,0,0,0,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
690,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
706,0,109831.05932098864,109831.05932098864,0.0,-404263.0065070805,-7.691457505842475,3829.1683426613977,0.0728532789699657,-28069.80534192812,-0.5340526130503828,-114875.05027984192,-2.1855983690989715,-286340.41153465165,-5.4478769317856095,18.64916286149163,0.5340526130503828,1.7491006011723838,28634041.153465163,544.787693178561,606.4537657941961,28069.80534192812,52560,31536000,2023,0,0,4,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
709,0,149236.3541633577,149236.3541633577,0.0,-476732.748652592,-9.070257774973213,3097.428029824728,0.0589312791062543,-50862.22916832696,-0.9676984240549268,-92922.84089474182,-1.7679383731876297,-303780.2581432222,-5.77968527669753,26.558219178082197,0.9676984240549268,2.565993912364211,30378025.81432221,577.9685276697529,641.4504173872693,50862.22916832696,52560,31536000,2022,0,0,4,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_10_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
750,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_15_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
765,0,107088.17393995383,107088.17393995383,0.0,-411110.8247773785,-7.821743241578739,3734.342755068727,0.0710491391755846,-33732.15607544873,-0.641783791389816,-112030.2826520618,-2.131474175267538,-289769.8336016535,-5.513124688007107,20.858066971080667,0.641783791389816,1.9957966345421805,28976983.36016535,551.3124688007106,617.2239773078159,33732.15607544873,52560,31536000,2023,0,0,4,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_15_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
768,0,146748.62074173335,146748.62074173335,0.0,-490534.1468703249,-9.332841454914858,3044.88781945946,0.0579316556213748,-64695.57638192689,-1.230889961604393,-91346.6345837838,-1.7379496686412443,-305783.52385958604,-5.817799160189993,29.925799086757998,1.230889961604393,2.9604142781688743,30578352.3859586,581.7799160189992,647.9211736297141,64695.57638192689,52560,31536000,2022,0,0,4,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_15_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
777,0,114952.71415567538,114952.71415567538,0.0,-366268.4844292334,-6.968578470875826,3955.8122026759775,0.0752627892442157,-236.0940837604333,-0.0044918965707845,-118674.36608027936,-2.2578836773264714,-271989.5748947149,-5.174839704998381,12.11187214611872,0.0044918965707845,0.0224017638866187,27198957.4894715,517.4839704998383,617.2655314238737,236.0940837604333,52560,31536000,2023,0,0,0,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_5_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
816,0,175010.29138187776,175010.29138187776,0.0,-501609.235893272,-9.543554716386454,3678.232930488497,0.0699816006561738,-70344.21602275604,-1.3383602744055565,-110346.98791465488,-2.099448019685215,-288089.10049100174,-5.48114726961571,23.515981735159816,1.3383602744055565,3.5138943418612474,28808910.04910017,548.114726961571,631.6244916661606,70344.21602275604,52560,31536000,2022,0,0,0,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_15_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
826,0,211671.32550362265,211671.32550362265,0.0,-440934.51940342784,-8.389165133246344,4454.4608303269615,0.0847500157976971,-5.906619557954652,-0.0001123786065059,-133633.82490980884,-2.542500473930914,-267760.3013893562,-5.094374075139958,0.0247336377473363,0.0001123786065059,0.0094274594782509,26776030.13893562,509.4374075139958,612.4794529715564,5.906619557954652,52560,31536000,2022,0,0,0,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_5_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
868,0,182098.84245887585,182098.84245887585,0.0,-487940.6218290776,-9.283497371177274,3825.1037349328017,0.072775946250624,-56728.71331896026,-1.0793134193105072,-114753.11204798406,-2.1832783875187225,-282236.8454945109,-5.369802996470908,19.960045662100452,1.0793134193105072,3.056140158169177,28223684.54945109,536.9802996470908,617.5617387749102,56728.71331896026,52560,31536000,2022,0,0,0,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
869,0,176213.05511554313,176213.05511554313,0.0,-438339.7057892916,-8.339796533281804,3692.384214715017,0.0702508412236494,-612.0144232389207,-0.0116441100311819,-110771.5264414505,-2.1075252367094843,-293567.7909760268,-5.585384150989856,4.528158295281583,0.0116441100311819,0.1039936766189644,29356779.09760268,558.5384150989855,629.2495694806179,612.0144232389207,52560,31536000,2022,0,0,4,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
875,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
877,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_10_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
885,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_5_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
896,0,96807.95107054593,96807.95107054593,0.0,-417178.6359374486,-7.937188659388291,3337.2220193457006,0.0634935696222545,-42363.35983463074,-0.8059999968537052,-100116.660580371,-1.9048070886676367,-295616.69133200427,-5.62436627343996,22.821537290715373,0.8059999968537052,2.27387283077346,29561669.133200426,562.4366273439958,624.9334577436582,42363.35983463074,52560,31536000,2023,0,0,4,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
955,0,216119.32945117832,216119.32945117832,0.0,-490883.33039512334,-9.339484977076166,4578.440474160182,0.0871088370274007,-36922.93687313651,-0.7024911886060979,-137353.21422480547,-2.613265110822022,-277153.17009797785,-5.2730816228686805,16.270928462709286,0.7024911886060979,2.400962010046647,27715317.00979779,527.3081622868681,610.6567323653851,36922.93687313651,52560,31536000,2022,0,0,0,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_15_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
958,0,95691.0324706902,95691.0324706902,0.0,-460665.3473220269,-8.764561402626082,3287.374679395539,0.0625451803537964,-92888.60956385106,-1.7672870921585058,-98621.24038186618,-1.8763554106138924,-289491.90409390425,-5.507836835880979,33.25532724505327,1.7672870921585058,4.1393070368516405,28949190.409390427,550.7836835880979,633.6151272230928,92888.60956385106,52560,31536000,2023,0,0,0,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_15_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
959,0,264424.7155691275,264424.7155691275,0.0,-467872.5227254934,-8.90168422232674,5592.885863842387,0.1064095483988277,-0.8450457086491809,-1.6077734182823076e-05,-167786.57591527162,-3.192286451964833,-251545.8178726815,-4.785879335477198,0.0038051750380517,1.6077734182823076e-05,0.0028615842690886,25154581.787268154,478.58793354771984,585.2743120271307,0.8450457086491809,52560,31536000,2022,0,0,0,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_5_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
970,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_5_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
986,0,109831.05932098864,109831.05932098864,0.0,-404263.0065070805,-7.691457505842475,3829.1683426613977,0.0728532789699657,-28069.80534192812,-0.5340526130503828,-114875.05027984192,-2.1855983690989715,-286340.41153465165,-5.4478769317856095,18.64916286149163,0.5340526130503828,1.7491006011723838,28634041.153465163,544.787693178561,606.4537657941961,28069.80534192812,52560,31536000,2023,0,0,4,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
991,0,149236.3541633577,149236.3541633577,0.0,-476732.748652592,-9.070257774973213,3097.428029824728,0.0589312791062543,-50862.22916832696,-0.9676984240549268,-92922.84089474182,-1.7679383731876297,-303780.2581432222,-5.77968527669753,26.558219178082197,0.9676984240549268,2.565993912364211,30378025.81432221,577.9685276697529,641.4504173872693,50862.22916832696,52560,31536000,2022,0,0,4,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_10_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
995,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_5_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
999,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1013,0,204513.84442432356,204513.84442432356,0.0,-449855.3423278327,-8.55889159680047,4303.206816385046,0.0818722758064126,-479.61869353103407,-0.0091251654020364,-129096.2044915514,-2.456168274192378,-282062.9475107627,-5.366494435136277,4.10958904109589,0.0091251654020364,0.0891635297166381,28206294.75107627,536.6494435136277,608.268305825904,479.61869353103407,52560,31536000,2022,0,0,4,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1016,0,225838.2637952052,225838.2637952052,0.0,-486946.24518825376,-9.264578485316852,4778.212966110099,0.0909096835256868,-31863.692777716496,-0.6062346418895833,-143346.38898330295,-2.727290505770604,-270324.26879967994,-5.1431557990806684,14.805936073059362,0.6062346418895833,2.149116649537416,27032426.87996799,514.3155799080668,594.0146298887369,31863.692777716496,52560,31536000,2022,0,0,0,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1019,0,99321.57252213752,99321.57252213752,0.0,-437888.44692445215,-8.33121093844087,3411.617071269099,0.0649090005949219,-72376.67069915397,-1.3770295034085611,-102348.51213807295,-1.9472700178476592,-284256.7977449375,-5.408234355877806,29.51293759512937,1.3770295034085611,3.5425746150361888,28425679.774493743,540.8234355877805,620.8695796070384,72376.67069915397,52560,31536000,2023,0,0,0,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
1032,0,94912.5985217404,94912.5985217404,0.0,-428594.3207499444,-8.154382053842168,3272.1549738469207,0.0622556121355959,-52958.48427005981,-1.0075815119874394,-98164.6492154076,-1.8676683640678768,-297987.8396292487,-5.669479445000927,26.12633181126332,1.0075815119874394,2.604149322911714,29798783.962924875,566.9479445000927,632.8807455172681,52958.48427005981,52560,31536000,2023,0,0,4,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_15_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
1038,0,175010.29138187776,175010.29138187776,0.0,-501609.235893272,-9.543554716386454,3678.232930488497,0.0699816006561738,-70344.21602275604,-1.3383602744055565,-110346.98791465488,-2.099448019685215,-288089.10049100174,-5.48114726961571,23.515981735159816,1.3383602744055565,3.5138943418612474,28808910.04910017,548.114726961571,631.6244916661606,70344.21602275604,52560,31536000,2022,0,0,0,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_15_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1042,0,211671.32550362265,211671.32550362265,0.0,-440934.51940342784,-8.389165133246344,4454.4608303269615,0.0847500157976971,-5.906619557954652,-0.0001123786065059,-133633.82490980884,-2.542500473930914,-267760.3013893562,-5.094374075139958,0.0247336377473363,0.0001123786065059,0.0094274594782509,26776030.13893562,509.4374075139958,612.4794529715564,5.906619557954652,52560,31536000,2022,0,0,0,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_5_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
1051,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_15_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
1055,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_15_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
1099,0,114952.71415567538,114952.71415567538,0.0,-366268.4844292334,-6.968578470875826,3955.8122026759775,0.0752627892442157,-236.0940837604333,-0.0044918965707845,-118674.36608027936,-2.2578836773264714,-271989.5748947149,-5.174839704998381,12.11187214611872,0.0044918965707845,0.0224017638866187,27198957.4894715,517.4839704998383,617.2655314238737,236.0940837604333,52560,31536000,2023,0,0,0,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_5_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
1105,0,96807.95107054593,96807.95107054593,0.0,-417178.6359374486,-7.937188659388291,3337.2220193457006,0.0634935696222545,-42363.35983463074,-0.8059999968537052,-100116.660580371,-1.9048070886676367,-295616.69133200427,-5.62436627343996,22.821537290715373,0.8059999968537052,2.27387283077346,29561669.133200426,562.4366273439958,624.9334577436582,42363.35983463074,52560,31536000,2023,0,0,4,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
1123,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_5_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
1127,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
