episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,195973.48088378046,0.0,195973.48088378046,-519685.6623765767,-9.887474550543697,1222.82886218769,0.02326538931102911,-72485.16265100843,-1.3790936577436916,-36684.86586563071,-0.6979616793308735,-286874.5950145474,-5.458040240002805,31.5296803652968,1.3790936577436916,3.49500259785343,28687459.50145474,545.8040240002805,623.0680094320008,72485.16265100843,52560,31536000
