episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,55410.701894170394,31432.051598158105,23978.650296012293,-111291.48180752834,-2.1174178426089867,766.7988571607799,0.014589019352374047,-23632.957002285017,-0.44963769030222633,-23003.96571482339,-0.43767058057122127,-42327.02958562251,-0.8053087820704435,16.948249619482496,0.44963769030222633,1.8686696282464414,4232702.958562251,80.53087820704435,119.89969320506454,23632.957002285017,52560,31536000
