,episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds),year,case,rep,zones_controlled,onoffseed,tempseed,filename
0,0,77862.08134204087,53883.43104602858,23978.650296012293,-106860.10902549414,-2.033107097136494,1272.7982841311718,0.0242161012962551,-1537.066384029376,-0.0292440331816852,-38183.94852393516,-0.7264830388876552,-41624.07389554112,-0.7919344348466728,2.134703196347032,0.0292440331816852,0.3330764133282026,4162407.389554112,79.19344348466727,117.26443323932384,1537.066384029376,52560,31536000,2022,4,4,0,21,42,Eplus-env-06-19_thermostat_rbc_eco_year_2022_case_4_rep_4_zone_0_onoffseed_21_tempseed_42_paper2_final_runs_v0-res1_progress.csv
1,0,146138.74833467323,0.0,146138.74833467323,-506702.491477734,-9.640458361448516,924.340726016879,0.0175863912864703,-531.0887959535589,-0.0101044291467572,-27730.221780506366,-0.5275917385941089,-386615.2926691843,-7.355694304969259,11.699010654490106,0.0101044291467572,0.0816174278931446,38661529.26691843,735.569430496926,784.8529805137306,531.0887959535589,52560,31536000,2023,10,0,4,42,21,Eplus-env-06-20_thermostat_rbc_eco_year_2023_case_10_rep_0_zone_4_onoffseed_42_tempseed_21_paper2_final_runs_v0-res1_progress.csv
2,0,74827.277135483,74827.277135483,0.0,-642508.3512304485,-12.224283699209446,2571.137350405841,0.0489181383258341,-1330.1328629475606,-0.0253069418369018,-77134.12051217521,-1.467544149775023,-579962.0229429624,-11.034285063602784,14.912480974124808,0.0253069418369018,0.1801119977414363,57996202.29429624,1103.4285063602783,1113.3970483752514,1330.1328629475606,52560,31536000,2023,2,1,0,42,10,Eplus-env-06-19_thermostat_rbc_eco_year_2023_case_2_rep_1_zone_0_onoffseed_42_tempseed_10_paper2_final_runs_v0-res1_progress.csv
3,0,119972.518875283,119972.518875283,0.0,-709608.1440541175,-13.500915982764791,2500.752619498322,0.0475790072202877,-2164.2165924957926,-0.041176114773512,-75022.57858494966,-1.4273702166086313,-609294.4097697526,-11.592359394401688,16.558219178082194,0.041176114773512,0.2518207395597848,60929440.97697526,1159.2359394401683,1165.623913924673,2164.2165924957926,52560,31536000,2022,2,3,4,21,42,Eplus-env-06-19_thermostat_rbc_eco_year_2022_case_2_rep_3_zone_4_onoffseed_21_tempseed_42_paper2_final_runs_v0-res1_progress.csv
4,0,32082.881703702784,17626.634778397984,14456.246925304798,-97246.0943918638,-1.850192054639722,689.7818288635547,0.0131237029844664,-29295.56832340897,-0.5573738265488769,-20693.45486590664,-0.3937110895339923,-41703.52054665558,-0.7934459769150605,33.7423896499239,0.5573738265488769,1.5359095811706929,4170352.0546655576,79.34459769150604,118.05895557504614,29295.56832340897,52560,31536000,2023,4,2,4,10,42,Eplus-env-06-19_thermostat_rbc_eco_year_2023_case_4_rep_2_zone_4_onoffseed_10_tempseed_42_paper2_final_runs_v0-res1_progress.csv
5,0,221277.49710622817,0.0,221277.49710622817,-541849.9295185747,-10.309169130870904,1095.1396678223543,0.0208359906358895,-356.1178835042224,-0.0067754544045704,-32854.19003467063,-0.6250797190766862,-360466.69125246536,-6.858194278014942,12.256468797564688,0.0067754544045704,0.053319996090782,36046669.12524653,685.8194278014942,775.347074629378,356.1178835042224,52560,31536000,2022,10,0,0,21,42,Eplus-env-06-20_thermostat_rbc_eco_year_2022_case_10_rep_0_zone_0_onoffseed_21_tempseed_42_paper2_final_runs_v0-res1_progress.csv
6,0,49898.19570577031,25919.545409758008,23978.650296012293,-127513.42692768412,-2.4260545458082974,626.4443854677577,0.0119186526915479,-44259.71367149762,-0.8420797882705027,-18793.331564032727,-0.3575595807464369,-42431.99934929578,-0.807305923692842,39.68226788432269,0.8420797882705027,2.010060823621591,4243199.934929579,80.73059236928422,120.94481194201744,44259.71367149762,52560,31536000,2022,4,3,9,21,21,Eplus-env-06-19_thermostat_rbc_eco_year_2022_case_4_rep_3_zone_9_onoffseed_21_tempseed_21_paper2_final_runs_v0-res1_progress.csv
7,0,68123.85963491382,68123.85963491382,0.0,-662441.7421056627,-12.603533906119914,2334.415942257241,0.0444143063595365,-3675.8824660018217,-0.0699368810122112,-70032.47826771723,-1.3324291907860966,-603033.7300723379,-11.473244483872486,16.815068493150683,0.0699368810122112,0.3515579885028799,60303373.00723378,1147.3244483872486,1144.8140947970696,3675.8824660018217,52560,31536000,2023,2,2,9,10,21,Eplus-env-06-19_thermostat_rbc_eco_year_2023_case_2_rep_2_zone_9_onoffseed_10_tempseed_21_paper2_final_runs_v0-res1_progress.csv
8,0,271931.54149881063,0.0,271931.54149881063,-615182.2071398031,-11.7043798923098,1372.5150365287095,0.0261132997817486,-754.0277568330761,-0.0143460379914968,-41175.45109586128,-0.7833989934524597,-391960.98528279306,-7.457400785441268,9.802130898021309,0.0143460379914968,0.1566865669699521,39196098.52827931,745.740078544127,796.5507150894433,754.0277568330761,52560,31536000,2022,5,2,4,42,10,Eplus-env-06-19_thermostat_rbc_eco_year_2022_case_5_rep_2_zone_4_onoffseed_42_tempseed_10_paper2_final_runs_v0-res1_progress.csv
9,0,196290.25327344929,0.0,196290.25327344929,-515176.1543245634,-9.801677213176625,1264.3256445005036,0.02405490191211,-511.672815648798,-0.0097350231287823,-37929.76933501511,-0.7216470573633011,-354079.4253059057,-6.736670953308708,13.93455098934551,0.0097350231287823,0.0926522673273392,35407942.530590564,673.6670953308707,761.9943609877444,511.672815648798,52560,31536000,2023,5,0,0,21,42,Eplus-env-06-19_thermostat_rbc_eco_year_2023_case_5_rep_0_zone_0_onoffseed_21_tempseed_42_paper2_final_runs_v0-res1_progress.csv
10,0,69110.35252643834,45131.70223042604,23978.650296012293,-98473.86754745424,-1.873551513459936,1041.0832148705251,0.0198075193087999,-5801.756557086361,-0.1103834961393904,-31232.49644611576,-0.5942255792639984,-36132.93158848867,-0.6874606466607432,16.95205479452055,0.1103834961393904,0.5591118204325491,3613293.158848866,68.74606466607432,103.65408032176168,5801.756557086361,52560,31536000,2022,3,1,0,10,42,Eplus-env-06-19_thermostat_rbc_eco_year_2022_case_3_rep_1_zone_0_onoffseed_10_tempseed_42_paper2_final_runs_v0-res1_progress.csv
