Name,Solar Transmittance,Solar Reflectance,Visible Transmittance,Visible Reflectance,Infrared Hemispherical Emissivity,Infrared Transmittance,Thickness,Conductivity,Shade to Glass Distance,Top Opening Multiplier,Bottom Opening Multiplier,Left - Side Opening Multiplier,Right - Side Opening Multiplier,Airflow Permeability
Singh_roll_shade,0.3,0.5,0.3,0.5,0.9,0.05,0.003,0.1,0.05,0,0.5,0.5,0,
