episode_num,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds)
0,-50066.1017976009,-0.9525514040639441,1575.0692672586033,0.02996707129487449,-2802.8461711129166,-0.053326601429088974,-47252.078017758104,-0.8990121388462349,-11.177608729892079,-0.00021266378862047335,4.2465753424657535,0.053326601429088974,0.387485713516198,1117.7608729892079,0.021266378862047335,0.48123240091091546,2802.8461711129166,52560,31536000
